Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Pune,2010,Petrol,Manual,First,19.0,998,5,2.0,Maruti,A-Star Vxi
Delhi,2016,Diesel,Manual,First,19.64,1461,5,10.0,Renault,Duster 110PS Diesel RXZ Option
Delhi,2010,Diesel,Manual,First,17.8,1248,5,1.65,Fiat,Grande Punto 1.3 Emotion Pack (Diesel)
Coimbatore,2017,Diesel,Automatic,First,16.55,2993,5,45.77,BMW,X3 xDrive30d M Sport
Bangalore,2010,Petrol,Manual,Second,20.36,1197,5,3.25,Hyundai,i10 Sportz
Pune,2016,Diesel,Manual,First,12.8,2494,7,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater
Mumbai,2002,Petrol,Manual,Third,17.3,993,5,0.55,Maruti,Zen VXI BSII
Hyderabad,2018,Diesel,Manual,First,28.4,1248,5,7.15,Maruti,Swift VDI
Pune,2013,Diesel,Manual,Second,12.05,2179,8,7.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV
Pune,2017,Diesel,Manual,First,22.95,1248,5,3.75,Tata,Zest Quadrajet 1.3 75PS XE
Mumbai,2017,Petrol,Manual,First,18.88,999,5,8.5,Ford,EcoSport 1.0 Ecoboost Titanium Plus
Jaipur,2012,Diesel,Manual,First,23.4,1248,5,4.35,Maruti,Swift Dzire ZDI
Kochi,2016,Petrol,Manual,First,22.74,796,5,3.26,Maruti,Alto 800 LXI
Jaipur,2011,Petrol,Manual,First,17.0,1497,5,4.21,Honda,City 1.5 S MT
Kochi,2018,Diesel,Automatic,First,12.07,2967,7,70.36,Audi,Q7 3.0 TDI Quattro Technology
Mumbai,2009,Diesel,Automatic,Second,17.0,1896,5,2.95,Skoda,Laura 1.9 TDI AT Ambiente
Kochi,2012,Petrol,Manual,First,17.1,1591,5,4.28,Hyundai,Verna 1.6 SX VTVT (O)
Jaipur,2009,Petrol,Automatic,First,16.8,1497,5,3.57,Honda,City 1.5 V AT
Kolkata,2013,Diesel,Manual,First,21.9,1396,5,3.11,Hyundai,i20 Magna Optional 1.4 CRDi
Coimbatore,2014,Petrol,Automatic,First,15.0,1396,5,5.96,Hyundai,i20 Sportz AT 1.4
Hyderabad,2011,Diesel,Manual,First,20.54,1598,5,4.7,Volkswagen,Vento Diesel Highline
Ahmedabad,2014,Petrol,Manual,First,17.4,1497,5,6.9,Honda,City i VTEC VX
Pune,2018,Diesel,Manual,First,22.95,1248,5,5.25,Tata,Zest Quadrajet 1.3 75PS XE
Pune,2015,Diesel,Automatic,First,18.48,1995,5,28.0,BMW,5 Series 2003-2012 520d
Delhi,2009,Petrol,Manual,First,18.9,1061,5,1.35,Maruti,Wagon R LXI Minor
Delhi,2015,Petrol,Manual,First,18.2,1199,5,4.85,Honda,Jazz VX
Coimbatore,2012,Diesel,Manual,First,15.0,1896,5,6.7,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline
Hyderabad,2010,Petrol,Manual,First,20.36,1197,5,3.1,Hyundai,i10 Magna 1.2
Kochi,2015,Diesel,Automatic,First,19.27,2143,5,18.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde
Pune,2012,Petrol,Manual,First,20.36,1197,5,2.8,Hyundai,i10 Magna 1.2 iTech SE
Chennai,2016,Diesel,Manual,First,13.68,2393,7,20.25,Toyota,Innova Crysta 2.4 ZX MT
Kochi,2015,Diesel,Automatic,First,17.68,1968,5,26.78,Audi,A6 2011-2015 2.0 TDI Technology
Hyderabad,2010,Diesel,Manual,Second,12.99,2494,7,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Mumbai,2015,Petrol,Manual,First,16.47,1198,5,3.89,Volkswagen,Polo Petrol Trendline 1.2L
Hyderabad,2011,Petrol,Manual,First,20.92,998,5,2.1,Maruti,Alto K10 LXI
Mumbai,2017,Petrol,Automatic,First,18.0,1497,5,12.69,Honda,City i-VTEC CVT ZX
Coimbatore,2013,Diesel,Manual,First,17.0,1405,5,2.58,Tata,Indigo LX
Kochi,2014,Diesel,Automatic,First,17.68,1968,5,20.77,Audi,A6 2011-2015 2.0 TDI Premium Plus
Delhi,2015,Diesel,Automatic,First,17.9,2143,5,20.26,Mercedes-Benz,GLA Class 200 CDI SPORT
Chennai,2006,Petrol,Manual,Second,0.0,1086,5,1.5,Hyundai,Santro Xing XL
Kolkata,2011,Diesel,Manual,First,17.8,1248,5,2.5,Maruti,Swift VDI BSIV
Hyderabad,2014,Petrol,Automatic,First,23.1,998,5,4.25,Maruti,Celerio VXI AT
Hyderabad,2017,Diesel,Automatic,First,17.9,2143,5,57.0,Mercedes-Benz,GLE 250d
Delhi,2017,Diesel,Automatic,First,12.7,2179,5,44.0,Land,Rover Range Rover HSE Dynamic
Hyderabad,2011,Diesel,Manual,First,20.54,1598,5,3.65,Volkswagen,Vento Diesel Trendline
Hyderabad,2012,Petrol,Manual,First,14.0,796,5,2.05,Maruti,Omni 8 Seater BSIV
Kochi,2012,Petrol,Manual,First,18.5,1198,5,3.13,Honda,Brio 1.2 VX MT
Hyderabad,2000,Diesel,Manual,Second,14.07,2956,7,1.5,Tata,Sumo Delux
Pune,2012,Diesel,Manual,First,18.0,1248,5,2.85,Tata,Indica Vista Aura 1.3 Quadrajet
Delhi,2012,Petrol,Manual,First,18.9,998,5,2.65,Maruti,Wagon R LXI BS IV
Hyderabad,2015,Diesel,Manual,First,16.0,2179,7,10.6,Mahindra,XUV500 W8 4WD
Pune,2008,Diesel,Manual,Second,17.1,1396,5,1.25,Tata,Indigo LS Dicor
Mumbai,2018,Petrol,Manual,First,16.02,1373,7,8.25,Maruti,Ertiga Paseo VXI
Mumbai,2011,Petrol,Automatic,First,11.7,2354,5,4.45,Honda,Accord 2.4 A/T
Kolkata,2012,Diesel,Manual,First,19.3,1248,5,3.7,Maruti,Swift Dzire VDi
Hyderabad,2009,Diesel,Manual,First,17.8,1399,5,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd
Kolkata,2008,Petrol,Manual,First,17.7,1497,5,1.8,Honda,City ZX GXi
Kochi,2014,Diesel,Automatic,First,17.68,1968,5,21.95,Audi,A6 2011-2015 2.0 TDI Premium Plus
Mumbai,2011,Diesel,Automatic,First,9.52,2993,4,49.0,BMW,6 Series 640d Gran Coupe
Coimbatore,2017,Diesel,Automatic,First,14.75,2967,7,62.67,Audi,Q7 45 TDI Quattro Technology
Pune,2008,CNG,Manual,First,26.3,998,5,1.4,Maruti,Zen Estilo LXI Green (CNG)
Pune,2012,Diesel,Manual,First,23.0,1396,5,5.5,Hyundai,i20 1.4 CRDi Asta
Bangalore,2009,Petrol,Automatic,Third,16.95,1197,5,2.95,Hyundai,i10 Sportz AT
Kochi,2016,Petrol,Automatic,First,19.0,1199,5,6.86,Honda,Jazz 1.2 V CVT i VTEC
Hyderabad,2015,Diesel,Manual,First,25.2,1248,5,6.15,Maruti,Swift VDI BSIV
Pune,2011,Petrol,Manual,Second,18.5,1197,5,3.3,Hyundai,i20 Asta 1.2
Kolkata,2011,Petrol,Manual,First,16.47,1198,5,2.55,Volkswagen,Polo Petrol Comfortline 1.2L
Ahmedabad,2009,Petrol,Manual,First,19.7,796,5,1.5,Maruti,Alto LXi
Chennai,2004,Petrol,Automatic,Second,11.3,1794,5,2.5,Toyota,Corolla H4
Chennai,2006,Petrol,Manual,Second,19.7,796,5,1.4,Maruti,Alto LXi
Pune,2012,Diesel,Manual,First,21.12,1248,5,3.4,Tata,Manza ELAN Quadrajet BS IV
Pune,2012,Petrol,Manual,First,19.7,796,5,2.25,Maruti,Alto LXi
Kolkata,2013,Diesel,Automatic,First,19.3,1968,5,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT
Kolkata,2008,Petrol,Automatic,First,11.3,1794,5,2.8,Toyota,Corolla H4
Coimbatore,2016,Petrol,Manual,First,18.6,1197,5,7.66,Hyundai,i20 Asta Option 1.2
Chennai,2016,Diesel,Manual,First,24.3,1248,5,7.15,Maruti,Vitara Brezza LDi
Delhi,2010,Petrol,Manual,First,17.0,1497,5,3.5,Honda,City 1.5 V MT
Hyderabad,2014,Diesel,Manual,Second,18.0,1248,5,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,3.45,Honda,Amaze S i-Dtech
Coimbatore,2016,Petrol,Manual,First,21.1,814,5,3.55,Hyundai,EON D Lite Plus
Kochi,2015,Diesel,Automatic,Second,21.76,1995,5,25.99,BMW,3 Series Luxury Line
Bangalore,2012,Diesel,Manual,First,22.32,1582,5,5.25,Hyundai,Verna 1.6 SX
Ahmedabad,2013,Diesel,Manual,First,21.02,1248,5,2.9,Tata,Manza Club Class Quadrajet90 LS
Jaipur,2005,Petrol,Automatic,First,14.45,1984,5,2.05,Skoda,Octavia RS
Pune,2017,Petrol,Manual,First,24.07,998,5,3.75,Maruti,Alto K10 VXI
Mumbai,2014,Diesel,Manual,First,22.7,1498,5,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Kolkata,2011,Petrol,Manual,Second,18.0,995,5,0.95,Chevrolet,Spark 1.0 LS
Hyderabad,2017,Diesel,Automatic,First,19.33,1999,5,52.0,Jaguar,XF 2.0 Diesel Portfolio
Jaipur,2007,Petrol,Manual,Third,13.1,1997,5,3.91,Honda,CR-V RVi MT
Kochi,2019,Petrol,Automatic,First,14.67,1798,5,27.3,Skoda,Superb L&K 1.8 TSI AT
Chennai,2009,Petrol,Manual,First,20.36,1197,5,2.7,Hyundai,i10 Magna 1.2
Delhi,2013,Diesel,Manual,First,22.9,1248,5,3.5,Maruti,Swift LDI
Mumbai,2016,Petrol,Automatic,First,18.5,1197,5,6.2,Maruti,Swift Dzire VXi AT
Chennai,2011,Diesel,Manual,First,23.08,1461,5,2.75,Nissan,Micra Diesel XV
Mumbai,2015,Diesel,Manual,First,23.4,1248,5,3.25,Maruti,Swift Dzire Tour LDI
Pune,2012,Diesel,Manual,First,17.8,1399,5,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI
Kolkata,2003,Petrol,Manual,First,17.3,993,5,0.65,Maruti,Zen LX
Pune,2017,Petrol,Manual,First,13.8,1998,5,35.0,Mini,Clubman Cooper S
Kolkata,2014,Diesel,Manual,First,23.59,1364,5,3.25,Toyota,Etios GD
Kolkata,2018,Petrol,Manual,First,24.7,796,5,2.9,Maruti,Alto 800 2016-2019 LXI
Bangalore,2011,Petrol,Manual,Third,18.9,796,5,2.9,Maruti,Alto VXi
Bangalore,2009,Diesel,Automatic,Second,11.0,2993,5,17.75,BMW,X5 3.0d
Mumbai,2015,Petrol,Automatic,Second,11.07,2496,5,8.25,Nissan,Teana XV
Coimbatore,2015,Petrol,Automatic,First,18.9,1197,5,5.77,Hyundai,Grand i10 AT Asta
Hyderabad,2017,Diesel,Manual,First,24.3,1248,5,9.49,Maruti,Vitara Brezza ZDi Plus
Mumbai,2008,Diesel,Automatic,Third,12.07,2967,7,12.95,Audi,Q7 3.0 TDI Quattro Premium Plus
Chennai,2015,Diesel,Automatic,First,17.9,2143,5,20.0,Mercedes-Benz,GLA Class 200 CDI
Chennai,2007,Petrol,Manual,Third,16.1,796,4,1.0,Maruti,800 AC
Chennai,2015,Diesel,Manual,Second,20.45,1461,5,7.1,Renault,Duster 85PS Diesel RxL
Mumbai,2017,Diesel,Manual,First,21.43,1364,5,16.5,Toyota,Corolla Altis D-4D GL
Chennai,2014,Diesel,Manual,First,15.8,2148,5,26.0,Mercedes-Benz,New C-Class 220
Hyderabad,2010,Diesel,Manual,Second,21.1,1248,5,3.2,Maruti,Ritz VDi
Kochi,2017,Petrol,Automatic,First,16.0,1497,7,9.48,Honda,BRV i-VTEC V CVT
Kochi,2015,Diesel,Manual,First,24.4,1120,5,4.0,Hyundai,Xcent 1.1 CRDi Base
Jaipur,2014,Diesel,Automatic,First,14.21,2143,5,26.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde
Kochi,2014,Petrol,Automatic,Second,14.8,1595,5,11.77,Mercedes-Benz,B Class B180
Bangalore,2017,Diesel,Automatic,First,15.0,2143,5,37.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E
Mumbai,2016,Petrol,Manual,First,17.8,1497,5,8.75,Honda,City i VTEC VX Option
Hyderabad,2007,Petrol,Manual,First,17.0,1086,5,1.95,Hyundai,Santro Xing XL eRLX Euro III
Chennai,2011,Petrol,Manual,First,17.0,1497,5,3.75,Honda,City 1.5 S MT
Pune,2010,Petrol,Manual,First,16.2,1599,5,2.5,Hyundai,Verna Transform VTVT
Mumbai,2017,Petrol,Automatic,First,13.5,1999,5,34.5,Jaguar,XE Portfolio
Delhi,2015,Petrol,Manual,First,18.0,1198,5,4.65,Honda,Amaze S i-Vtech
Bangalore,2015,Petrol,Automatic,First,18.86,1598,4,32.0,Mini,Cooper Convertible 1.6
Coimbatore,2017,Diesel,Automatic,First,13.5,2987,5,62.81,Mercedes-Benz,S Class 2005 2013 S 350 CDI
Chennai,2014,Petrol,Manual,First,21.1,814,5,3.25,Hyundai,EON Magna Plus
Kolkata,2014,Petrol,Manual,First,20.51,998,5,3.1,Maruti,Wagon R VXI BS IV
Coimbatore,2011,Diesel,Manual,First,21.1,1248,5,3.91,Maruti,Ritz LDi
Chennai,2011,Diesel,Automatic,First,16.07,1995,5,11.0,BMW,3 Series 320d Sedan
Pune,2014,Diesel,Manual,First,13.49,2179,5,3.5,Tata,Xenon XT EX 4X2
Chennai,2014,Diesel,Automatic,First,20.38,1968,5,16.5,Audi,A3 35 TDI Attraction
Hyderabad,2012,Diesel,Automatic,First,12.7,2179,5,30.0,Land,Rover Range Rover 2.2L Dynamic
Pune,2010,Diesel,Automatic,Second,12.0,2987,7,28.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury
Hyderabad,2018,Diesel,Automatic,First,13.5,2477,7,28.0,Mitsubishi,Pajero Sport 4X2 AT DualTone BlackTop
Jaipur,2010,Petrol,Manual,First,19.7,796,5,0.92,Maruti,Alto LX
Pune,2013,Petrol,Manual,First,14.0,1061,5,2.75,Maruti,Wagon R LXI BSIII
Coimbatore,2017,Diesel,Automatic,First,12.7,2179,5,53.83,Land,Rover Range Rover 2.2L Prestige
Pune,2011,Petrol,Manual,Second,17.01,1591,5,4.95,Hyundai,Verna 1.6 SX VTVT
Hyderabad,2013,Diesel,Automatic,First,16.73,2993,5,33.5,BMW,5 Series 525d Sedan
Bangalore,2013,Diesel,Automatic,First,14.74,2993,5,27.95,Jaguar,XF Diesel
Hyderabad,2010,Petrol,Automatic,First,13.7,1798,5,7.25,Skoda,Superb Elegance 1.8 TSI AT
Kochi,2017,Diesel,Automatic,First,15.73,1968,5,25.71,Audi,Q3 35 TDI Quattro Premium
Coimbatore,2014,Diesel,Automatic,First,12.7,2179,5,29.67,Land,Rover Range Rover 2.2L Pure
Jaipur,2013,Diesel,Automatic,First,14.84,2143,5,19.0,Mercedes-Benz,New C-Class 220 CDI AT
Kochi,2017,Diesel,Manual,First,15.4,2179,7,13.05,Mahindra,Scorpio S10 4WD
Mumbai,2015,Diesel,Automatic,First,21.76,1995,5,25.5,BMW,3 Series Luxury Line
Pune,2017,Petrol,Manual,First,15.4,1497,7,8.5,Honda,BR-V i-VTEC S MT
Chennai,2010,Diesel,Automatic,Second,16.0,2400,5,7.25,Volvo,S80 2006-2013 D5
Pune,2005,Petrol,Manual,First,13.2,1495,5,0.8,Hyundai,Accent GLE
Jaipur,2017,Petrol,Manual,First,17.19,1197,5,6.9,Hyundai,i20 Active SX Petrol
Coimbatore,2018,Petrol,Automatic,First,11.5,2996,5,70.99,Mercedes-Benz,GLC 43 AMG Coupe
Kolkata,2015,Petrol,Manual,Second,21.1,814,5,2.25,Hyundai,EON Magna Plus
Kochi,2018,Petrol,Manual,First,18.9,1197,5,5.5,Hyundai,Grand i10 SportZ Edition
Mumbai,2013,Petrol,Manual,First,13.0,1493,5,4.35,Honda,City 1.5 EXI S
Kolkata,2010,Petrol,Manual,First,16.47,1198,5,2.25,Volkswagen,Polo Petrol Trendline 1.2L
Mumbai,2016,Petrol,Automatic,First,15.26,1798,5,24.5,Audi,A6 35 TFSI Matrix
Hyderabad,2010,Diesel,Manual,First,0.0,1968,5,5.45,Volkswagen,Jetta 2007-2011 1.9 L TDI
Coimbatore,2017,Petrol,Manual,First,15.29,1591,5,12.03,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Mumbai,2011,Petrol,Automatic,Second,11.74,1796,5,8.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde
Mumbai,2014,Petrol,Automatic,First,16.82,1998,4,28.5,Mini,Cooper Convertible S
Pune,2006,Petrol,Manual,Second,17.0,1086,5,1.2,Hyundai,Santro Xing XO eRLX Euro II
Bangalore,2013,Diesel,Manual,First,23.59,1364,5,5.75,Toyota,Etios VD
Delhi,2014,Petrol,Manual,Second,19.4,1198,5,3.2,Honda,Brio S MT
Coimbatore,2018,Petrol,Automatic,First,21.4,1197,5,9.89,Maruti,Baleno Alpha Automatic
Coimbatore,2012,Diesel,Automatic,First,20.0,1968,5,6.58,Skoda,Laura Ambiente 2.0 TDI CR AT
Kochi,2018,Petrol,Manual,First,21.1,814,5,4.06,Hyundai,EON Era Plus
Coimbatore,2019,Diesel,Manual,First,20.37,1461,5,13.37,Renault,Captur 1.5 Diesel RXL
Coimbatore,2011,Diesel,Automatic,First,16.2,2993,5,25.82,BMW,5 Series 2003-2012 GT 530d LE
Kochi,2016,Petrol,Manual,First,22.74,796,5,3.74,Maruti,Alto 800 LXI
Bangalore,2015,Diesel,Automatic,Second,16.8,1984,5,22.0,Volvo,V40 D3
Ahmedabad,2007,Petrol,Manual,First,18.9,998,5,1.45,Maruti,Wagon R LXI BSII
Kolkata,2008,Petrol,Manual,First,17.7,1497,5,2.0,Honda,City ZX GXi
Kochi,2017,CNG,Manual,First,15.1,1196,5,4.7,Maruti,Eeco 5 STR With AC Plus HTR CNG
Kolkata,2014,Petrol,Manual,First,13.7,1399,8,3.75,Chevrolet,Enjoy 1.4 LS 8
Coimbatore,2016,Diesel,Manual,First,15.96,2523,7,7.7,Mahindra,Bolero ZLX
Coimbatore,2012,Petrol,Manual,First,0.0,1086,5,3.35,Hyundai,Santro GLS I - Euro I
Hyderabad,2014,Petrol,Manual,First,21.1,814,5,2.6,Hyundai,EON D Lite
Coimbatore,2017,Petrol,Automatic,First,13.0,1591,5,13.77,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Mumbai,2017,Petrol,Manual,Second,16.09,1598,5,7.1,Volkswagen,Vento 1.6 Comfortline
Pune,2008,Petrol,Automatic,Second,12.9,1799,5,2.65,Honda,Civic 2006-2010 1.8 S AT
Hyderabad,2014,Diesel,Manual,First,22.3,1248,5,2.5,Tata,Indica Vista Quadrajet LS
Kochi,2013,Diesel,Manual,First,16.0,2179,7,7.53,Mahindra,XUV500 W8 2WD
Coimbatore,2017,Petrol,Manual,First,18.6,1197,5,7.98,Hyundai,i20 1.2 Asta Option
Bangalore,2014,Diesel,Automatic,Second,14.16,1968,5,39.0,Audi,Q5 30 TDI quattro Premium Plus
Chennai,2011,Petrol,Manual,Second,18.5,1197,5,2.25,Maruti,Ritz VXi
Chennai,2010,Petrol,Manual,Second,13.17,1999,5,3.85,Mitsubishi,Cedia Sports
Hyderabad,2015,Diesel,Manual,First,12.8,2494,7,13.5,Toyota,Innova 2.5 V Diesel 7-seater
Hyderabad,2016,Diesel,Manual,First,27.62,793,5,3.5,Maruti,Celerio LDi
Delhi,2018,Diesel,Manual,First,25.1,1248,5,8.92,Maruti,S-Cross Delta DDiS 200 SH
Coimbatore,2016,Diesel,Automatic,First,15.17,1968,5,20.37,Audi,Q3 35 TDI Quattro Premium Plus
Bangalore,2016,Diesel,Automatic,First,21.76,1995,5,36.5,BMW,3 Series Luxury Line
Coimbatore,2016,Diesel,Automatic,First,11.33,4134,7,48.91,Audi,Q7 4.2 TDI Quattro Technology
Pune,2016,Petrol,Manual,First,18.6,1197,5,7.2,Hyundai,i20 2015-2017 Asta 1.2
Hyderabad,2012,Diesel,Manual,First,19.01,1461,5,5.99,Renault,Duster 110PS Diesel RxL
Pune,2016,Diesel,Manual,First,24.4,1120,5,5.25,Hyundai,Xcent 1.1 CRDi S Celebration Edition
Delhi,2014,Diesel,Manual,First,22.7,1498,5,6.5,Ford,Ecosport 1.5 DV5 MT Titanium
Hyderabad,2013,Petrol,Manual,First,16.47,1198,5,4.4,Volkswagen,Polo Petrol Trendline 1.2L
Kolkata,2017,Diesel,Manual,First,24.0,1120,5,4.6,Hyundai,Grand i10 CRDi Magna
Ahmedabad,2013,Diesel,Manual,First,21.12,1248,5,2.95,Tata,Manza Aqua Quadrajet BS IV
Kolkata,2011,Petrol,Manual,First,17.0,1497,5,3.26,Honda,City 1.5 V MT
Bangalore,2008,Petrol,Manual,Second,17.92,1086,5,2.22,Hyundai,Santro Xing GLS
Hyderabad,2012,Diesel,Manual,First,12.99,2494,7,10.5,Toyota,Innova 2.5 VX (Diesel) 7 Seater
Coimbatore,2017,Diesel,Manual,First,28.09,1248,5,8.26,Maruti,Ciaz 1.3 S
Delhi,2013,Diesel,Manual,First,12.55,2982,7,14.45,Toyota,Fortuner 4x4 MT TRD Sportivo
Chennai,2009,Petrol,Manual,Second,15.3,1596,5,2.5,Ford,Fiesta 1.6 SXI ABS Duratec
Kochi,2018,Petrol,Automatic,First,12.6,1950,5,51.43,Mercedes-Benz,E-Class E 220 d
Chennai,2014,Diesel,Manual,First,15.8,2148,5,23.0,Mercedes-Benz,New C-Class 220 CDI MT
Kolkata,2012,Diesel,Manual,First,17.72,1968,5,5.5,Skoda,Yeti Ambition 4X2
Delhi,2015,Petrol,Manual,First,18.9,1197,5,4.5,Hyundai,Grand i10 Sportz
Hyderabad,2018,Petrol,Manual,First,18.16,1196,5,6.8,Ford,Figo 2015-2019 1.2P Titanium MT
Mumbai,2013,Petrol,Manual,First,16.8,1395,5,8.75,Skoda,Octavia Ambition 1.4 TSI MT
Mumbai,2015,Diesel,Manual,Second,19.87,1461,5,7.0,Renault,Duster 85PS Diesel RxL Option
Delhi,2015,Diesel,Automatic,Second,15.68,1999,5,33.5,Land,Rover Range Rover Evoque 2.0 TD4 Pure
Chennai,2011,Diesel,Manual,Second,20.0,1399,5,2.25,Ford,Figo Diesel EXI
Hyderabad,2008,Diesel,Automatic,Second,12.8,2953,7,4.24,Ford,Endeavour Hurricane Limited Edition
Coimbatore,2017,Diesel,Manual,First,12.55,2982,7,28.42,Toyota,Fortuner 4x4 MT
Kolkata,2012,Diesel,Manual,First,22.07,1199,5,2.75,Volkswagen,Polo Diesel Comfortline 1.2L
Jaipur,2011,Diesel,Manual,First,23.2,1248,5,3.0,Maruti,Ritz VDi
Pune,2013,Diesel,Manual,First,23.08,1461,5,3.55,Nissan,Micra Diesel XV Premium
Kolkata,2013,Diesel,Manual,First,22.32,1582,5,4.8,Hyundai,Verna 1.6 SX
Kolkata,2011,Petrol,Automatic,First,10.8,2497,5,13.5,BMW,5 Series 2003-2012 523i
Pune,2017,Diesel,Automatic,First,11.0,2987,7,56.0,Mercedes-Benz,GLS 350d 4MATIC
Hyderabad,2004,Petrol,Automatic,First,12.0,2354,5,3.99,Honda,CR-V 2.4L 4WD AT
Bangalore,2016,Diesel,Automatic,First,17.01,1582,5,15.5,Hyundai,Creta 1.6 CRDi AT SX Plus
Jaipur,2010,Petrol,Manual,Second,19.81,1086,5,2.32,Hyundai,i10 Era
Kochi,2016,Diesel,Automatic,First,20.0,2143,5,18.58,Mercedes-Benz,A Class A200 CDI Sport
Jaipur,2014,Petrol,Manual,First,16.02,1373,7,5.5,Maruti,Ertiga VXI
Chennai,2006,Diesel,Manual,Second,18.7,1896,5,3.2,Skoda,Octavia Classic 1.9 TDI MT
Pune,2015,Petrol,Manual,First,18.0,1198,5,4.0,Honda,Amaze VX i-Vtech
Chennai,2004,Petrol,Manual,First,17.3,993,5,1.6,Maruti,Zen LXi BSII
Kochi,2013,Petrol,Manual,First,15.5,1586,5,4.15,Maruti,SX4 ZXI MT BSIV
Mumbai,2014,Petrol,Automatic,First,16.5,1198,5,4.25,Honda,Brio VX AT
Ahmedabad,2011,Petrol,Manual,First,18.9,998,5,2.6,Maruti,Wagon R VXI
Mumbai,2008,Petrol,Automatic,Second,12.1,2362,5,3.43,Toyota,Camry A/T
Kochi,2012,Petrol,Manual,First,18.6,1199,5,2.55,Chevrolet,Beat LS
Delhi,2017,Diesel,Automatic,First,12.55,2982,7,32.0,Toyota,Fortuner 4x4 AT
Mumbai,2014,Diesel,Manual,First,22.7,1498,5,6.25,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Hyderabad,2010,Diesel,Manual,Second,17.8,1248,5,3.6,Maruti,Swift Vdi BSIII
Pune,2010,Diesel,Automatic,First,13.5,2987,5,18.5,Mercedes-Benz,S Class 2005 2013 S 350 CDI
Mumbai,2015,Petrol,Manual,Second,17.3,1497,7,4.25,Honda,Mobilio S i VTEC
Mumbai,2017,Petrol,Manual,Second,18.9,1197,5,4.8,Hyundai,Grand i10 Sportz
Bangalore,2015,Diesel,Automatic,First,16.0,2179,7,13.0,Mahindra,XUV500 AT W8 FWD
Pune,2012,Petrol,Manual,Second,14.83,1598,5,2.25,Skoda,Fabia 1.6 MPI Elegance
Hyderabad,2009,Petrol,Manual,First,17.92,1086,5,2.3,Hyundai,Santro Xing GLS
Kochi,2019,Petrol,Manual,First,15.29,1591,5,13.56,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol
Delhi,2017,Diesel,Manual,First,15.4,1997,7,12.25,Mahindra,Scorpio 1.99 S8
Pune,2013,Diesel,Manual,First,20.5,1598,5,3.76,Skoda,Rapid 1.6 TDI Ambition
Coimbatore,2015,Diesel,Manual,First,19.01,1461,5,8.58,Renault,Duster 110PS Diesel RxZ
Hyderabad,2011,Diesel,Automatic,First,11.7,2993,5,27.5,BMW,X5 xDrive 30d
Coimbatore,2013,Petrol,Manual,First,17.6,1496,5,4.95,Toyota,Etios G
Ahmedabad,2012,Petrol,Manual,First,22.5,998,5,3.3,Maruti,Wagon R LXI
Chennai,2016,Petrol,Manual,First,15.8,1591,5,8.0,Hyundai,Creta 1.6 SX
Jaipur,2014,Petrol,Manual,First,23.1,998,5,2.79,Maruti,Celerio VXI
Coimbatore,2017,Diesel,Automatic,First,12.7,2179,5,45.64,Land,Rover Range Rover HSE Dynamic
Pune,2014,Petrol,Manual,First,18.6,1199,5,2.55,Chevrolet,Beat LT
Ahmedabad,2014,Petrol,Manual,Second,25.4,624,4,1.0,Tata,Nano Twist XT
Coimbatore,2017,Diesel,Automatic,First,17.68,1968,5,37.56,Audi,A6 2011-2015 35 TDI Technology
Kochi,2009,Diesel,Automatic,Second,11.0,2987,5,9.29,Mercedes-Benz,E-Class 280 CDI
Kochi,2019,Petrol,Manual,First,22.0,1197,5,6.37,Maruti,Swift VXI
Coimbatore,2013,Petrol,Manual,First,14.6,1368,5,2.98,Fiat,Linea T Jet
Kochi,2017,Petrol,Manual,First,20.4,1197,5,5.75,Maruti,Swift VXI Optional
Hyderabad,2010,Diesel,Manual,First,11.5,2982,7,13.0,Toyota,Fortuner 3.0 Diesel
Mumbai,2014,Petrol,Manual,First,16.02,1373,7,6.8,Maruti,Ertiga ZXI
Coimbatore,2010,Petrol,Automatic,First,12.05,1995,5,10.49,BMW,3 Series 320i Sedan
Jaipur,2014,Petrol,Manual,First,16.02,1373,7,5.6,Maruti,Ertiga VXI
Mumbai,2010,Petrol,Automatic,Second,16.8,1497,5,2.85,Honda,City 1.5 V AT
Coimbatore,2013,Diesel,Manual,First,14.66,2199,7,8.36,Hyundai,Santa Fe 4X4
