Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Performance_Index,Economy_Index
Kochi,Petrol,Manual,First,21.4,5,7.5,Maruti,Baleno Alpha,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Delhi,Diesel,Manual,First,22.32,5,4.6,Hyundai,Verna 1.6 SX,1,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Kochi,Petrol,Manual,First,19.81,5,4.04,Hyundai,i10 Magna 1.1,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kochi,Diesel,Manual,First,15.4,7,10.31,Mahindra,Scorpio 1.99 S10 4WD,1,3,1,0.060090135172714,239.64,5.138471805138472
Coimbatore,Diesel,Automatic,First,12.7,5,55.76,Land,Rover Range Rover 2.2L Dynamic,0,3,3,0.08614043135101403,408.9983,3.994966970745517
Chennai,Diesel,Manual,First,20.0,5,2.6,Ford,Figo Diesel ZXI,2,1,0,0.04860614721329081,95.132,8.336807002917881
Mumbai,Diesel,Manual,First,25.47,7,8.5,Maruti,Ertiga ZDI,0,1,1,0.07091346148163985,110.448,11.330071174377222
Kolkata,Diesel,Manual,First,25.8,5,3.5,Honda,Amaze S i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Jaipur,Petrol,Manual,First,20.36,5,3.55,Hyundai,i10 Magna,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Kolkata,Diesel,Manual,First,25.8,5,3.25,Honda,Amaze S i-Dtech,0,2,1,0.06582109474911808,147.7028,10.32826261008807
Hyderabad,Diesel,Manual,First,17.5,5,4.5,Skoda,Laura Ambiente,2,3,1,0.05590717296629368,200.976,6.042817679558011
Delhi,Diesel,Manual,First,19.87,5,5.35,Renault,Duster 85PS Diesel RxL,1,2,1,0.057357973951158124,122.43180000000001,8.073953677366923
Chennai,Diesel,Manual,Second,17.45,7,6.5,Mahindra,NuvoSport N6,0,2,1,0.06697923639184243,149.3,6.9995988768551936
Mumbai,Diesel,Manual,First,24.3,5,9.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,0,1,1,0.07091346148163985,110.448,10.809608540925266
Kochi,Petrol,Manual,First,18.6,5,6.0,Hyundai,i20 Asta Option 1.2,1,1,1,0.0683625730423036,97.95051,8.466090122894856
Jaipur,Petrol,Manual,First,14.7,5,2.75,Skoda,Fabia 1.4 MPI Ambiente,1,1,1,0.06115107909269706,118.15,6.150627615062762
Pune,Petrol,Manual,First,15.64,5,1.5,Tata,Indigo eCS GLX,1,1,0,0.053730092159488596,76.47129999999999,7.131782945736434
Delhi,Diesel,Automatic,First,15.73,5,19.9,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,1,3,3,0.0885823170281594,343.08144,5.299865229110512
Mumbai,Petrol,Automatic,First,14.7,5,10.0,Skoda,Octavia Elegance 1.8 TSI AT,1,2,3,0.09872080083497174,319.145,5.253752680486061
Delhi,Diesel,Manual,First,23.59,5,3.0,Toyota,Etios Liva GD SP,2,1,0,0.04916422283785614,91.46983999999999,9.978849407783418
Kochi,Petrol,Automatic,First,14.8,5,11.96,Mercedes-Benz,B Class B180,0,2,1,0.07567398114377806,192.5165,5.703275529865126
Kolkata,Diesel,Manual,First,27.4,5,3.25,Honda,Amaze S Diesel,0,2,1,0.06582109474911808,147.7028,10.968775020016011
Jaipur,Diesel,Manual,Second,22.32,5,4.75,Hyundai,Verna 1.6 SX,2,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Mumbai,Diesel,Manual,First,20.46,5,5.95,Renault,Duster 85PS Diesel RxL Optional,0,2,1,0.057357973951158124,122.43180000000001,8.313693620479478
Delhi,Petrol,Manual,Second,15.29,5,8.15,Hyundai,Creta 1.6 VTVT S,0,2,1,0.07624135758878607,192.98829999999998,5.901196449247394
Mumbai,Petrol,Automatic,First,20.51,5,4.22,Maruti,Wagon R AMT VXI,0,0,0,0.06713426846980534,66.866,10.265265265265267
Kolkata,Petrol,Automatic,First,11.74,5,10.5,Mercedes-Benz,New C-Class C250 Avantgarde,0,2,3,0.10356347432986443,334.056,4.198855507868384
Delhi,Diesel,Automatic,First,11.8,5,45.0,Audi,A8 L 3.0 TDI quattro,1,5,4,0.08314796087524504,731.9589,2.974539954625662
Pune,Petrol,Manual,Second,19.81,5,2.9,Hyundai,i10 Magna 1.1,0,1,0,0.06266114174708919,73.9023,9.49664429530201
Mumbai,Petrol,Automatic,First,14.3,5,8.9,Skoda,Rapid 1.6 MPI AT Style Black Package,0,2,1,0.06478097617973655,165.42496,5.504234026173981
Hyderabad,Petrol,Automatic,First,14.67,5,26.0,Skoda,Superb Style 1.8 TSI AT,0,2,3,0.09869855389393851,319.07308,5.243030736240171
Coimbatore,Petrol,Manual,First,17.19,5,8.22,Hyundai,i20 Active 1.2 SX,0,1,1,0.06838763569892427,97.98642,7.82430587164315
Kolkata,Diesel,Manual,Second,25.8,5,3.5,Honda,Amaze VX i-DTEC,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Chennai,Petrol,Manual,Second,18.9,5,1.25,Maruti,Wagon R LXI,1,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Hyderabad,Diesel,Manual,First,21.03,5,3.7,Mahindra,Verito 1.5 D4 BSIV,2,2,0,0.04449007526044484,94.965,8.545306785859406
Coimbatore,Diesel,Automatic,First,19.27,5,39.41,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,0,3,2,0.0782174521333563,359.20966000000004,6.13108495068406
Kolkata,Petrol,Manual,First,22.5,5,2.65,Maruti,Wagon R VXI,0,0,0,0.06717434863008583,66.90592000000001,11.261261261261263
Coimbatore,Diesel,Manual,Second,19.01,5,8.92,Nissan,Terrano XV Premium 110 PS Anniversary Edition,0,2,1,0.07426420255012717,158.5185,7.724502234863876
Delhi,Diesel,Manual,First,17.8,5,4.1,Maruti,Swift VDI BSIV,0,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Kochi,Petrol,Automatic,First,16.82,4,35.67,Mini,Cooper Convertible S,0,3,3,0.09463463458726995,377.78184000000005,5.610406937958639
Jaipur,Diesel,Manual,Second,17.2,5,0.85,Tata,Indica V2 DLS BSII,3,1,0,0.03832378220750445,74.686,7.178631051752921
Kochi,Petrol,Manual,Second,18.6,5,3.32,Chevrolet,Beat LT,1,1,0,0.06405337776142336,92.08319999999999,8.458390177353344
Mumbai,Diesel,Manual,First,22.07,5,3.6,Volkswagen,Polo Diesel Comfortline 1.2L,0,1,0,0.061634695528244625,88.60610000000001,10.03638017280582
Hyderabad,Diesel,Manual,First,22.9,5,6.8,Maruti,Swift ZDi,1,1,0,0.059294871747359874,92.352,10.186832740213521
Kolkata,Diesel,Manual,First,20.0,5,2.5,Ford,Figo Diesel EXI,0,1,0,0.04864188702741823,95.20195,8.336807002917881
Kochi,Diesel,Automatic,First,11.36,7,19.64,Toyota,Innova Crysta 2.8 GX AT,0,5,2,0.062250453697912725,472.4825,3.025299600532623
Mumbai,Diesel,Automatic,Second,11.72,7,7.0,Hyundai,Santa Fe 4x4 AT,1,3,3,0.0883583446619562,427.26570000000004,3.6636448890278213
Kolkata,Petrol,Manual,First,17.4,5,3.87,Honda,City i-VTEC V,0,2,1,0.07835671337451121,175.59810000000002,6.96836203444133
Kochi,Petrol,Manual,First,18.6,5,6.27,Hyundai,i20 1.2 Magna Executive,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Kochi,Diesel,Automatic,First,19.27,5,18.12,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,1,3,2,0.0782174521333563,359.20966000000004,6.13108495068406
Mumbai,Diesel,Manual,First,25.44,5,2.65,Chevrolet,Beat Diesel LT,1,0,0,0.06153846147271532,53.913599999999995,13.140495867768598
Kochi,Diesel,Manual,First,22.54,5,7.2,Hyundai,i20 Sportz 1.4 CRDi,1,1,1,0.06356017187424057,123.86708,9.407345575959933
Coimbatore,Diesel,Manual,First,12.99,7,14.3,Toyota,Innova 2.5 Z Diesel 7 Seater,2,4,1,0.040336808323842496,250.8964,3.7178019461934744
Chennai,Diesel,Manual,First,20.77,7,6.9,Maruti,Ertiga VDI,1,1,1,0.07112179481480625,110.77248000000002,9.239323843416368
Mumbai,Diesel,Manual,First,12.8,7,10.75,Toyota,Innova 2.5 V Diesel 7-seater,2,4,1,0.040898155556977484,254.388,3.6634230108757873
Mumbai,Petrol,Manual,Third,17.0,5,0.95,Hyundai,Santro Xing XO eRLX Euro II,1,1,1,0.10430653188643048,123.01870659400547,8.149568552253115
Kochi,Petrol,Manual,First,17.8,5,8.09,Honda,City i VTEC V,0,2,1,0.07835671337451121,175.59810000000002,7.128554265118143
Ahmedabad,Diesel,Automatic,First,17.05,5,18.5,BMW,X1 sDrive20d,1,3,3,0.09223057639487188,367.08,5.692821368948247
Mumbai,Diesel,Manual,First,24.0,5,4.75,Hyundai,Grand i10 CRDi Era,0,1,0,0.06249999994419642,78.4,11.320754716981131
Chennai,Diesel,Manual,First,28.09,5,8.45,Maruti,Ciaz 1.3 Alpha,0,1,1,0.07091346148163985,110.448,12.495551601423486
Kolkata,Diesel,Manual,First,20.5,5,3.5,Skoda,Rapid Leisure 1.6 TDI MT,1,2,1,0.064831038757928,165.5528,7.890685142417244
Kochi,Diesel,Manual,First,13.1,5,1.8,Hyundai,Accent CRDi,3,2,1,0.0549229738413108,122.426,5.254713196951464
Jaipur,Diesel,Manual,Second,19.91,5,3.7,Volkswagen,Polo GT 1.5 TDI,1,2,1,0.06915887845850541,155.19279999999998,7.970376301040831
Coimbatore,Petrol,Manual,First,18.7,5,7.17,Honda,Jazz 1.2 VX i VTEC,0,1,1,0.07397831520101891,106.35130000000001,8.503865393360618
Jaipur,Petrol,Manual,First,19.81,5,1.75,Hyundai,i10 Era,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kochi,Diesel,Automatic,First,16.38,5,21.99,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,1,3,3,0.09172932326229107,365.085,5.469115191986644
Pune,Diesel,Manual,First,13.68,7,18.65,Toyota,Innova Crysta 2.4 ZX MT,0,4,2,0.06176347678154473,353.6854,4.031830238726791
Jaipur,Petrol,Manual,Third,19.7,5,1.85,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,0,0,0,0.04396984919099265,27.86,10.96881959910913
Coimbatore,Petrol,Manual,Second,20.4,5,5.95,Maruti,Swift VXI BSIV,0,1,1,0.06833751038568293,97.9146,9.28538916704597
Mumbai,Petrol,Manual,First,18.9,5,3.75,Hyundai,Grand i10 Magna,0,1,1,0.06850459476315406,98.154,8.602639963586709
Pune,Diesel,Manual,First,22.9,5,3.75,Maruti,Swift VDI,2,1,0,0.059294871747359874,92.352,10.186832740213521
Hyderabad,Diesel,Manual,First,22.0,5,2.6,Hyundai,Verna CRDi 1.6 SX,2,2,1,0.07977243989900604,199.64839999999998,8.520526723470178
Mumbai,Petrol,Manual,First,17.0,5,2.8,Hyundai,i20 1.2 Sportz,1,1,0,0.06683375098844298,95.76,7.737824305871643
Coimbatore,Diesel,Automatic,First,11.57,5,61.29,Mercedes-Benz,GLE 350d,0,5,4,0.08529963170897234,761.05773,2.9019312766491097
Bangalore,Diesel,Manual,Second,15.8,5,18.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,1,3,2,0.07914338916240997,365.16,5.019059720457434
Hyderabad,Diesel,Manual,First,23.2,5,4.35,Maruti,Ritz ZDi,1,1,0,0.05924679482432147,92.27712,10.320284697508896
Bangalore,Diesel,Manual,First,19.67,5,13.75,Hyundai,Creta 1.6 CRDi SX,0,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Pune,Petrol,Manual,First,19.0,5,2.0,Maruti,A-Star Vxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Delhi,Diesel,Manual,First,19.64,5,10.0,Renault,Duster 110PS Diesel RXZ Option,0,2,1,0.07422997941531144,158.44545000000002,7.980495733441689
Delhi,Diesel,Manual,First,17.8,5,1.65,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),2,1,0,0.060897435848639866,94.848,7.918149466192171
Coimbatore,Diesel,Automatic,First,16.55,5,45.77,BMW,X3 xDrive30d M Sport,1,5,4,0.08620113595516167,772.194,4.144753318307037
Bangalore,Petrol,Manual,Second,20.36,5,3.25,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Pune,Diesel,Manual,First,12.8,7,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater,0,4,1,0.040898155556977484,254.388,3.6634230108757873
Mumbai,Petrol,Manual,Third,17.3,5,0.55,Maruti,Zen VXI BSII,1,0,0,0.06042296066422662,59.58,8.680381334671349
Hyderabad,Diesel,Manual,First,28.4,5,7.15,Maruti,Swift VDI,0,1,0,0.059294871747359874,92.352,12.633451957295371
Pune,Diesel,Manual,Second,12.05,8,7.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,2,3,1,0.05507113352222527,261.48,3.7905001572821644
Pune,Diesel,Manual,First,22.95,5,3.75,Tata,Zest Quadrajet 1.3 75PS XE,2,1,0,0.059294871747359874,92.352,10.209074733096084
Mumbai,Petrol,Manual,First,18.88,5,8.5,Ford,EcoSport 1.0 Ecoboost Titanium Plus,0,0,1,0.12336336323987651,123.11676,9.444722361180588
Jaipur,Diesel,Manual,First,23.4,5,4.35,Maruti,Swift Dzire ZDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Kochi,Petrol,Manual,First,22.74,5,3.26,Maruti,Alto 800 LXI,0,0,0,0.059422110478112924,37.6508,12.661469933184854
Jaipur,Petrol,Manual,First,17.0,5,4.21,Honda,City 1.5 S MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Kochi,Diesel,Automatic,First,12.07,7,70.36,Audi,Q7 3.0 TDI Quattro Technology,0,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Mumbai,Diesel,Automatic,Second,17.0,5,2.95,Skoda,Laura 1.9 TDI AT Ambiente,0,3,1,0.05537974680623431,199.08,5.870165745856354
Kochi,Petrol,Manual,First,17.1,5,4.28,Hyundai,Verna 1.6 SX VTVT (O),1,2,1,0.07624135758878607,192.98829999999998,6.5997684291779235
Jaipur,Petrol,Automatic,First,16.8,5,3.57,Honda,City 1.5 V AT,1,2,1,0.07882431524460633,176.646,6.728073688426112
Kolkata,Diesel,Manual,First,21.9,5,3.11,Hyundai,i20 Magna Optional 1.4 CRDi,0,1,1,0.06361031514068029,123.9648,9.140233722871452
Coimbatore,Petrol,Automatic,First,15.0,5,5.96,Hyundai,i20 Sportz AT 1.4,0,1,1,0.07063037244224184,137.6456,6.260434056761269
Hyderabad,Diesel,Manual,First,20.54,5,4.7,Volkswagen,Vento Diesel Highline,1,2,1,0.064831038757928,165.5528,7.906081601231716
Ahmedabad,Petrol,Manual,First,17.4,5,6.9,Honda,City i VTEC VX,0,2,1,0.07835671337451121,175.59810000000002,6.96836203444133
Pune,Diesel,Manual,First,22.95,5,5.25,Tata,Zest Quadrajet 1.3 75PS XE,0,1,0,0.059294871747359874,92.352,10.209074733096084
Pune,Diesel,Automatic,First,18.48,5,28.0,BMW,5 Series 2003-2012 520d,1,3,3,0.08872180446680611,353.115,6.170283806343907
Delhi,Petrol,Manual,First,18.9,5,1.35,Maruti,Wagon R LXI Minor,1,1,0,0.06314797355028466,71.087,9.170305676855895
Delhi,Petrol,Manual,First,18.2,5,4.85,Honda,Jazz VX,1,1,1,0.07397831520101891,106.35130000000001,8.27648931332424
Coimbatore,Diesel,Manual,First,15.0,5,6.7,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,1,3,1,0.05537974680623431,199.08,5.179558011049724
Hyderabad,Petrol,Manual,First,20.36,5,3.1,Hyundai,i10 Magna 1.2,1,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Kochi,Diesel,Automatic,First,19.27,5,18.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,1,3,2,0.07932804475999625,364.31,6.13108495068406
Pune,Petrol,Manual,First,20.36,5,2.8,Hyundai,i10 Magna 1.2 iTech SE,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Chennai,Diesel,Manual,First,13.68,7,20.25,Toyota,Innova Crysta 2.4 ZX MT,0,4,2,0.06176347678154473,353.6854,4.031830238726791
Kochi,Diesel,Automatic,First,17.68,5,26.78,Audi,A6 2011-2015 2.0 TDI Technology,0,3,3,0.0885823170281594,343.08144,5.9568733153638815
Hyderabad,Diesel,Manual,Second,12.99,7,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater,2,4,1,0.040336808323842496,250.8964,3.7178019461934744
Mumbai,Petrol,Manual,First,16.47,5,3.89,Volkswagen,Polo Petrol Trendline 1.2L,0,1,0,0.061686143521130096,88.53220000000002,7.4931756141947226
Hyderabad,Petrol,Manual,First,20.92,5,2.1,Maruti,Alto K10 LXI,1,0,0,0.06723446887050653,66.96579999999999,10.470470470470472
Mumbai,Petrol,Automatic,First,18.0,5,12.69,Honda,City i-VTEC CVT ZX,0,2,1,0.07835671337451121,175.59810000000002,7.2086503804565485
Coimbatore,Diesel,Manual,First,17.0,5,2.58,Tata,Indigo LX,1,1,0,0.04982206402147896,98.35,7.068607068607068
Kochi,Diesel,Automatic,First,17.68,5,20.77,Audi,A6 2011-2015 2.0 TDI Premium Plus,1,3,3,0.0885823170281594,343.08144,5.9568733153638815
Delhi,Diesel,Automatic,First,17.9,5,20.26,Mercedes-Benz,GLA Class 200 CDI SPORT,0,3,2,0.063462435807997,291.448,5.695195672923958
Kolkata,Diesel,Manual,First,17.8,5,2.5,Maruti,Swift VDI BSIV,1,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Hyderabad,Petrol,Automatic,First,23.1,5,4.25,Maruti,Celerio VXI AT,1,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Hyderabad,Diesel,Automatic,First,17.9,5,57.0,Mercedes-Benz,GLE 250d,0,3,3,0.09386374237337204,431.06445,5.695195672923958
Delhi,Diesel,Automatic,First,12.7,5,44.0,Land,Rover Range Rover HSE Dynamic,0,3,3,0.08614043135101403,408.9983,3.994966970745517
Hyderabad,Diesel,Manual,First,20.54,5,3.65,Volkswagen,Vento Diesel Trendline,2,2,1,0.064831038757928,165.5528,7.906081601231716
Hyderabad,Petrol,Manual,First,14.0,5,2.05,Maruti,Omni 8 Seater BSIV,1,0,0,0.04396984919099265,27.86,7.795100222717149
Kochi,Petrol,Manual,First,18.5,5,3.13,Honda,Brio 1.2 VX MT,1,1,1,0.0724540900897712,103.98639999999999,8.416742493175615
Hyderabad,Diesel,Manual,Second,14.07,7,1.5,Tata,Sumo Delux,3,5,1,0.028112313928243465,245.64359999999996,3.5566228513650153
Pune,Diesel,Manual,First,18.0,5,2.85,Tata,Indica Vista Aura 1.3 Quadrajet,1,1,0,0.060096153797999874,93.6,8.00711743772242
Delhi,Petrol,Manual,First,18.9,5,2.65,Maruti,Wagon R LXI BS IV,1,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Hyderabad,Diesel,Manual,First,16.0,7,10.6,Mahindra,XUV500 W8 4WD,1,3,2,0.06424965577592949,305.06,5.033029254482542
Pune,Diesel,Manual,Second,17.1,5,1.25,Tata,Indigo LS Dicor,2,1,0,0.05014326643972545,97.72,7.136894824707847
Mumbai,Petrol,Manual,First,16.02,7,8.25,Maruti,Ertiga Paseo VXI,0,1,1,0.0682447195424292,128.6501,6.75094816687737
Mumbai,Petrol,Automatic,First,11.7,5,4.45,Honda,Accord 2.4 A/T,1,4,3,0.07544604924577483,418.07039999999995,3.4883720930232553
Kolkata,Diesel,Manual,First,19.3,5,3.7,Maruti,Swift Dzire VDi,0,1,0,0.059214743542295875,92.22720000000001,8.585409252669038
Hyderabad,Diesel,Manual,First,17.8,5,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd,3,1,0,0.04860614721329081,95.132,7.419758232596915
Kolkata,Petrol,Manual,First,17.7,5,1.8,Honda,City ZX GXi,0,2,0,0.052104208382027915,116.766,7.088506207448939
Kochi,Diesel,Automatic,First,17.68,5,21.95,Audi,A6 2011-2015 2.0 TDI Premium Plus,1,3,3,0.0885823170281594,343.08144,5.9568733153638815
Mumbai,Diesel,Automatic,First,9.52,4,49.0,BMW,6 Series 640d Gran Coupe,0,5,5,0.10457734710839381,936.809,2.384172301527673
Coimbatore,Diesel,Automatic,First,14.75,7,62.67,Audi,Q7 45 TDI Quattro Technology,1,5,4,0.08257499154614932,726.915,3.718174943282077
Pune,CNG,Manual,First,26.3,5,1.4,Maruti,Zen Estilo LXI Green (CNG),0,0,0,0.06723446887050653,66.96579999999999,13.163163163163164
Pune,Diesel,Manual,First,23.0,5,5.5,Hyundai,i20 1.4 CRDi Asta,1,1,1,0.06446991399393272,125.64,9.599332220367279
Bangalore,Petrol,Automatic,Third,16.95,5,2.95,Hyundai,i10 Sportz AT,0,1,0,0.06591478691235189,94.44330000000001,7.715065999089667
Kochi,Petrol,Automatic,First,19.0,5,6.86,Honda,Jazz 1.2 V CVT i VTEC,0,1,1,0.07397831520101891,106.35130000000001,8.640291041382447
Hyderabad,Diesel,Manual,First,25.2,5,6.15,Maruti,Swift VDI BSIV,1,1,0,0.059294871747359874,92.352,11.209964412811386
Pune,Petrol,Manual,Second,18.5,5,3.3,Hyundai,i20 Asta 1.2,1,1,1,0.06921470336740625,99.17145,8.420573509330906
Kolkata,Petrol,Manual,First,16.47,5,2.55,Volkswagen,Polo Petrol Comfortline 1.2L,0,1,0,0.061686143521130096,88.53220000000002,7.4931756141947226
Ahmedabad,Petrol,Manual,First,19.7,5,1.5,Maruti,Alto LXi,0,0,0,0.05816582907265599,36.8548,10.96881959910913
Chennai,Petrol,Automatic,Second,11.3,5,2.5,Toyota,Corolla H4,2,2,1,0.06967670007264398,224.25,4.0443808160343595
Chennai,Petrol,Manual,Second,19.7,5,1.4,Maruti,Alto LXi,1,0,0,0.05816582907265599,36.8548,10.96881959910913
Pune,Diesel,Manual,First,21.12,5,3.4,Tata,Manza ELAN Quadrajet BS IV,1,1,1,0.07115384609683184,110.82239999999999,9.395017793594306
Pune,Petrol,Manual,First,19.7,5,2.25,Maruti,Alto LXi,0,0,0,0.05816582907265599,36.8548,10.96881959910913
Kolkata,Diesel,Automatic,First,19.3,5,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT,5,3,2,0.07164634142700897,277.488,6.502695417789758
Kolkata,Petrol,Automatic,First,11.3,5,2.8,Toyota,Corolla H4,1,2,1,0.06967670007264398,224.25,4.0443808160343595
Coimbatore,Petrol,Manual,First,18.6,5,7.66,Hyundai,i20 Asta Option 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Chennai,Diesel,Manual,First,24.3,5,7.15,Maruti,Vitara Brezza LDi,0,1,1,0.07091346148163985,110.448,10.809608540925266
Delhi,Petrol,Manual,First,17.0,5,3.5,Honda,City 1.5 V MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Hyderabad,Diesel,Manual,Second,18.0,5,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet,2,1,0,0.060096153797999874,93.6,8.00711743772242
Kolkata,Diesel,Manual,First,25.8,5,3.45,Honda,Amaze S i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Coimbatore,Petrol,Manual,First,21.1,5,3.55,Hyundai,EON D Lite Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Kochi,Diesel,Automatic,Second,21.76,5,25.99,BMW,3 Series Luxury Line,0,3,3,0.09523809519035684,379.05,7.265442404006678
Bangalore,Diesel,Manual,First,22.32,5,5.25,Hyundai,Verna 1.6 SX,1,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Ahmedabad,Diesel,Manual,First,21.02,5,2.9,Tata,Manza Club Class Quadrajet90 LS,0,1,1,0.07115384609683184,110.82239999999999,9.35053380782918
Jaipur,Petrol,Automatic,First,14.45,5,2.05,Skoda,Octavia RS,1,3,4,0.11441532252297615,450.368,4.842493297587131
Pune,Petrol,Manual,First,24.07,5,3.75,Maruti,Alto K10 VXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Mumbai,Diesel,Manual,First,22.7,5,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,1,2,1,0.059973297690271495,134.58032,9.08726981585268
Kolkata,Petrol,Manual,Second,18.0,5,0.95,Chevrolet,Spark 1.0 LS,0,0,0,0.06231155772632004,61.69,9.022556390977442
Hyderabad,Diesel,Automatic,First,19.33,5,52.0,Jaguar,XF 2.0 Diesel Portfolio,0,3,3,0.08854427209177375,353.823,6.445481827275758
Jaipur,Petrol,Manual,Third,13.1,5,3.91,Honda,CR-V RVi MT,2,3,2,0.07065598394058288,281.7767,4.371037704371038
Kochi,Petrol,Automatic,First,14.67,5,27.3,Skoda,Superb L&K 1.8 TSI AT,0,2,3,0.09869855389393851,319.07308,5.243030736240171
Chennai,Petrol,Manual,First,20.36,5,2.7,Hyundai,i10 Magna 1.2,5,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Delhi,Diesel,Manual,First,22.9,5,3.5,Maruti,Swift LDI,1,1,0,0.059294871747359874,92.352,10.186832740213521
Mumbai,Petrol,Automatic,First,18.5,5,6.2,Maruti,Swift Dzire VXi AT,0,1,1,0.06945697571473937,99.51858,8.420573509330906
Chennai,Diesel,Manual,First,23.08,5,2.75,Nissan,Micra Diesel XV,1,2,0,0.04318959613744723,92.18910000000001,9.378301503453878
Mumbai,Diesel,Manual,First,23.4,5,3.25,Maruti,Swift Dzire Tour LDI,2,1,0,0.059294871747359874,92.352,10.409252669039144
Pune,Diesel,Manual,First,17.8,5,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI,1,1,0,0.04789135093074242,93.733,7.419758232596915
Kolkata,Petrol,Manual,First,17.3,5,0.65,Maruti,Zen LX,1,0,0,0.06042296066422662,59.58,8.680381334671349
Pune,Petrol,Manual,First,13.8,5,35.0,Mini,Clubman Cooper S,0,3,3,0.09609609604799994,383.616,4.603068712474983
Kolkata,Diesel,Manual,First,23.59,5,3.25,Toyota,Etios GD,0,1,0,0.04915689145956239,91.4562,9.978849407783418
Kolkata,Petrol,Manual,First,24.7,5,2.9,Maruti,Alto 800 2016-2019 LXI,0,0,0,0.059422110478112924,37.6508,13.752783964365255
Bangalore,Petrol,Manual,Third,18.9,5,2.9,Maruti,Alto VXi,0,0,0,0.059045226056475844,37.412,10.523385300668151
Bangalore,Diesel,Automatic,Second,11.0,5,17.75,BMW,X5 3.0d,1,5,4,0.07851653856381005,703.355,2.7548209366391183
Mumbai,Petrol,Automatic,Second,11.07,5,8.25,Nissan,Teana XV,1,4,3,0.07191506407375198,448.032,3.166475972540046
