Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Jaipur,2009,87459,Petrol,Manual,First,14.7,1390,85.0,5,2.75,Skoda,Fabia 1.4 MPI Ambiente,17,5144.64705882353
Pune,2010,70500,Petrol,Manual,First,15.64,1193,64.1,5,1.5,Tata,Indigo eCS GLX,16,4406.25
Delhi,2015,64103,Diesel,Automatic,First,15.73,1968,174.33,5,19.9,Audi,Q3 2012-2015 35 TDI Quattro Premium Plus,11,5827.545454545455
Mumbai,2014,76000,Petrol,Automatic,First,14.7,1798,177.5,5,10.0,Skoda,Octavia Elegance 1.8 TSI AT,12,6333.333333333333
Delhi,2014,104000,Diesel,Manual,First,23.59,1364,67.06,5,3.0,Toyota,Etios Liva GD SP,12,8666.666666666666
Kochi,2014,37245,Petrol,Automatic,First,14.8,1595,120.7,5,11.96,Mercedes-Benz,B Class B180,12,3103.75
Kolkata,2013,45000,Diesel,Manual,First,27.4,1498,98.6,5,3.25,Honda,Amaze S Diesel,13,3461.5384615384614
Jaipur,2012,117837,Diesel,Manual,Second,22.32,1582,126.32,5,4.75,Hyundai,Verna 1.6 SX,14,8416.92857142857
Mumbai,2014,30000,Diesel,Manual,First,20.46,1461,83.8,5,5.95,Renault,Duster 85PS Diesel RxL Optional,12,2500.0
Delhi,2015,27057,Petrol,Manual,Second,15.29,1591,121.3,5,8.15,Hyundai,Creta 1.6 VTVT S,11,2459.7272727272725
Mumbai,2016,8500,Petrol,Automatic,First,20.51,998,67.0,5,4.22,Maruti,Wagon R AMT VXI,10,850.0
Kolkata,2010,30500,Petrol,Automatic,First,11.74,1796,186.0,5,10.5,Mercedes-Benz,New C-Class C250 Avantgarde,16,1906.25
Delhi,2012,56000,Diesel,Automatic,First,11.8,2967,246.7,5,45.0,Audi,A8 L 3.0 TDI quattro,14,4000.0
Pune,2012,44000,Petrol,Manual,Second,19.81,1086,68.05,5,2.9,Hyundai,i10 Magna 1.1,14,3142.8571428571427
Mumbai,2017,10500,Petrol,Automatic,First,14.3,1598,103.52,5,8.9,Skoda,Rapid 1.6 MPI AT Style Black Package,9,1166.6666666666667
Hyderabad,2017,26000,Petrol,Automatic,First,14.67,1798,177.46,5,26.0,Skoda,Superb Style 1.8 TSI AT,9,2888.8888888888887
Coimbatore,2018,25166,Petrol,Manual,First,17.19,1197,81.86,5,8.22,Hyundai,i20 Active 1.2 SX,8,3145.75
Kolkata,2014,64000,Diesel,Manual,Second,25.8,1498,98.6,5,3.5,Honda,Amaze VX i-DTEC,12,5333.333333333333
Chennai,2004,61000,Petrol,Manual,Second,18.9,998,67.1,5,1.25,Maruti,Wagon R LXI,22,2772.7272727272725
Hyderabad,2013,107000,Diesel,Manual,First,21.03,1461,65.0,5,3.7,Mahindra,Verito 1.5 D4 BSIV,13,8230.76923076923
Coimbatore,2018,29161,Diesel,Automatic,First,19.27,2143,167.62,5,39.41,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,8,3645.125
Kolkata,2013,32000,Petrol,Manual,First,22.5,998,67.04,5,2.65,Maruti,Wagon R VXI,13,2461.5384615384614
Coimbatore,2015,46173,Diesel,Manual,Second,19.01,1461,108.5,5,8.92,Nissan,Terrano XV Premium 110 PS Anniversary Edition,11,4197.545454545455
Delhi,2013,47000,Diesel,Manual,First,17.8,1248,113.27689373297004,5,4.1,Maruti,Swift VDI BSIV,13,3615.3846153846152
Kochi,2017,26327,Petrol,Automatic,First,16.82,1998,189.08,4,35.67,Mini,Cooper Convertible S,9,2925.222222222222
Jaipur,2007,200000,Diesel,Manual,Second,17.2,1396,53.5,5,0.85,Tata,Indica V2 DLS BSII,19,10526.315789473685
Kochi,2016,60813,Petrol,Manual,Second,18.6,1199,76.8,5,3.32,Chevrolet,Beat LT,10,6081.3
Mumbai,2012,45000,Diesel,Manual,First,22.07,1199,73.9,5,3.6,Volkswagen,Polo Diesel Comfortline 1.2L,14,3214.285714285714
Hyderabad,2016,64000,Diesel,Manual,First,22.9,1248,74.0,5,6.8,Maruti,Swift ZDi,10,6400.0
Kolkata,2012,41284,Diesel,Manual,First,20.0,1399,68.05,5,2.5,Ford,Figo Diesel EXI,14,2948.8571428571427
Kochi,2019,14165,Diesel,Automatic,First,11.36,2755,171.5,7,19.64,Toyota,Innova Crysta 2.8 GX AT,7,2023.5714285714287
Mumbai,2011,67000,Diesel,Automatic,Second,11.72,2199,194.3,7,7.0,Hyundai,Santa Fe 4x4 AT,15,4466.666666666667
Kolkata,2011,32572,Petrol,Manual,First,17.4,1497,117.3,5,3.87,Honda,City i-VTEC V,15,2171.4666666666667
Kochi,2018,14960,Petrol,Manual,First,18.6,1197,81.83,5,6.27,Hyundai,i20 1.2 Magna Executive,8,1870.0
Kochi,2015,55980,Diesel,Automatic,First,19.27,2143,167.62,5,18.12,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,11,5089.090909090909
Mumbai,2013,74000,Diesel,Manual,First,25.44,936,57.6,5,2.65,Chevrolet,Beat Diesel LT,13,5692.307692307692
Kochi,2015,56847,Diesel,Manual,First,22.54,1396,88.73,5,7.2,Hyundai,i20 Sportz 1.4 CRDi,11,5167.909090909091
Coimbatore,2015,121374,Diesel,Manual,First,12.99,2494,100.6,7,14.3,Toyota,Innova 2.5 Z Diesel 7 Seater,11,11034.0
Chennai,2013,52000,Diesel,Manual,First,20.77,1248,88.76,7,6.9,Maruti,Ertiga VDI,13,4000.0
Mumbai,2014,118000,Diesel,Manual,First,12.8,2494,102.0,7,10.75,Toyota,Innova 2.5 V Diesel 7-seater,12,9833.333333333334
Mumbai,2007,72000,Petrol,Manual,Third,17.0,1086,113.27689373297004,5,0.95,Hyundai,Santro Xing XO eRLX Euro II,19,3789.4736842105262
Kochi,2016,33915,Petrol,Manual,First,17.8,1497,117.3,5,8.09,Honda,City i VTEC V,10,3391.5
Ahmedabad,2014,82002,Diesel,Automatic,First,17.05,1995,184.0,5,18.5,BMW,X1 sDrive20d,12,6833.5
Mumbai,2017,33000,Diesel,Manual,First,24.0,1120,70.0,5,4.75,Hyundai,Grand i10 CRDi Era,9,3666.6666666666665
Chennai,2016,34000,Diesel,Manual,First,28.09,1248,88.5,5,8.45,Maruti,Ciaz 1.3 Alpha,10,3400.0
Kolkata,2012,55000,Diesel,Manual,First,20.5,1598,103.6,5,3.5,Skoda,Rapid Leisure 1.6 TDI MT,14,3928.5714285714284
Kochi,2006,160538,Diesel,Manual,First,13.1,1493,82.0,5,1.8,Hyundai,Accent CRDi,20,8026.9
Jaipur,2014,60000,Diesel,Manual,Second,19.91,1498,103.6,5,3.7,Volkswagen,Polo GT 1.5 TDI,12,5000.0
Coimbatore,2017,49575,Petrol,Manual,First,18.7,1199,88.7,5,7.17,Honda,Jazz 1.2 VX i VTEC,9,5508.333333333333
Jaipur,2010,83000,Petrol,Manual,First,19.81,1086,68.05,5,1.75,Hyundai,i10 Era,16,5187.5
Kochi,2018,51346,Diesel,Automatic,First,16.38,1995,183.0,5,21.99,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,8,6418.25
Pune,2017,43000,Diesel,Manual,First,13.68,2393,147.8,7,18.65,Toyota,Innova Crysta 2.4 ZX MT,9,4777.777777777777
Jaipur,2011,35000,Petrol,Manual,Third,19.7,796,35.0,5,1.85,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,15,2333.3333333333335
Coimbatore,2017,27872,Petrol,Manual,Second,20.4,1197,81.8,5,5.95,Maruti,Swift VXI BSIV,9,3096.8888888888887
Mumbai,2014,16514,Petrol,Manual,First,18.9,1197,82.0,5,3.75,Hyundai,Grand i10 Magna,12,1376.1666666666667
Pune,2012,120000,Diesel,Manual,First,22.9,1248,74.0,5,3.75,Maruti,Swift VDI,14,8571.42857142857
Hyderabad,2008,143275,Diesel,Manual,First,22.0,1582,126.2,5,2.6,Hyundai,Verna CRDi 1.6 SX,18,7959.722222222223
Hyderabad,2006,99000,Petrol,Manual,First,0.0,1086,113.27689373297004,5,1.75,Hyundai,Santro Xing XL,20,4950.0
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,80.0,5,2.8,Hyundai,i20 1.2 Sportz,16,3250.0
Coimbatore,2017,29819,Diesel,Automatic,First,11.57,2987,254.79,5,61.29,Mercedes-Benz,GLE 350d,9,3313.222222222222
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,170.0,5,18.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,12,4750.0
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,73.94,5,4.35,Maruti,Ritz ZDi,12,7375.0
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,126.2,5,13.75,Hyundai,Creta 1.6 CRDi SX,10,2800.0
Pune,2010,67000,Petrol,Manual,First,19.0,998,66.1,5,2.0,Maruti,A-Star Vxi,16,4187.5
Delhi,2016,26000,Diesel,Manual,First,19.64,1461,108.45,5,10.0,Renault,Duster 110PS Diesel RXZ Option,10,2600.0
Delhi,2010,120000,Diesel,Manual,First,17.8,1248,76.0,5,1.65,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),16,7500.0
Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,258.0,5,45.77,BMW,X3 xDrive30d M Sport,9,5775.777777777777
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,78.9,5,3.25,Hyundai,i10 Sportz,16,2250.0
Pune,2016,47000,Diesel,Manual,First,12.8,2494,102.0,7,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater,10,4700.0
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,60.0,5,0.55,Maruti,Zen VXI BSII,24,2500.0
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,74.0,5,7.15,Maruti,Swift VDI,8,3878.125
Pune,2013,105000,Diesel,Manual,Second,12.05,2179,120.0,8,7.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,13,8076.923076923077
Pune,2017,121900,Diesel,Manual,First,22.95,1248,74.0,5,3.75,Tata,Zest Quadrajet 1.3 75PS XE,9,13544.444444444445
Mumbai,2017,22695,Petrol,Manual,First,18.88,999,123.24,5,8.5,Ford,EcoSport 1.0 Ecoboost Titanium Plus,9,2521.6666666666665
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,74.0,5,4.35,Maruti,Swift Dzire ZDI,14,5214.285714285715
Kochi,2016,32227,Petrol,Manual,First,22.74,796,47.3,5,3.26,Maruti,Alto 800 LXI,10,3222.7
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,118.0,5,4.21,Honda,City 1.5 S MT,15,3666.6666666666665
Kochi,2018,11287,Diesel,Automatic,First,12.07,2967,241.4,7,70.36,Audi,Q7 3.0 TDI Quattro Technology,8,1410.875
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,105.0,5,2.95,Skoda,Laura 1.9 TDI AT Ambiente,17,2823.529411764706
Kochi,2012,54308,Petrol,Manual,First,17.1,1591,121.3,5,4.28,Hyundai,Verna 1.6 SX VTVT (O),14,3879.1428571428573
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,118.0,5,3.57,Honda,City 1.5 V AT,17,4614.235294117647
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,88.8,5,3.11,Hyundai,i20 Magna Optional 1.4 CRDi,13,3538.4615384615386
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,98.6,5,5.96,Hyundai,i20 Sportz AT 1.4,12,3754.25
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,103.6,5,4.7,Volkswagen,Vento Diesel Highline,15,4600.0
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,6.9,Honda,City i VTEC VX,12,4083.3333333333335
Pune,2018,45000,Diesel,Manual,First,22.95,1248,74.0,5,5.25,Tata,Zest Quadrajet 1.3 75PS XE,8,5625.0
Pune,2015,64000,Diesel,Automatic,First,18.48,1995,177.0,5,28.0,BMW,5 Series 2003-2012 520d,11,5818.181818181818
Delhi,2009,60000,Petrol,Manual,First,18.9,1061,67.0,5,1.35,Maruti,Wagon R LXI Minor,17,3529.4117647058824
Delhi,2015,62178,Petrol,Manual,First,18.2,1199,88.7,5,4.85,Honda,Jazz VX,11,5652.545454545455
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,105.0,5,6.7,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,14,4143.285714285715
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,78.9,5,3.1,Hyundai,i10 Magna 1.2,16,4625.0
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,170.0,5,18.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,11,7070.090909090909
Pune,2012,45275,Petrol,Manual,First,20.36,1197,78.9,5,2.8,Hyundai,i10 Magna 1.2 iTech SE,14,3233.9285714285716
Chennai,2016,48000,Diesel,Manual,First,13.68,2393,147.8,7,20.25,Toyota,Innova Crysta 2.4 ZX MT,10,4800.0
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,174.33,5,26.78,Audi,A6 2011-2015 2.0 TDI Technology,11,2877.4545454545455
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,100.6,7,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater,16,6812.5
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,73.9,5,3.89,Volkswagen,Polo Petrol Trendline 1.2L,11,2907.090909090909
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,67.1,5,2.1,Maruti,Alto K10 LXI,15,4666.666666666667
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,117.3,5,12.69,Honda,City i-VTEC CVT ZX,9,1666.6666666666667
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,70.0,5,2.58,Tata,Indigo LX,13,4549.076923076923
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,174.33,5,20.77,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,5143.833333333333
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,136.0,5,20.26,Mercedes-Benz,GLA Class 200 CDI SPORT,11,4363.636363636364
Chennai,2006,58000,Petrol,Manual,Second,0.0,1086,113.27689373297004,5,1.5,Hyundai,Santro Xing XL,20,2900.0
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,113.27689373297004,5,2.5,Maruti,Swift VDI BSIV,15,4001.3333333333335
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,67.04,5,4.25,Maruti,Celerio VXI AT,12,6484.583333333333
Hyderabad,2017,29000,Diesel,Automatic,First,17.9,2143,201.15,5,57.0,Mercedes-Benz,GLE 250d,9,3222.222222222222
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,187.7,5,44.0,Land,Rover Range Rover HSE Dynamic,9,4888.888888888889
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,103.6,5,3.65,Volkswagen,Vento Diesel Trendline,15,7241.733333333334
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,35.0,5,2.05,Maruti,Omni 8 Seater BSIV,14,5127.928571428572
Kochi,2012,91931,Petrol,Manual,First,18.5,1198,86.8,5,3.13,Honda,Brio 1.2 VX MT,14,6566.5
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,83.1,7,1.5,Tata,Sumo Delux,26,6076.923076923077
Pune,2012,91183,Diesel,Manual,First,18.0,1248,75.0,5,2.85,Tata,Indica Vista Aura 1.3 Quadrajet,14,6513.071428571428
Delhi,2012,65000,Petrol,Manual,First,18.9,998,67.1,5,2.65,Maruti,Wagon R LXI BS IV,14,4642.857142857143
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,140.0,7,10.6,Mahindra,XUV500 W8 4WD,11,8038.909090909091
Pune,2008,138000,Diesel,Manual,Second,17.1,1396,70.0,5,1.25,Tata,Indigo LS Dicor,18,7666.666666666667
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,93.7,7,8.25,Maruti,Ertiga Paseo VXI,8,2250.0
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,177.6,5,4.45,Honda,Accord 2.4 A/T,15,4000.0
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,73.9,5,3.7,Maruti,Swift Dzire VDi,14,3428.5714285714284
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,68.0,5,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd,17,9411.764705882353
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,78.0,5,1.8,Honda,City ZX GXi,18,2222.222222222222
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,174.33,5,21.95,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,4291.25
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,313.0,4,49.0,BMW,6 Series 640d Gran Coupe,15,2000.0
Coimbatore,2017,97430,Diesel,Automatic,First,14.75,2967,245.0,7,62.67,Audi,Q7 45 TDI Quattro Technology,9,10825.555555555555
Pune,2008,42496,CNG,Manual,First,26.3,998,67.1,5,1.4,Maruti,Zen Estilo LXI Green (CNG),18,2360.8888888888887
Pune,2012,83000,Diesel,Manual,First,23.0,1396,90.0,5,5.5,Hyundai,i20 1.4 CRDi Asta,14,5928.571428571428
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,78.9,5,2.95,Hyundai,i10 Sportz AT,17,2176.470588235294
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,88.7,5,6.86,Honda,Jazz 1.2 V CVT i VTEC,10,2850.3
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,74.0,5,6.15,Maruti,Swift VDI BSIV,11,6954.181818181818
Pune,2011,79152,Petrol,Manual,Second,18.5,1197,82.85,5,3.3,Hyundai,i20 Asta 1.2,15,5276.8
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,73.9,5,2.55,Volkswagen,Polo Petrol Comfortline 1.2L,15,2133.3333333333335
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,46.3,5,1.5,Maruti,Alto LXi,17,2058.823529411765
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,125.0,5,2.5,Toyota,Corolla H4,22,4772.727272727273
Chennai,2006,56000,Petrol,Manual,Second,19.7,796,46.3,5,1.4,Maruti,Alto LXi,20,2800.0
Pune,2012,73000,Diesel,Manual,First,21.12,1248,88.8,5,3.4,Tata,Manza ELAN Quadrajet BS IV,14,5214.285714285715
Pune,2012,38000,Petrol,Manual,First,19.7,796,46.3,5,2.25,Maruti,Alto LXi,14,2714.285714285714
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,141.0,5,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT,13,59615.38461538462
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,125.0,5,2.8,Toyota,Corolla H4,18,4444.444444444444
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,81.83,5,7.66,Hyundai,i20 Asta Option 1.2,10,2497.3
Chennai,2016,45000,Diesel,Manual,First,24.3,1248,88.5,5,7.15,Maruti,Vitara Brezza LDi,10,4500.0
Delhi,2010,87430,Petrol,Manual,First,17.0,1497,118.0,5,3.5,Honda,City 1.5 V MT,16,5464.375
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,75.0,5,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet,12,11162.0
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,98.6,5,3.45,Honda,Amaze S i-Dtech,13,4384.615384615385
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,55.2,5,3.55,Hyundai,EON D Lite Plus,10,2790.4
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,190.0,5,25.99,BMW,3 Series Luxury Line,11,2792.4545454545455
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,126.32,5,5.25,Hyundai,Verna 1.6 SX,14,5714.285714285715
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,88.8,5,2.9,Tata,Manza Club Class Quadrajet90 LS,13,3638.769230769231
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,227.0,5,2.05,Skoda,Octavia RS,21,4761.9047619047615
Pune,2017,30000,Petrol,Manual,First,24.07,998,67.1,5,3.75,Maruti,Alto K10 VXI,9,3333.3333333333335
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,89.84,5,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5666.666666666667
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,62.0,5,0.95,Chevrolet,Spark 1.0 LS,15,1400.0
Hyderabad,2017,21000,Diesel,Automatic,First,19.33,1999,177.0,5,52.0,Jaguar,XF 2.0 Diesel Portfolio,9,2333.3333333333335
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,141.1,5,3.91,Honda,CR-V RVi MT,19,6263.1578947368425
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,177.46,5,27.3,Skoda,Superb L&K 1.8 TSI AT,7,1963.857142857143
Chennai,2009,620000,Petrol,Manual,First,20.36,1197,78.9,5,2.7,Hyundai,i10 Magna 1.2,17,36470.58823529412
Delhi,2013,70000,Diesel,Manual,First,22.9,1248,74.0,5,3.5,Maruti,Swift LDI,13,5384.615384615385
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,83.14,5,6.2,Maruti,Swift Dzire VXi AT,10,1800.0
Chennai,2011,83000,Diesel,Manual,First,23.08,1461,63.1,5,2.75,Nissan,Micra Diesel XV,15,5533.333333333333
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,74.0,5,3.25,Maruti,Swift Dzire Tour LDI,11,11818.181818181818
Pune,2012,63400,Diesel,Manual,First,17.8,1399,67.0,5,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI,14,4528.571428571428
Kolkata,2003,65000,Petrol,Manual,First,17.3,993,60.0,5,0.65,Maruti,Zen LX,23,2826.086956521739
Pune,2017,8350,Petrol,Manual,First,13.8,1998,192.0,5,35.0,Mini,Clubman Cooper S,9,927.7777777777778
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,67.05,5,3.25,Toyota,Etios GD,12,3750.0
Kolkata,2018,26200,Petrol,Manual,First,24.7,796,47.3,5,2.9,Maruti,Alto 800 2016-2019 LXI,8,3275.0
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,47.0,5,2.9,Maruti,Alto VXi,15,733.3333333333334
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,235.0,5,17.75,BMW,X5 3.0d,17,5294.117647058823
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,179.5,5,8.25,Nissan,Teana XV,11,6727.272727272727
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,82.0,5,5.77,Hyundai,Grand i10 AT Asta,11,3371.0
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,88.5,5,9.49,Maruti,Vitara Brezza ZDi Plus,9,4333.333333333333
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,241.4,7,12.95,Audi,Q7 3.0 TDI Quattro Premium Plus,18,5500.0
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,136.0,5,20.0,Mercedes-Benz,GLA Class 200 CDI,11,3454.5454545454545
Chennai,2007,72000,Petrol,Manual,Third,16.1,796,37.0,4,1.0,Maruti,800 AC,19,3789.4736842105262
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,83.8,5,7.1,Renault,Duster 85PS Diesel RxL,11,8454.545454545454
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,87.2,5,16.5,Toyota,Corolla Altis D-4D GL,9,655.5555555555555
Chennai,2014,25000,Diesel,Manual,First,15.8,2148,170.0,5,26.0,Mercedes-Benz,New C-Class 220,12,2083.3333333333335
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,73.9,5,3.2,Maruti,Ritz VDi,16,4250.0
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,117.3,7,9.48,Honda,BRV i-VTEC V CVT,9,3964.0
Kochi,2015,74310,Diesel,Manual,First,24.4,1120,71.0,5,4.0,Hyundai,Xcent 1.1 CRDi Base,11,6755.454545454545
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,203.0,5,26.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,12,4947.0
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,120.7,5,11.77,Mercedes-Benz,B Class B180,12,3448.3333333333335
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,204.0,5,37.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,9,3766.6666666666665
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,117.3,5,8.75,Honda,City i VTEC VX Option,10,2800.0
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086,113.27689373297004,5,1.95,Hyundai,Santro Xing XL eRLX Euro III,19,2682.0
Chennai,2011,93982,Petrol,Manual,First,17.0,1497,118.0,5,3.75,Honda,City 1.5 S MT,15,6265.466666666666
Pune,2010,95000,Petrol,Manual,First,16.2,1599,103.2,5,2.5,Hyundai,Verna Transform VTVT,16,5937.5
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,246.74,5,34.5,Jaguar,XE Portfolio,9,1000.0
Delhi,2015,52516,Petrol,Manual,First,18.0,1198,86.7,5,4.65,Honda,Amaze S i-Vtech,11,4774.181818181818
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,122.0,4,32.0,Mini,Cooper Convertible 1.6,11,1818.1818181818182
Coimbatore,2017,56451,Diesel,Automatic,First,13.5,2987,282.0,5,62.81,Mercedes-Benz,S Class 2005 2013 S 350 CDI,9,6272.333333333333
Chennai,2014,37000,Petrol,Manual,First,21.1,814,55.2,5,3.25,Hyundai,EON Magna Plus,12,3083.3333333333335
Kolkata,2014,17400,Petrol,Manual,First,20.51,998,67.04,5,3.1,Maruti,Wagon R VXI BS IV,12,1450.0
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,73.9,5,3.91,Maruti,Ritz LDi,15,6013.8
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,181.0,5,11.0,BMW,3 Series 320d Sedan,15,5974.4
Pune,2014,85000,Diesel,Manual,First,13.49,2179,138.03,5,3.5,Tata,Xenon XT EX 4X2,12,7083.333333333333
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,143.0,5,16.5,Audi,A3 35 TDI Attraction,12,6605.916666666667
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,187.7,5,30.0,Land,Rover Range Rover 2.2L Dynamic,14,4000.0
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,224.0,7,28.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,16,5312.5625
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,175.56,7,28.0,Mitsubishi,Pajero Sport 4X2 AT DualTone BlackTop,8,1500.0
Jaipur,2010,125000,Petrol,Manual,First,19.7,796,46.3,5,0.92,Maruti,Alto LX,16,7812.5
Pune,2013,53000,Petrol,Manual,First,14.0,1061,64.0,5,2.75,Maruti,Wagon R LXI BSIII,13,4076.923076923077
Coimbatore,2017,34990,Diesel,Automatic,First,12.7,2179,187.7,5,53.83,Land,Rover Range Rover 2.2L Prestige,9,3887.777777777778
Pune,2011,49768,Petrol,Manual,Second,17.01,1591,121.3,5,4.95,Hyundai,Verna 1.6 SX VTVT,15,3317.866666666667
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,218.0,5,33.5,BMW,5 Series 525d Sedan,13,4307.692307692308
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,270.9,5,27.95,Jaguar,XF Diesel,13,5769.2307692307695
