Location,Fuel_Type,Transmission,Owner_Type,Consumation,Price,Brand,Model,car_age,Power_bins
Pune,Petrol,Manual,First,20.36,2.8,Hyundai,i10 Magna 1.2 iTech SE,14,0
Chennai,Diesel,Manual,First,13.68,20.25,Toyota,Innova Crysta 2.4 ZX MT,10,2
Kochi,Diesel,Automatic,First,17.68,26.78,Audi,A6 2011-2015 2.0 TDI Technology,11,3
Hyderabad,Diesel,Manual,Second,12.99,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater,16,1
Mumbai,Petrol,Manual,First,16.47,3.89,Volkswagen,Polo Petrol Trendline 1.2L,11,0
Hyderabad,Petrol,Manual,First,20.92,2.1,Maruti,Alto K10 LXI,15,0
Mumbai,Petrol,Automatic,First,18.0,12.69,Honda,City i-VTEC CVT ZX,9,1
Coimbatore,Diesel,Manual,First,17.0,2.58,Tata,Indigo LX,13,0
Kochi,Diesel,Automatic,First,17.68,20.77,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,3
Delhi,Diesel,Automatic,First,17.9,20.26,Mercedes-Benz,GLA Class 200 CDI SPORT,11,2
Kolkata,Diesel,Manual,First,17.8,2.5,Maruti,Swift VDI BSIV,15,1
Hyderabad,Petrol,Automatic,First,23.1,4.25,Maruti,Celerio VXI AT,12,0
Hyderabad,Diesel,Automatic,First,17.9,57.0,Mercedes-Benz,GLE 250d,9,3
Delhi,Diesel,Automatic,First,12.7,44.0,Land,Rover Range Rover HSE Dynamic,9,3
Hyderabad,Diesel,Manual,First,20.54,3.65,Volkswagen,Vento Diesel Trendline,15,1
Hyderabad,Petrol,Manual,First,14.0,2.05,Maruti,Omni 8 Seater BSIV,14,0
Kochi,Petrol,Manual,First,18.5,3.13,Honda,Brio 1.2 VX MT,14,1
Hyderabad,Diesel,Manual,Second,14.07,1.5,Tata,Sumo Delux,26,1
Pune,Diesel,Manual,First,18.0,2.85,Tata,Indica Vista Aura 1.3 Quadrajet,14,0
Delhi,Petrol,Manual,First,18.9,2.65,Maruti,Wagon R LXI BS IV,14,0
Hyderabad,Diesel,Manual,First,16.0,10.6,Mahindra,XUV500 W8 4WD,11,2
Pune,Diesel,Manual,Second,17.1,1.25,Tata,Indigo LS Dicor,18,0
Mumbai,Petrol,Manual,First,16.02,8.25,Maruti,Ertiga Paseo VXI,8,1
Mumbai,Petrol,Automatic,First,11.7,4.45,Honda,Accord 2.4 A/T,15,3
Kolkata,Diesel,Manual,First,19.3,3.7,Maruti,Swift Dzire VDi,14,0
Hyderabad,Diesel,Manual,First,17.8,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd,17,0
Kolkata,Petrol,Manual,First,17.7,1.8,Honda,City ZX GXi,18,0
Kochi,Diesel,Automatic,First,17.68,21.95,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,3
Mumbai,Diesel,Automatic,First,9.52,49.0,BMW,6 Series 640d Gran Coupe,15,5
Coimbatore,Diesel,Automatic,First,14.75,62.67,Audi,Q7 45 TDI Quattro Technology,9,4
Pune,Diesel,Manual,First,23.0,5.5,Hyundai,i20 1.4 CRDi Asta,14,1
Bangalore,Petrol,Automatic,Third,16.95,2.95,Hyundai,i10 Sportz AT,17,0
Kochi,Petrol,Automatic,First,19.0,6.86,Honda,Jazz 1.2 V CVT i VTEC,10,1
Hyderabad,Diesel,Manual,First,25.2,6.15,Maruti,Swift VDI BSIV,11,0
Pune,Petrol,Manual,Second,18.5,3.3,Hyundai,i20 Asta 1.2,15,1
Kolkata,Petrol,Manual,First,16.47,2.55,Volkswagen,Polo Petrol Comfortline 1.2L,15,0
Ahmedabad,Petrol,Manual,First,19.7,1.5,Maruti,Alto LXi,17,0
Chennai,Petrol,Automatic,Second,11.3,2.5,Toyota,Corolla H4,22,1
Chennai,Petrol,Manual,Second,19.7,1.4,Maruti,Alto LXi,20,0
Pune,Diesel,Manual,First,21.12,3.4,Tata,Manza ELAN Quadrajet BS IV,14,1
Pune,Petrol,Manual,First,19.7,2.25,Maruti,Alto LXi,14,0
Kolkata,Diesel,Automatic,First,19.3,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT,13,2
Kolkata,Petrol,Automatic,First,11.3,2.8,Toyota,Corolla H4,18,1
Coimbatore,Petrol,Manual,First,18.6,7.66,Hyundai,i20 Asta Option 1.2,10,1
Chennai,Diesel,Manual,First,24.3,7.15,Maruti,Vitara Brezza LDi,10,1
Delhi,Petrol,Manual,First,17.0,3.5,Honda,City 1.5 V MT,16,1
Hyderabad,Diesel,Manual,Second,18.0,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet,12,0
Kolkata,Diesel,Manual,First,25.8,3.45,Honda,Amaze S i-Dtech,13,1
Coimbatore,Petrol,Manual,First,21.1,3.55,Hyundai,EON D Lite Plus,10,0
Kochi,Diesel,Automatic,Second,21.76,25.99,BMW,3 Series Luxury Line,11,3
Bangalore,Diesel,Manual,First,22.32,5.25,Hyundai,Verna 1.6 SX,14,1
Ahmedabad,Diesel,Manual,First,21.02,2.9,Tata,Manza Club Class Quadrajet90 LS,13,1
Jaipur,Petrol,Automatic,First,14.45,2.05,Skoda,Octavia RS,21,4
Pune,Petrol,Manual,First,24.07,3.75,Maruti,Alto K10 VXI,9,0
Mumbai,Diesel,Manual,First,22.7,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,1
Kolkata,Petrol,Manual,Second,18.0,0.95,Chevrolet,Spark 1.0 LS,15,0
Hyderabad,Diesel,Automatic,First,19.33,52.0,Jaguar,XF 2.0 Diesel Portfolio,9,3
Jaipur,Petrol,Manual,Third,13.1,3.91,Honda,CR-V RVi MT,19,2
Kochi,Petrol,Automatic,First,14.67,27.3,Skoda,Superb L&K 1.8 TSI AT,7,3
Chennai,Petrol,Manual,First,20.36,2.7,Hyundai,i10 Magna 1.2,17,0
Delhi,Diesel,Manual,First,22.9,3.5,Maruti,Swift LDI,13,0
Mumbai,Petrol,Automatic,First,18.5,6.2,Maruti,Swift Dzire VXi AT,10,1
Chennai,Diesel,Manual,First,23.08,2.75,Nissan,Micra Diesel XV,15,0
Mumbai,Diesel,Manual,First,23.4,3.25,Maruti,Swift Dzire Tour LDI,11,0
Pune,Diesel,Manual,First,17.8,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI,14,0
Kolkata,Petrol,Manual,First,17.3,0.65,Maruti,Zen LX,23,0
Pune,Petrol,Manual,First,13.8,35.0,Mini,Clubman Cooper S,9,3
Kolkata,Diesel,Manual,First,23.59,3.25,Toyota,Etios GD,12,0
Kolkata,Petrol,Manual,First,24.7,2.9,Maruti,Alto 800 2016-2019 LXI,8,0
Bangalore,Petrol,Manual,Third,18.9,2.9,Maruti,Alto VXi,15,0
Bangalore,Diesel,Automatic,Second,11.0,17.75,BMW,X5 3.0d,17,4
Mumbai,Petrol,Automatic,Second,11.07,8.25,Nissan,Teana XV,11,3
Coimbatore,Petrol,Automatic,First,18.9,5.77,Hyundai,Grand i10 AT Asta,11,1
Hyderabad,Diesel,Manual,First,24.3,9.49,Maruti,Vitara Brezza ZDi Plus,9,1
Mumbai,Diesel,Automatic,Third,12.07,12.95,Audi,Q7 3.0 TDI Quattro Premium Plus,18,4
Chennai,Diesel,Automatic,First,17.9,20.0,Mercedes-Benz,GLA Class 200 CDI,11,2
Chennai,Petrol,Manual,Third,16.1,1.0,Maruti,800 AC,19,0
Chennai,Diesel,Manual,Second,20.45,7.1,Renault,Duster 85PS Diesel RxL,11,1
Mumbai,Diesel,Manual,First,21.43,16.5,Toyota,Corolla Altis D-4D GL,9,1
Chennai,Diesel,Manual,First,15.8,26.0,Mercedes-Benz,New C-Class 220,12,2
Hyderabad,Diesel,Manual,Second,21.1,3.2,Maruti,Ritz VDi,16,0
Kochi,Petrol,Automatic,First,16.0,9.48,Honda,BRV i-VTEC V CVT,9,1
Kochi,Diesel,Manual,First,24.4,4.0,Hyundai,Xcent 1.1 CRDi Base,11,0
Jaipur,Diesel,Automatic,First,14.21,26.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,12,3
Kochi,Petrol,Automatic,Second,14.8,11.77,Mercedes-Benz,B Class B180,12,1
Bangalore,Diesel,Automatic,First,15.0,37.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,9,3
Mumbai,Petrol,Manual,First,17.8,8.75,Honda,City i VTEC VX Option,10,1
Hyderabad,Petrol,Manual,First,17.0,1.95,Hyundai,Santro Xing XL eRLX Euro III,19,1
Chennai,Petrol,Manual,First,17.0,3.75,Honda,City 1.5 S MT,15,1
Pune,Petrol,Manual,First,16.2,2.5,Hyundai,Verna Transform VTVT,16,1
Mumbai,Petrol,Automatic,First,13.5,34.5,Jaguar,XE Portfolio,9,4
Delhi,Petrol,Manual,First,18.0,4.65,Honda,Amaze S i-Vtech,11,1
Bangalore,Petrol,Automatic,First,18.86,32.0,Mini,Cooper Convertible 1.6,11,1
Coimbatore,Diesel,Automatic,First,13.5,62.81,Mercedes-Benz,S Class 2005 2013 S 350 CDI,9,5
Chennai,Petrol,Manual,First,21.1,3.25,Hyundai,EON Magna Plus,12,0
Kolkata,Petrol,Manual,First,20.51,3.1,Maruti,Wagon R VXI BS IV,12,0
Coimbatore,Diesel,Manual,First,21.1,3.91,Maruti,Ritz LDi,15,0
Chennai,Diesel,Automatic,First,16.07,11.0,BMW,3 Series 320d Sedan,15,3
Pune,Diesel,Manual,First,13.49,3.5,Tata,Xenon XT EX 4X2,12,2
Chennai,Diesel,Automatic,First,20.38,16.5,Audi,A3 35 TDI Attraction,12,2
Hyderabad,Diesel,Automatic,First,12.7,30.0,Land,Rover Range Rover 2.2L Dynamic,14,3
Pune,Diesel,Automatic,Second,12.0,28.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,16,4
Hyderabad,Diesel,Automatic,First,13.5,28.0,Mitsubishi,Pajero Sport 4X2 AT DualTone BlackTop,8,3
Jaipur,Petrol,Manual,First,19.7,0.92,Maruti,Alto LX,16,0
Pune,Petrol,Manual,First,14.0,2.75,Maruti,Wagon R LXI BSIII,13,0
Coimbatore,Diesel,Automatic,First,12.7,53.83,Land,Rover Range Rover 2.2L Prestige,9,3
Pune,Petrol,Manual,Second,17.01,4.95,Hyundai,Verna 1.6 SX VTVT,15,1
Hyderabad,Diesel,Automatic,First,16.73,33.5,BMW,5 Series 525d Sedan,13,3
Bangalore,Diesel,Automatic,First,14.74,27.95,Jaguar,XF Diesel,13,5
Hyderabad,Petrol,Automatic,First,13.7,7.25,Skoda,Superb Elegance 1.8 TSI AT,16,2
Kochi,Diesel,Automatic,First,15.73,25.71,Audi,Q3 35 TDI Quattro Premium,9,3
Coimbatore,Diesel,Automatic,First,12.7,29.67,Land,Rover Range Rover 2.2L Pure,12,3
Jaipur,Diesel,Automatic,First,14.84,19.0,Mercedes-Benz,New C-Class 220 CDI AT,13,2
Kochi,Diesel,Manual,First,15.4,13.05,Mahindra,Scorpio S10 4WD,9,1
Mumbai,Diesel,Automatic,First,21.76,25.5,BMW,3 Series Luxury Line,11,3
Pune,Petrol,Manual,First,15.4,8.5,Honda,BR-V i-VTEC S MT,9,1
Chennai,Diesel,Automatic,Second,16.0,7.25,Volvo,S80 2006-2013 D5,16,3
Pune,Petrol,Manual,First,13.2,0.8,Hyundai,Accent GLE,21,1
Jaipur,Petrol,Manual,First,17.19,6.9,Hyundai,i20 Active SX Petrol,9,1
Coimbatore,Petrol,Automatic,First,11.5,70.99,Mercedes-Benz,GLC 43 AMG Coupe,8,7
Kolkata,Petrol,Manual,Second,21.1,2.25,Hyundai,EON Magna Plus,11,0
Kochi,Petrol,Manual,First,18.9,5.5,Hyundai,Grand i10 SportZ Edition,8,1
Mumbai,Petrol,Manual,First,13.0,4.35,Honda,City 1.5 EXI S,13,1
Kolkata,Petrol,Manual,First,16.47,2.25,Volkswagen,Polo Petrol Trendline 1.2L,16,0
Mumbai,Petrol,Automatic,First,15.26,24.5,Audi,A6 35 TFSI Matrix,10,3
Coimbatore,Petrol,Manual,First,15.29,12.03,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,1
Mumbai,Petrol,Automatic,Second,11.74,8.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,15,3
Mumbai,Petrol,Automatic,First,16.82,28.5,Mini,Cooper Convertible S,12,3
Pune,Petrol,Manual,Second,17.0,1.2,Hyundai,Santro Xing XO eRLX Euro II,20,1
Bangalore,Diesel,Manual,First,23.59,5.75,Toyota,Etios VD,13,0
Delhi,Petrol,Manual,Second,19.4,3.2,Honda,Brio S MT,12,1
Coimbatore,Petrol,Automatic,First,21.4,9.89,Maruti,Baleno Alpha Automatic,8,1
Coimbatore,Diesel,Automatic,First,20.0,6.58,Skoda,Laura Ambiente 2.0 TDI CR AT,14,2
Kochi,Petrol,Manual,First,21.1,4.06,Hyundai,EON Era Plus,8,0
Coimbatore,Diesel,Manual,First,20.37,13.37,Renault,Captur 1.5 Diesel RXL,7,1
Coimbatore,Diesel,Automatic,First,16.2,25.82,BMW,5 Series 2003-2012 GT 530d LE,15,4
Kochi,Petrol,Manual,First,22.74,3.74,Maruti,Alto 800 LXI,10,0
Bangalore,Diesel,Automatic,Second,16.8,22.0,Volvo,V40 D3,11,2
Ahmedabad,Petrol,Manual,First,18.9,1.45,Maruti,Wagon R LXI BSII,19,0
Kolkata,Petrol,Manual,First,17.7,2.0,Honda,City ZX GXi,18,0
Kolkata,Petrol,Manual,First,13.7,3.75,Chevrolet,Enjoy 1.4 LS 8,12,1
Coimbatore,Diesel,Manual,First,15.96,7.7,Mahindra,Bolero ZLX,10,0
Hyderabad,Petrol,Manual,First,21.1,2.6,Hyundai,EON D Lite,12,0
Coimbatore,Petrol,Automatic,First,13.0,13.77,Hyundai,Creta 1.6 SX Plus Petrol Automatic,9,1
Mumbai,Petrol,Manual,Second,16.09,7.1,Volkswagen,Vento 1.6 Comfortline,9,1
Pune,Petrol,Automatic,Second,12.9,2.65,Honda,Civic 2006-2010 1.8 S AT,18,2
Hyderabad,Diesel,Manual,First,22.3,2.5,Tata,Indica Vista Quadrajet LS,12,0
Kochi,Diesel,Manual,First,16.0,7.53,Mahindra,XUV500 W8 2WD,13,2
Coimbatore,Petrol,Manual,First,18.6,7.98,Hyundai,i20 1.2 Asta Option,9,1
Bangalore,Diesel,Automatic,Second,14.16,39.0,Audi,Q5 30 TDI quattro Premium Plus,12,3
Chennai,Petrol,Manual,Second,18.5,2.25,Maruti,Ritz VXi,15,1
Chennai,Petrol,Manual,Second,13.17,3.85,Mitsubishi,Cedia Sports,16,1
Hyderabad,Diesel,Manual,First,12.8,13.5,Toyota,Innova 2.5 V Diesel 7-seater,11,1
Hyderabad,Diesel,Manual,First,27.62,3.5,Maruti,Celerio LDi,10,0
Delhi,Diesel,Manual,First,25.1,8.92,Maruti,S-Cross Delta DDiS 200 SH,8,1
Coimbatore,Diesel,Automatic,First,15.17,20.37,Audi,Q3 35 TDI Quattro Premium Plus,10,3
Bangalore,Diesel,Automatic,First,21.76,36.5,BMW,3 Series Luxury Line,10,3
Coimbatore,Diesel,Automatic,First,11.33,48.91,Audi,Q7 4.2 TDI Quattro Technology,10,6
Pune,Petrol,Manual,First,18.6,7.2,Hyundai,i20 2015-2017 Asta 1.2,10,1
Hyderabad,Diesel,Manual,First,19.01,5.99,Renault,Duster 110PS Diesel RxL,14,1
Pune,Diesel,Manual,First,24.4,5.25,Hyundai,Xcent 1.1 CRDi S Celebration Edition,10,0
Delhi,Diesel,Manual,First,22.7,6.5,Ford,Ecosport 1.5 DV5 MT Titanium,12,1
Hyderabad,Petrol,Manual,First,16.47,4.4,Volkswagen,Polo Petrol Trendline 1.2L,13,0
Kolkata,Diesel,Manual,First,24.0,4.6,Hyundai,Grand i10 CRDi Magna,9,0
Ahmedabad,Diesel,Manual,First,21.12,2.95,Tata,Manza Aqua Quadrajet BS IV,13,1
Kolkata,Petrol,Manual,First,17.0,3.26,Honda,City 1.5 V MT,15,1
Bangalore,Petrol,Manual,Second,17.92,2.22,Hyundai,Santro Xing GLS,18,0
Hyderabad,Diesel,Manual,First,12.99,10.5,Toyota,Innova 2.5 VX (Diesel) 7 Seater,14,1
Coimbatore,Diesel,Manual,First,28.09,8.26,Maruti,Ciaz 1.3 S,9,1
Delhi,Diesel,Manual,First,12.55,14.45,Toyota,Fortuner 4x4 MT TRD Sportivo,13,2
Chennai,Petrol,Manual,Second,15.3,2.5,Ford,Fiesta 1.6 SXI ABS Duratec,17,1
Kochi,Petrol,Automatic,First,12.6,51.43,Mercedes-Benz,E-Class E 220 d,8,3
Chennai,Diesel,Manual,First,15.8,23.0,Mercedes-Benz,New C-Class 220 CDI MT,12,2
Kolkata,Diesel,Manual,First,17.72,5.5,Skoda,Yeti Ambition 4X2,14,1
Delhi,Petrol,Manual,First,18.9,4.5,Hyundai,Grand i10 Sportz,11,1
Hyderabad,Petrol,Manual,First,18.16,6.8,Ford,Figo 2015-2019 1.2P Titanium MT,8,1
Mumbai,Petrol,Manual,First,16.8,8.75,Skoda,Octavia Ambition 1.4 TSI MT,13,2
Mumbai,Diesel,Manual,Second,19.87,7.0,Renault,Duster 85PS Diesel RxL Option,11,1
Delhi,Diesel,Automatic,Second,15.68,33.5,Land,Rover Range Rover Evoque 2.0 TD4 Pure,11,3
Chennai,Diesel,Manual,Second,20.0,2.25,Ford,Figo Diesel EXI,15,0
Hyderabad,Diesel,Automatic,Second,12.8,4.24,Ford,Endeavour Hurricane Limited Edition,18,2
Coimbatore,Diesel,Manual,First,12.55,28.42,Toyota,Fortuner 4x4 MT,9,2
Kolkata,Diesel,Manual,First,22.07,2.75,Volkswagen,Polo Diesel Comfortline 1.2L,14,0
Jaipur,Diesel,Manual,First,23.2,3.0,Maruti,Ritz VDi,15,0
Pune,Diesel,Manual,First,23.08,3.55,Nissan,Micra Diesel XV Premium,13,0
Kolkata,Diesel,Manual,First,22.32,4.8,Hyundai,Verna 1.6 SX,13,1
Kolkata,Petrol,Automatic,First,10.8,13.5,BMW,5 Series 2003-2012 523i,15,2
Pune,Diesel,Automatic,First,11.0,56.0,Mercedes-Benz,GLS 350d 4MATIC,9,4
Hyderabad,Petrol,Automatic,First,12.0,3.99,Honda,CR-V 2.4L 4WD AT,22,3
Bangalore,Diesel,Automatic,First,17.01,15.5,Hyundai,Creta 1.6 CRDi AT SX Plus,10,1
Jaipur,Petrol,Manual,Second,19.81,2.32,Hyundai,i10 Era,16,0
Kochi,Diesel,Automatic,First,20.0,18.58,Mercedes-Benz,A Class A200 CDI Sport,10,2
Jaipur,Petrol,Manual,First,16.02,5.5,Maruti,Ertiga VXI,12,1
Chennai,Diesel,Manual,Second,18.7,3.2,Skoda,Octavia Classic 1.9 TDI MT,20,0
Pune,Petrol,Manual,First,18.0,4.0,Honda,Amaze VX i-Vtech,11,1
Chennai,Petrol,Manual,First,17.3,1.6,Maruti,Zen LXi BSII,22,0
Kochi,Petrol,Manual,First,15.5,4.15,Maruti,SX4 ZXI MT BSIV,13,1
Mumbai,Petrol,Automatic,First,16.5,4.25,Honda,Brio VX AT,12,1
Ahmedabad,Petrol,Manual,First,18.9,2.6,Maruti,Wagon R VXI,15,0
Mumbai,Petrol,Automatic,Second,12.1,3.43,Toyota,Camry A/T,18,2
Kochi,Petrol,Manual,First,18.6,2.55,Chevrolet,Beat LS,14,0
Delhi,Diesel,Automatic,First,12.55,32.0,Toyota,Fortuner 4x4 AT,9,2
Mumbai,Diesel,Manual,First,22.7,6.25,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,1
Hyderabad,Diesel,Manual,Second,17.8,3.6,Maruti,Swift Vdi BSIII,16,0
Pune,Diesel,Automatic,First,13.5,18.5,Mercedes-Benz,S Class 2005 2013 S 350 CDI,16,5
Mumbai,Petrol,Manual,Second,17.3,4.25,Honda,Mobilio S i VTEC,11,1
Mumbai,Petrol,Manual,Second,18.9,4.8,Hyundai,Grand i10 Sportz,9,1
Bangalore,Diesel,Automatic,First,16.0,13.0,Mahindra,XUV500 AT W8 FWD,11,2
Pune,Petrol,Manual,Second,14.83,2.25,Skoda,Fabia 1.6 MPI Elegance,14,1
Hyderabad,Petrol,Manual,First,17.92,2.3,Hyundai,Santro Xing GLS,17,0
Kochi,Petrol,Manual,First,15.29,13.56,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,7,1
Delhi,Diesel,Manual,First,15.4,12.25,Mahindra,Scorpio 1.99 S8,9,1
Pune,Diesel,Manual,First,20.5,3.76,Skoda,Rapid 1.6 TDI Ambition,13,1
Coimbatore,Diesel,Manual,First,19.01,8.58,Renault,Duster 110PS Diesel RxZ,11,1
Hyderabad,Diesel,Automatic,First,11.7,27.5,BMW,X5 xDrive 30d,15,4
Coimbatore,Petrol,Manual,First,17.6,4.95,Toyota,Etios G,13,1
Ahmedabad,Petrol,Manual,First,22.5,3.3,Maruti,Wagon R LXI,14,0
Chennai,Petrol,Manual,First,15.8,8.0,Hyundai,Creta 1.6 SX,10,1
Jaipur,Petrol,Manual,First,23.1,2.79,Maruti,Celerio VXI,12,0
Coimbatore,Diesel,Automatic,First,12.7,45.64,Land,Rover Range Rover HSE Dynamic,9,3
Pune,Petrol,Manual,First,18.6,2.55,Chevrolet,Beat LT,12,0
Ahmedabad,Petrol,Manual,Second,25.4,1.0,Tata,Nano Twist XT,12,0
Coimbatore,Diesel,Automatic,First,17.68,37.56,Audi,A6 2011-2015 35 TDI Technology,9,3
Kochi,Diesel,Automatic,Second,11.0,9.29,Mercedes-Benz,E-Class 280 CDI,17,3
Kochi,Petrol,Manual,First,22.0,6.37,Maruti,Swift VXI,7,1
Coimbatore,Petrol,Manual,First,14.6,2.98,Fiat,Linea T Jet,13,1
Kochi,Petrol,Manual,First,20.4,5.75,Maruti,Swift VXI Optional,9,1
Hyderabad,Diesel,Manual,First,11.5,13.0,Toyota,Fortuner 3.0 Diesel,16,2
Mumbai,Petrol,Manual,First,16.02,6.8,Maruti,Ertiga ZXI,12,1
Coimbatore,Petrol,Automatic,First,12.05,10.49,BMW,3 Series 320i Sedan,16,2
Jaipur,Petrol,Manual,First,16.02,5.6,Maruti,Ertiga VXI,12,1
Mumbai,Petrol,Automatic,Second,16.8,2.85,Honda,City 1.5 V AT,16,1
Coimbatore,Diesel,Manual,First,14.66,8.36,Hyundai,Santa Fe 4X4,13,3
Jaipur,Diesel,Manual,First,17.0,1.0,Tata,Indigo LS,21,0
Kolkata,Petrol,Automatic,Second,10.93,10.75,Mercedes-Benz,E-Class 2009-2013 E 250 Elegance,16,3
Hyderabad,Diesel,Manual,First,19.3,3.85,Maruti,Swift Dzire LDi,15,0
Hyderabad,Diesel,Manual,First,17.8,3.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,14,0
Coimbatore,Petrol,Automatic,First,18.0,9.6,Honda,City i VTEC CVT VX,11,1
Delhi,Diesel,Manual,First,13.0,13.25,Toyota,Fortuner 4x2 Manual,14,2
Mumbai,Petrol,Manual,First,18.0,5.75,Honda,Amaze VX O i VTEC,10,1
Delhi,Diesel,Manual,First,22.54,6.75,Hyundai,i20 Asta 1.4 CRDi,12,1
Bangalore,Diesel,Manual,Second,18.2,4.85,Chevrolet,Enjoy TCDi LTZ 7 Seater,13,0
Mumbai,Petrol,Automatic,First,12.6,2.85,Maruti,SX4 ZXI AT Leather,17,1
Mumbai,Diesel,Manual,First,12.99,9.51,Toyota,Innova 2.5 VX (Diesel) 7 Seater,14,1
Ahmedabad,Diesel,Automatic,Second,18.48,18.5,BMW,5 Series 2003-2012 520d,14,3
Delhi,Diesel,Manual,First,19.01,6.75,Renault,Duster 110PS Diesel RxZ,11,1
Coimbatore,Diesel,Automatic,First,20.68,29.4,BMW,X1 sDrive 20d xLine,9,3
Kochi,Petrol,Manual,First,17.7,3.29,Honda,City ZX GXi,17,0
Delhi,Diesel,Manual,First,28.09,9.5,Maruti,Ciaz RS ZDi Plus SHVS,10,1
Pune,Petrol,Manual,Second,17.5,2.2,Maruti,Swift Dzire VXi,16,1
Pune,Diesel,Manual,First,15.1,6.5,Mahindra,XUV500 W6 2WD,14,2
Ahmedabad,Petrol,Manual,First,13.5,4.9,Honda,Civic 2006-2010 1.8 S MT,19,2
Pune,Diesel,Manual,Second,25.47,6.75,Maruti,Ertiga ZDI,13,1
Chennai,Diesel,Manual,First,23.59,3.8,Toyota,Etios Liva GD,13,0
Delhi,Petrol,Automatic,First,9.9,29.5,Audi,TT 2.0 TFSI,13,3
Hyderabad,Diesel,Manual,First,21.13,10.5,Skoda,Rapid 1.5 TDI Style,9,1
Hyderabad,Diesel,Manual,First,20.14,6.2,Volkswagen,Polo 1.5 TDI Highline,11,1
Jaipur,Diesel,Automatic,First,17.0,5.0,Skoda,Laura 1.9 TDI AT Elegance,17,1
Chennai,Diesel,Manual,First,19.2,2.3,Mahindra,Renault Logan 1.5 DLE Diesel,19,0
Ahmedabad,Diesel,Automatic,First,11.36,17.0,Toyota,Innova Crysta 2.8 GX AT,10,2
Bangalore,Diesel,Automatic,First,18.88,25.5,BMW,3 Series 320d Luxury Line,12,3
Jaipur,Diesel,Manual,First,27.3,5.65,Honda,Jazz 1.5 S i DTEC,11,1
Kochi,Diesel,Manual,First,25.8,5.6,Honda,Amaze VX i-DTEC,11,1
Kochi,Diesel,Automatic,First,16.36,29.98,Jaguar,XF 2.2 Litre Luxury,11,3
Coimbatore,Diesel,Manual,First,26.59,7.39,Maruti,Swift Dzire VDI,10,0
Jaipur,Diesel,Manual,First,17.1,19.0,Jeep,Compass 2.0 Limited,8,2
Pune,Petrol,Manual,First,12.5,5.0,Toyota,Corolla Altis 1.8 Sport,16,2
Kolkata,Petrol,Manual,First,17.0,3.35,Honda,City 1.5 V MT,15,1
Chennai,Petrol,Manual,First,18.6,4.45,Maruti,Swift ZXI,13,1
Coimbatore,Diesel,Automatic,First,22.32,8.31,Hyundai,Verna 1.6 SX CRDI (O) AT,7,1
Jaipur,Diesel,Manual,Second,15.96,6.0,Mahindra,Bolero ZLX,14,0
Chennai,Diesel,Manual,First,22.9,5.25,Maruti,Swift VDI,12,0
Chennai,Petrol,Manual,First,17.0,1.4,Hyundai,Santro Xing XO,20,1
Hyderabad,Diesel,Automatic,First,17.68,12.3,Audi,A6 2011-2015 2.0 TDI Premium Plus,14,3
Chennai,Petrol,Manual,Third,13.8,1.5,Ford,Ikon 1.3 LXi NXt,22,0
Coimbatore,Diesel,Manual,First,20.14,8.12,Volkswagen,Polo 1.5 TDI Highline,8,1
Coimbatore,Diesel,Manual,First,13.6,6.12,Mahindra,Bolero VLX CRDe,14,0
Coimbatore,Diesel,Manual,First,25.1,10.88,Honda,City i DTEC VX Option,9,1
Kolkata,Petrol,Manual,First,18.2,3.5,Chevrolet,Sail Hatchback 1.2 LS,12,1
Kochi,Petrol,Manual,First,18.6,6.15,Hyundai,i20 1.2 Spotz,10,1
Chennai,Diesel,Automatic,First,17.05,33.0,BMW,X1 sDrive 20d Sportline,10,3
Mumbai,Diesel,Automatic,First,15.06,13.5,BMW,X1 sDrive 20d Exclusive,14,3
Mumbai,Diesel,Automatic,First,12.55,17.11,Toyota,Fortuner 4x2 AT,11,2
Kochi,Diesel,Automatic,First,11.33,29.77,Audi,Q7 4.2 TDI Quattro Technology,12,6
Kolkata,Diesel,Manual,First,20.77,5.95,Maruti,Ertiga VDI,13,1
Bangalore,Petrol,Manual,First,18.5,5.75,Hyundai,i20 1.2 Magna,11,0
Bangalore,Petrol,Automatic,Second,10.13,19.0,Mercedes-Benz,S Class 2005 2013 S 350 L,20,7
Ahmedabad,Diesel,Manual,First,20.45,4.75,Renault,Duster 85PS Diesel RxL,12,1
Hyderabad,Diesel,Manual,Second,17.21,3.3,Mahindra,Quanto C2,13,1
