Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Ahmedabad,2014,Diesel,Automatic,First,17.05,1995.0,184.0,18.5,X1 sDrive20d,BMW,3
Mumbai,2017,Diesel,Manual,First,24.0,1120.0,70.0,4.75,Grand i10 CRDi Era,Hyundai,0
Chennai,2016,Diesel,Manual,First,28.09,1248.0,88.5,8.45,Ciaz 1.3 Alpha,Maruti,1
Kolkata,2012,Diesel,Manual,First,20.5,1598.0,103.6,3.5,Rapid Leisure 1.6 TDI MT,Skoda,1
Kochi,2006,Diesel,Manual,First,13.1,1493.0,82.0,1.8,Accent CRDi,Hyundai,1
Jaipur,2014,Diesel,Manual,Second,19.91,1498.0,103.6,3.7,Polo GT 1.5 TDI,Volkswagen,1
Coimbatore,2017,Petrol,Manual,First,18.7,1199.0,88.7,7.17,Jazz 1.2 VX i VTEC,Honda,1
Jaipur,2010,Petrol,Manual,First,19.81,1086.0,68.05,1.75,i10 Era,Hyundai,0
Kochi,2018,Diesel,Automatic,First,16.38,1995.0,183.0,21.99,Tucson 2.0 e-VGT 2WD AT GLS,Hyundai,3
Pune,2017,Diesel,Manual,First,13.68,2393.0,147.8,18.65,Innova Crysta 2.4 ZX MT,Toyota,2
Jaipur,2011,Petrol,Manual,Third,19.7,796.0,35.0,1.85,Omni MPI CARGO BSIII W/ IMMOBILISER,Maruti,0
Coimbatore,2017,Petrol,Manual,Second,20.4,1197.0,81.8,5.95,Swift VXI BSIV,Maruti,1
Mumbai,2014,Petrol,Manual,First,18.9,1197.0,82.0,3.75,Grand i10 Magna,Hyundai,1
Pune,2012,Diesel,Manual,First,22.9,1248.0,74.0,3.75,Swift VDI,Maruti,0
Hyderabad,2008,Diesel,Manual,First,22.0,1582.0,126.2,2.6,Verna CRDi 1.6 SX,Hyundai,1
Mumbai,2010,Petrol,Manual,First,17.0,1197.0,80.0,2.8,i20 1.2 Sportz,Hyundai,0
Coimbatore,2017,Diesel,Automatic,First,11.57,2987.0,254.79,61.29,GLE 350d,Mercedes-Benz,4
Bangalore,2014,Diesel,Manual,Second,15.8,2148.0,170.0,18.0,New C-Class C 220 CDI CLASSIC,Mercedes-Benz,2
Hyderabad,2014,Diesel,Manual,First,23.2,1248.0,73.94,4.35,Ritz ZDi,Maruti,0
Bangalore,2016,Diesel,Manual,First,19.67,1582.0,126.2,13.75,Creta 1.6 CRDi SX,Hyundai,1
Pune,2010,Petrol,Manual,First,19.0,998.0,66.1,2.0,A-Star Vxi,Maruti,0
Delhi,2016,Diesel,Manual,First,19.64,1461.0,108.45,10.0,Duster 110PS Diesel RXZ Option,Renault,1
Delhi,2010,Diesel,Manual,First,17.8,1248.0,76.0,1.65,Grande Punto 1.3 Emotion Pack (Diesel),Fiat,0
Coimbatore,2017,Diesel,Automatic,First,16.55,2993.0,258.0,45.77,X3 xDrive30d M Sport,BMW,4
Bangalore,2010,Petrol,Manual,Second,20.36,1197.0,78.9,3.25,i10 Sportz,Hyundai,0
Pune,2016,Diesel,Manual,First,12.8,2494.0,102.0,12.8,Innova 2.5 G4 Diesel 7-seater,Toyota,1
Mumbai,2002,Petrol,Manual,Third,17.3,993.0,60.0,0.55,Zen VXI BSII,Maruti,0
Hyderabad,2018,Diesel,Manual,First,28.4,1248.0,74.0,7.15,Swift VDI,Maruti,0
Pune,2013,Diesel,Manual,Second,12.05,2179.0,120.0,7.0,Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra,1
Pune,2017,Diesel,Manual,First,22.95,1248.0,74.0,3.75,Zest Quadrajet 1.3 75PS XE,Tata,0
Mumbai,2017,Petrol,Manual,First,18.88,999.0,123.24,8.5,EcoSport 1.0 Ecoboost Titanium Plus,Ford,1
Jaipur,2012,Diesel,Manual,First,23.4,1248.0,74.0,4.35,Swift Dzire ZDI,Maruti,0
Kochi,2016,Petrol,Manual,First,22.74,796.0,47.3,3.26,Alto 800 LXI,Maruti,0
Jaipur,2011,Petrol,Manual,First,17.0,1497.0,118.0,4.21,City 1.5 S MT,Honda,1
Kochi,2018,Diesel,Automatic,First,12.07,2967.0,241.4,70.36,Q7 3.0 TDI Quattro Technology,Audi,4
Mumbai,2009,Diesel,Automatic,Second,17.0,1896.0,105.0,2.95,Laura 1.9 TDI AT Ambiente,Skoda,1
Kochi,2012,Petrol,Manual,First,17.1,1591.0,121.3,4.28,Verna 1.6 SX VTVT (O),Hyundai,1
Jaipur,2009,Petrol,Automatic,First,16.8,1497.0,118.0,3.57,City 1.5 V AT,Honda,1
Kolkata,2013,Diesel,Manual,First,21.9,1396.0,88.8,3.11,i20 Magna Optional 1.4 CRDi,Hyundai,1
Coimbatore,2014,Petrol,Automatic,First,15.0,1396.0,98.6,5.96,i20 Sportz AT 1.4,Hyundai,1
Hyderabad,2011,Diesel,Manual,First,20.54,1598.0,103.6,4.7,Vento Diesel Highline,Volkswagen,1
Ahmedabad,2014,Petrol,Manual,First,17.4,1497.0,117.3,6.9,City i VTEC VX,Honda,1
Pune,2018,Diesel,Manual,First,22.95,1248.0,74.0,5.25,Zest Quadrajet 1.3 75PS XE,Tata,0
Pune,2015,Diesel,Automatic,First,18.48,1995.0,177.0,28.0,5 Series 2003-2012 520d,BMW,3
Delhi,2009,Petrol,Manual,First,18.9,1061.0,67.0,1.35,Wagon R LXI Minor,Maruti,0
Delhi,2015,Petrol,Manual,First,18.2,1199.0,88.7,4.85,Jazz VX,Honda,1
Coimbatore,2012,Diesel,Manual,First,15.0,1896.0,105.0,6.7,Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen,1
Hyderabad,2010,Petrol,Manual,First,20.36,1197.0,78.9,3.1,i10 Magna 1.2,Hyundai,0
Kochi,2015,Diesel,Automatic,First,19.27,2143.0,170.0,18.64,New C-Class C 220 CDI Avantgarde,Mercedes-Benz,2
Pune,2012,Petrol,Manual,First,20.36,1197.0,78.9,2.8,i10 Magna 1.2 iTech SE,Hyundai,0
Chennai,2016,Diesel,Manual,First,13.68,2393.0,147.8,20.25,Innova Crysta 2.4 ZX MT,Toyota,2
Kochi,2015,Diesel,Automatic,First,17.68,1968.0,174.33,26.78,A6 2011-2015 2.0 TDI Technology,Audi,3
Hyderabad,2010,Diesel,Manual,Second,12.99,2494.0,100.6,8.26,Innova 2.5 VX (Diesel) 7 Seater,Toyota,1
Mumbai,2015,Petrol,Manual,First,16.47,1198.0,73.9,3.89,Polo Petrol Trendline 1.2L,Volkswagen,0
Hyderabad,2011,Petrol,Manual,First,20.92,998.0,67.1,2.1,Alto K10 LXI,Maruti,0
Mumbai,2017,Petrol,Automatic,First,18.0,1497.0,117.3,12.69,City i-VTEC CVT ZX,Honda,1
Coimbatore,2013,Diesel,Manual,First,17.0,1405.0,70.0,2.58,Indigo LX,Tata,0
Kochi,2014,Diesel,Automatic,First,17.68,1968.0,174.33,20.77,A6 2011-2015 2.0 TDI Premium Plus,Audi,3
Delhi,2015,Diesel,Automatic,First,17.9,2143.0,136.0,20.26,GLA Class 200 CDI SPORT,Mercedes-Benz,2
Kolkata,2011,Diesel,Manual,First,17.8,1248.0,113.25304969366915,2.5,Swift VDI BSIV,Maruti,1
Hyderabad,2014,Petrol,Automatic,First,23.1,998.0,67.04,4.25,Celerio VXI AT,Maruti,0
Hyderabad,2017,Diesel,Automatic,First,17.9,2143.0,201.15,57.0,GLE 250d,Mercedes-Benz,3
Delhi,2017,Diesel,Automatic,First,12.7,2179.0,187.7,44.0,Rover Range Rover HSE Dynamic,Land,3
Hyderabad,2011,Diesel,Manual,First,20.54,1598.0,103.6,3.65,Vento Diesel Trendline,Volkswagen,1
Hyderabad,2012,Petrol,Manual,First,14.0,796.0,35.0,2.05,Omni 8 Seater BSIV,Maruti,0
Kochi,2012,Petrol,Manual,First,18.5,1198.0,86.8,3.13,Brio 1.2 VX MT,Honda,1
Hyderabad,2000,Diesel,Manual,Second,14.07,2956.0,83.1,1.5,Sumo Delux,Tata,1
Pune,2012,Diesel,Manual,First,18.0,1248.0,75.0,2.85,Indica Vista Aura 1.3 Quadrajet,Tata,0
Delhi,2012,Petrol,Manual,First,18.9,998.0,67.1,2.65,Wagon R LXI BS IV,Maruti,0
Hyderabad,2015,Diesel,Manual,First,16.0,2179.0,140.0,10.6,XUV500 W8 4WD,Mahindra,2
Pune,2008,Diesel,Manual,Second,17.1,1396.0,70.0,1.25,Indigo LS Dicor,Tata,0
Mumbai,2018,Petrol,Manual,First,16.02,1373.0,93.7,8.25,Ertiga Paseo VXI,Maruti,1
Mumbai,2011,Petrol,Automatic,First,11.7,2354.0,177.6,4.45,Accord 2.4 A/T,Honda,3
Kolkata,2012,Diesel,Manual,First,19.3,1248.0,73.9,3.7,Swift Dzire VDi,Maruti,0
Hyderabad,2009,Diesel,Manual,First,17.8,1399.0,68.0,2.8,Fiesta EXi 1.4 TDCi Ltd,Ford,0
Kolkata,2008,Petrol,Manual,First,17.7,1497.0,78.0,1.8,City ZX GXi,Honda,0
Kochi,2014,Diesel,Automatic,First,17.68,1968.0,174.33,21.95,A6 2011-2015 2.0 TDI Premium Plus,Audi,3
Mumbai,2011,Diesel,Automatic,First,9.52,2993.0,313.0,49.0,6 Series 640d Gran Coupe,BMW,5
Coimbatore,2017,Diesel,Automatic,First,14.75,2967.0,245.0,62.67,Q7 45 TDI Quattro Technology,Audi,4
Pune,2012,Diesel,Manual,First,23.0,1396.0,90.0,5.5,i20 1.4 CRDi Asta,Hyundai,1
Bangalore,2009,Petrol,Automatic,Third,16.95,1197.0,78.9,2.95,i10 Sportz AT,Hyundai,0
Kochi,2016,Petrol,Automatic,First,19.0,1199.0,88.7,6.86,Jazz 1.2 V CVT i VTEC,Honda,1
Hyderabad,2015,Diesel,Manual,First,25.2,1248.0,74.0,6.15,Swift VDI BSIV,Maruti,0
Pune,2011,Petrol,Manual,Second,18.5,1197.0,82.85,3.3,i20 Asta 1.2,Hyundai,1
Kolkata,2011,Petrol,Manual,First,16.47,1198.0,73.9,2.55,Polo Petrol Comfortline 1.2L,Volkswagen,0
Ahmedabad,2009,Petrol,Manual,First,19.7,796.0,46.3,1.5,Alto LXi,Maruti,0
Chennai,2004,Petrol,Automatic,Second,11.3,1794.0,125.0,2.5,Corolla H4,Toyota,1
Chennai,2006,Petrol,Manual,Second,19.7,796.0,46.3,1.4,Alto LXi,Maruti,0
Pune,2012,Diesel,Manual,First,21.12,1248.0,88.8,3.4,Manza ELAN Quadrajet BS IV,Tata,1
Pune,2012,Petrol,Manual,First,19.7,796.0,46.3,2.25,Alto LXi,Maruti,0
Kolkata,2013,Diesel,Automatic,First,19.3,1968.0,141.0,7.5,Octavia Ambition Plus 2.0 TDI AT,Skoda,2
Kolkata,2008,Petrol,Automatic,First,11.3,1794.0,125.0,2.8,Corolla H4,Toyota,1
Coimbatore,2016,Petrol,Manual,First,18.6,1197.0,81.83,7.66,i20 Asta Option 1.2,Hyundai,1
Chennai,2016,Diesel,Manual,First,24.3,1248.0,88.5,7.15,Vitara Brezza LDi,Maruti,1
Delhi,2010,Petrol,Manual,First,17.0,1497.0,118.0,3.5,City 1.5 V MT,Honda,1
Hyderabad,2014,Diesel,Manual,Second,18.0,1248.0,75.0,3.5,Indica Vista Aqua 1.3 Quadrajet,Tata,0
Kolkata,2013,Diesel,Manual,First,25.8,1498.0,98.6,3.45,Amaze S i-Dtech,Honda,1
Coimbatore,2016,Petrol,Manual,First,21.1,814.0,55.2,3.55,EON D Lite Plus,Hyundai,0
Kochi,2015,Diesel,Automatic,Second,21.76,1995.0,190.0,25.99,3 Series Luxury Line,BMW,3
Bangalore,2012,Diesel,Manual,First,22.32,1582.0,126.32,5.25,Verna 1.6 SX,Hyundai,1
Ahmedabad,2013,Diesel,Manual,First,21.02,1248.0,88.8,2.9,Manza Club Class Quadrajet90 LS,Tata,1
Jaipur,2005,Petrol,Automatic,First,14.45,1984.0,227.0,2.05,Octavia RS,Skoda,4
Pune,2017,Petrol,Manual,First,24.07,998.0,67.1,3.75,Alto K10 VXI,Maruti,0
Mumbai,2014,Diesel,Manual,First,22.7,1498.0,89.84,6.75,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Kolkata,2011,Petrol,Manual,Second,18.0,995.0,62.0,0.95,Spark 1.0 LS,Chevrolet,0
Hyderabad,2017,Diesel,Automatic,First,19.33,1999.0,177.0,52.0,XF 2.0 Diesel Portfolio,Jaguar,3
Jaipur,2007,Petrol,Manual,Third,13.1,1997.0,141.1,3.91,CR-V RVi MT,Honda,2
Kochi,2019,Petrol,Automatic,First,14.67,1798.0,177.46,27.3,Superb L&K 1.8 TSI AT,Skoda,3
Chennai,2009,Petrol,Manual,First,20.36,1197.0,78.9,2.7,i10 Magna 1.2,Hyundai,0
Delhi,2013,Diesel,Manual,First,22.9,1248.0,74.0,3.5,Swift LDI,Maruti,0
Mumbai,2016,Petrol,Automatic,First,18.5,1197.0,83.14,6.2,Swift Dzire VXi AT,Maruti,1
Chennai,2011,Diesel,Manual,First,23.08,1461.0,63.1,2.75,Micra Diesel XV,Nissan,0
Mumbai,2015,Diesel,Manual,First,23.4,1248.0,74.0,3.25,Swift Dzire Tour LDI,Maruti,0
Pune,2012,Diesel,Manual,First,17.8,1399.0,67.0,3.25,Fiesta Classic 1.4 Duratorq CLXI,Ford,0
Kolkata,2003,Petrol,Manual,First,17.3,993.0,60.0,0.65,Zen LX,Maruti,0
Pune,2017,Petrol,Manual,First,13.8,1998.0,192.0,35.0,Clubman Cooper S,Mini,3
Kolkata,2014,Diesel,Manual,First,23.59,1364.0,67.05,3.25,Etios GD,Toyota,0
Kolkata,2018,Petrol,Manual,First,24.7,796.0,47.3,2.9,Alto 800 2016-2019 LXI,Maruti,0
Bangalore,2011,Petrol,Manual,Third,18.9,796.0,47.0,2.9,Alto VXi,Maruti,0
Bangalore,2009,Diesel,Automatic,Second,11.0,2993.0,235.0,17.75,X5 3.0d,BMW,4
Mumbai,2015,Petrol,Automatic,Second,11.07,2496.0,179.5,8.25,Teana XV,Nissan,3
Coimbatore,2015,Petrol,Automatic,First,18.9,1197.0,82.0,5.77,Grand i10 AT Asta,Hyundai,1
Hyderabad,2017,Diesel,Manual,First,24.3,1248.0,88.5,9.49,Vitara Brezza ZDi Plus,Maruti,1
Mumbai,2008,Diesel,Automatic,Third,12.07,2967.0,241.4,12.95,Q7 3.0 TDI Quattro Premium Plus,Audi,4
Chennai,2015,Diesel,Automatic,First,17.9,2143.0,136.0,20.0,GLA Class 200 CDI,Mercedes-Benz,2
Chennai,2007,Petrol,Manual,Third,16.1,796.0,37.0,1.0,800 AC,Maruti,0
Chennai,2015,Diesel,Manual,Second,20.45,1461.0,83.8,7.1,Duster 85PS Diesel RxL,Renault,1
Mumbai,2017,Diesel,Manual,First,21.43,1364.0,87.2,16.5,Corolla Altis D-4D GL,Toyota,1
Chennai,2014,Diesel,Manual,First,15.8,2148.0,170.0,26.0,New C-Class 220,Mercedes-Benz,2
Hyderabad,2010,Diesel,Manual,Second,21.1,1248.0,73.9,3.2,Ritz VDi,Maruti,0
Kochi,2017,Petrol,Automatic,First,16.0,1497.0,117.3,9.48,BRV i-VTEC V CVT,Honda,1
Kochi,2015,Diesel,Manual,First,24.4,1120.0,71.0,4.0,Xcent 1.1 CRDi Base,Hyundai,0
Jaipur,2014,Diesel,Automatic,First,14.21,2143.0,203.0,26.5,E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz,3
Kochi,2014,Petrol,Automatic,Second,14.8,1595.0,120.7,11.77,B Class B180,Mercedes-Benz,1
Bangalore,2017,Diesel,Automatic,First,15.0,2143.0,204.0,37.0,E-Class 2015-2017 E250 Edition E,Mercedes-Benz,3
Mumbai,2016,Petrol,Manual,First,17.8,1497.0,117.3,8.75,City i VTEC VX Option,Honda,1
Hyderabad,2007,Petrol,Manual,First,17.0,1086.0,113.25304969366915,1.95,Santro Xing XL eRLX Euro III,Hyundai,1
Chennai,2011,Petrol,Manual,First,17.0,1497.0,118.0,3.75,City 1.5 S MT,Honda,1
Pune,2010,Petrol,Manual,First,16.2,1599.0,103.2,2.5,Verna Transform VTVT,Hyundai,1
Mumbai,2017,Petrol,Automatic,First,13.5,1999.0,246.74,34.5,XE Portfolio,Jaguar,4
Delhi,2015,Petrol,Manual,First,18.0,1198.0,86.7,4.65,Amaze S i-Vtech,Honda,1
Bangalore,2015,Petrol,Automatic,First,18.86,1598.0,122.0,32.0,Cooper Convertible 1.6,Mini,1
Coimbatore,2017,Diesel,Automatic,First,13.5,2987.0,282.0,62.81,S Class 2005 2013 S 350 CDI,Mercedes-Benz,5
Chennai,2014,Petrol,Manual,First,21.1,814.0,55.2,3.25,EON Magna Plus,Hyundai,0
Kolkata,2014,Petrol,Manual,First,20.51,998.0,67.04,3.1,Wagon R VXI BS IV,Maruti,0
Coimbatore,2011,Diesel,Manual,First,21.1,1248.0,73.9,3.91,Ritz LDi,Maruti,0
Chennai,2011,Diesel,Automatic,First,16.07,1995.0,181.0,11.0,3 Series 320d Sedan,BMW,3
Pune,2014,Diesel,Manual,First,13.49,2179.0,138.03,3.5,Xenon XT EX 4X2,Tata,2
Chennai,2014,Diesel,Automatic,First,20.38,1968.0,143.0,16.5,A3 35 TDI Attraction,Audi,2
Hyderabad,2012,Diesel,Automatic,First,12.7,2179.0,187.7,30.0,Rover Range Rover 2.2L Dynamic,Land,3
Pune,2010,Diesel,Automatic,Second,12.0,2987.0,224.0,28.0,GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz,4
Hyderabad,2018,Diesel,Automatic,First,13.5,2477.0,175.56,28.0,Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi,3
Jaipur,2010,Petrol,Manual,First,19.7,796.0,46.3,0.92,Alto LX,Maruti,0
Pune,2013,Petrol,Manual,First,14.0,1061.0,64.0,2.75,Wagon R LXI BSIII,Maruti,0
Coimbatore,2017,Diesel,Automatic,First,12.7,2179.0,187.7,53.83,Rover Range Rover 2.2L Prestige,Land,3
Pune,2011,Petrol,Manual,Second,17.01,1591.0,121.3,4.95,Verna 1.6 SX VTVT,Hyundai,1
Hyderabad,2013,Diesel,Automatic,First,16.73,2993.0,218.0,33.5,5 Series 525d Sedan,BMW,3
Bangalore,2013,Diesel,Automatic,First,14.74,2993.0,270.9,27.95,XF Diesel,Jaguar,5
Hyderabad,2010,Petrol,Automatic,First,13.7,1798.0,157.75,7.25,Superb Elegance 1.8 TSI AT,Skoda,2
Kochi,2017,Diesel,Automatic,First,15.73,1968.0,174.33,25.71,Q3 35 TDI Quattro Premium,Audi,3
Coimbatore,2014,Diesel,Automatic,First,12.7,2179.0,187.7,29.67,Rover Range Rover 2.2L Pure,Land,3
Jaipur,2013,Diesel,Automatic,First,14.84,2143.0,170.0,19.0,New C-Class 220 CDI AT,Mercedes-Benz,2
Kochi,2017,Diesel,Manual,First,15.4,2179.0,120.0,13.05,Scorpio S10 4WD,Mahindra,1
Mumbai,2015,Diesel,Automatic,First,21.76,1995.0,190.0,25.5,3 Series Luxury Line,BMW,3
Pune,2017,Petrol,Manual,First,15.4,1497.0,117.3,8.5,BR-V i-VTEC S MT,Honda,1
Chennai,2010,Diesel,Automatic,Second,16.0,2400.0,215.0,7.25,S80 2006-2013 D5,Volvo,3
Pune,2005,Petrol,Manual,First,13.2,1495.0,94.0,0.8,Accent GLE,Hyundai,1
Jaipur,2017,Petrol,Manual,First,17.19,1197.0,81.86,6.9,i20 Active SX Petrol,Hyundai,1
Coimbatore,2018,Petrol,Automatic,First,11.5,2996.0,367.0,70.99,GLC 43 AMG Coupe,Mercedes-Benz,7
Kolkata,2015,Petrol,Manual,Second,21.1,814.0,55.2,2.25,EON Magna Plus,Hyundai,0
Kochi,2018,Petrol,Manual,First,18.9,1197.0,81.86,5.5,Grand i10 SportZ Edition,Hyundai,1
Mumbai,2013,Petrol,Manual,First,13.0,1493.0,100.0,4.35,City 1.5 EXI S,Honda,1
Kolkata,2010,Petrol,Manual,First,16.47,1198.0,73.9,2.25,Polo Petrol Trendline 1.2L,Volkswagen,0
Mumbai,2016,Petrol,Automatic,First,15.26,1798.0,187.74,24.5,A6 35 TFSI Matrix,Audi,3
Coimbatore,2017,Petrol,Manual,First,15.29,1591.0,121.3,12.03,Creta 1.6 SX Plus Dual Tone Petrol,Hyundai,1
Mumbai,2011,Petrol,Automatic,Second,11.74,1796.0,186.0,8.5,New C-Class C 200 CGI Avantgarde,Mercedes-Benz,3
Mumbai,2014,Petrol,Automatic,First,16.82,1998.0,189.08,28.5,Cooper Convertible S,Mini,3
Pune,2006,Petrol,Manual,Second,17.0,1086.0,113.25304969366915,1.2,Santro Xing XO eRLX Euro II,Hyundai,1
Bangalore,2013,Diesel,Manual,First,23.59,1364.0,67.04,5.75,Etios VD,Toyota,0
Delhi,2014,Petrol,Manual,Second,19.4,1198.0,86.8,3.2,Brio S MT,Honda,1
Coimbatore,2018,Petrol,Automatic,First,21.4,1197.0,83.1,9.89,Baleno Alpha Automatic,Maruti,1
Coimbatore,2012,Diesel,Automatic,First,20.0,1968.0,138.1,6.58,Laura Ambiente 2.0 TDI CR AT,Skoda,2
Kochi,2018,Petrol,Manual,First,21.1,814.0,55.2,4.06,EON Era Plus,Hyundai,0
Coimbatore,2019,Diesel,Manual,First,20.37,1461.0,108.45,13.37,Captur 1.5 Diesel RXL,Renault,1
Coimbatore,2011,Diesel,Automatic,First,16.2,2993.0,258.0,25.82,5 Series 2003-2012 GT 530d LE,BMW,4
Kochi,2016,Petrol,Manual,First,22.74,796.0,47.3,3.74,Alto 800 LXI,Maruti,0
Bangalore,2015,Diesel,Automatic,Second,16.8,1984.0,150.0,22.0,V40 D3,Volvo,2
Ahmedabad,2007,Petrol,Manual,First,18.9,998.0,67.1,1.45,Wagon R LXI BSII,Maruti,0
Kolkata,2008,Petrol,Manual,First,17.7,1497.0,78.0,2.0,City ZX GXi,Honda,0
Kolkata,2014,Petrol,Manual,First,13.7,1399.0,98.79,3.75,Enjoy 1.4 LS 8,Chevrolet,1
Coimbatore,2016,Diesel,Manual,First,15.96,2523.0,62.1,7.7,Bolero ZLX,Mahindra,0
Hyderabad,2014,Petrol,Manual,First,21.1,814.0,55.2,2.6,EON D Lite,Hyundai,0
Coimbatore,2017,Petrol,Automatic,First,13.0,1591.0,121.3,13.77,Creta 1.6 SX Plus Petrol Automatic,Hyundai,1
Mumbai,2017,Petrol,Manual,Second,16.09,1598.0,103.5,7.1,Vento 1.6 Comfortline,Volkswagen,1
Pune,2008,Petrol,Automatic,Second,12.9,1799.0,130.0,2.65,Civic 2006-2010 1.8 S AT,Honda,2
Hyderabad,2014,Diesel,Manual,First,22.3,1248.0,74.0,2.5,Indica Vista Quadrajet LS,Tata,0
Kochi,2013,Diesel,Manual,First,16.0,2179.0,140.0,7.53,XUV500 W8 2WD,Mahindra,2
Coimbatore,2017,Petrol,Manual,First,18.6,1197.0,81.83,7.98,i20 1.2 Asta Option,Hyundai,1
Bangalore,2014,Diesel,Automatic,Second,14.16,1968.0,174.3,39.0,Q5 30 TDI quattro Premium Plus,Audi,3
Chennai,2011,Petrol,Manual,Second,18.5,1197.0,85.8,2.25,Ritz VXi,Maruti,1
Chennai,2010,Petrol,Manual,Second,13.17,1999.0,114.0,3.85,Cedia Sports,Mitsubishi,1
Hyderabad,2015,Diesel,Manual,First,12.8,2494.0,102.0,13.5,Innova 2.5 V Diesel 7-seater,Toyota,1
Hyderabad,2016,Diesel,Manual,First,27.62,793.0,47.0,3.5,Celerio LDi,Maruti,0
Delhi,2018,Diesel,Manual,First,25.1,1248.0,88.5,8.92,S-Cross Delta DDiS 200 SH,Maruti,1
Coimbatore,2016,Diesel,Automatic,First,15.17,1968.0,181.0,20.37,Q3 35 TDI Quattro Premium Plus,Audi,3
Bangalore,2016,Diesel,Automatic,First,21.76,1995.0,190.0,36.5,3 Series Luxury Line,BMW,3
Coimbatore,2016,Diesel,Automatic,First,11.33,4134.0,335.2,48.91,Q7 4.2 TDI Quattro Technology,Audi,6
Pune,2016,Petrol,Manual,First,18.6,1197.0,81.83,7.2,i20 2015-2017 Asta 1.2,Hyundai,1
Hyderabad,2012,Diesel,Manual,First,19.01,1461.0,108.45,5.99,Duster 110PS Diesel RxL,Renault,1
Pune,2016,Diesel,Manual,First,24.4,1120.0,71.0,5.25,Xcent 1.1 CRDi S Celebration Edition,Hyundai,0
Delhi,2014,Diesel,Manual,First,22.7,1498.0,89.84,6.5,Ecosport 1.5 DV5 MT Titanium,Ford,1
Hyderabad,2013,Petrol,Manual,First,16.47,1198.0,73.9,4.4,Polo Petrol Trendline 1.2L,Volkswagen,0
Kolkata,2017,Diesel,Manual,First,24.0,1120.0,70.0,4.6,Grand i10 CRDi Magna,Hyundai,0
Ahmedabad,2013,Diesel,Manual,First,21.12,1248.0,88.8,2.95,Manza Aqua Quadrajet BS IV,Tata,1
Kolkata,2011,Petrol,Manual,First,17.0,1497.0,118.0,3.26,City 1.5 V MT,Honda,1
Bangalore,2008,Petrol,Manual,Second,17.92,1086.0,62.1,2.22,Santro Xing GLS,Hyundai,0
Hyderabad,2012,Diesel,Manual,First,12.99,2494.0,100.0,10.5,Innova 2.5 VX (Diesel) 7 Seater,Toyota,1
Coimbatore,2017,Diesel,Manual,First,28.09,1248.0,88.5,8.26,Ciaz 1.3 S,Maruti,1
Delhi,2013,Diesel,Manual,First,12.55,2982.0,169.0,14.45,Fortuner 4x4 MT TRD Sportivo,Toyota,2
Chennai,2009,Petrol,Manual,Second,15.3,1596.0,113.25304969366915,2.5,Fiesta 1.6 SXI ABS Duratec,Ford,1
Kochi,2018,Petrol,Automatic,First,12.6,1950.0,191.34,51.43,E-Class E 220 d,Mercedes-Benz,3
Chennai,2014,Diesel,Manual,First,15.8,2148.0,170.0,23.0,New C-Class 220 CDI MT,Mercedes-Benz,2
Kolkata,2012,Diesel,Manual,First,17.72,1968.0,108.49,5.5,Yeti Ambition 4X2,Skoda,1
Delhi,2015,Petrol,Manual,First,18.9,1197.0,82.0,4.5,Grand i10 Sportz,Hyundai,1
Hyderabad,2018,Petrol,Manual,First,18.16,1196.0,86.8,6.8,Figo 2015-2019 1.2P Titanium MT,Ford,1
Mumbai,2013,Petrol,Manual,First,16.8,1395.0,138.02,8.75,Octavia Ambition 1.4 TSI MT,Skoda,2
Mumbai,2015,Diesel,Manual,Second,19.87,1461.0,83.8,7.0,Duster 85PS Diesel RxL Option,Renault,1
Delhi,2015,Diesel,Automatic,Second,15.68,1999.0,177.0,33.5,Rover Range Rover Evoque 2.0 TD4 Pure,Land,3
Chennai,2011,Diesel,Manual,Second,20.0,1399.0,68.0,2.25,Figo Diesel EXI,Ford,0
Hyderabad,2008,Diesel,Automatic,Second,12.8,2953.0,156.0,4.24,Endeavour Hurricane Limited Edition,Ford,2
Coimbatore,2017,Diesel,Manual,First,12.55,2982.0,168.5,28.42,Fortuner 4x4 MT,Toyota,2
Kolkata,2012,Diesel,Manual,First,22.07,1199.0,73.9,2.75,Polo Diesel Comfortline 1.2L,Volkswagen,0
Jaipur,2011,Diesel,Manual,First,23.2,1248.0,73.94,3.0,Ritz VDi,Maruti,0
Pune,2013,Diesel,Manual,First,23.08,1461.0,63.1,3.55,Micra Diesel XV Premium,Nissan,0
Kolkata,2013,Diesel,Manual,First,22.32,1582.0,126.32,4.8,Verna 1.6 SX,Hyundai,1
Kolkata,2011,Petrol,Automatic,First,10.8,2497.0,150.0,13.5,5 Series 2003-2012 523i,BMW,2
Pune,2017,Diesel,Automatic,First,11.0,2987.0,258.0,56.0,GLS 350d 4MATIC,Mercedes-Benz,4
Hyderabad,2004,Petrol,Automatic,First,12.0,2354.0,187.4,3.99,CR-V 2.4L 4WD AT,Honda,3
