Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Mumbai,2010,52000,Petrol,Manual,First,17.0,1197,5,2.8,i20 1.2 Sportz,Hyundai
Bangalore,2014,57000,Diesel,Manual,Second,15.8,2148,5,18.0,New C-Class C 220 CDI CLASSIC,Mercedes-Benz
Hyderabad,2014,88500,Diesel,Manual,First,23.2,1248,5,4.35,Ritz ZDi,Maruti
Bangalore,2016,28000,Diesel,Manual,First,19.67,1582,5,13.75,Creta 1.6 CRDi SX,Hyundai
Pune,2010,67000,Petrol,Manual,First,19.0,998,5,2.0,A-Star Vxi,Maruti
Delhi,2016,26000,Diesel,Manual,First,19.64,1461,5,10.0,Duster 110PS Diesel RXZ Option,Renault
Delhi,2010,120000,Diesel,Manual,First,17.8,1248,5,1.65,Grande Punto 1.3 Emotion Pack (Diesel),Fiat
Coimbatore,2017,51982,Diesel,Automatic,First,16.55,2993,5,45.77,X3 xDrive30d M Sport,BMW
Bangalore,2010,36000,Petrol,Manual,Second,20.36,1197,5,3.25,i10 Sportz,Hyundai
Pune,2016,47000,Diesel,Manual,First,12.8,2494,7,12.8,Innova 2.5 G4 Diesel 7-seater,Toyota
Mumbai,2002,60000,Petrol,Manual,Third,17.3,993,5,0.55,Zen VXI BSII,Maruti
Hyderabad,2018,31025,Diesel,Manual,First,28.4,1248,5,7.15,Swift VDI,Maruti
Pune,2013,105000,Diesel,Manual,Second,12.05,2179,8,7.0,Scorpio VLX 2.2 mHawk Airbag BSIV,Mahindra
Pune,2017,121900,Diesel,Manual,First,22.95,1248,5,3.75,Zest Quadrajet 1.3 75PS XE,Tata
Mumbai,2017,22695,Petrol,Manual,First,18.88,999,5,8.5,EcoSport 1.0 Ecoboost Titanium Plus,Ford
Jaipur,2012,73000,Diesel,Manual,First,23.4,1248,5,4.35,Swift Dzire ZDI,Maruti
Kochi,2016,32227,Petrol,Manual,First,22.74,796,5,3.26,Alto 800 LXI,Maruti
Jaipur,2011,55000,Petrol,Manual,First,17.0,1497,5,4.21,City 1.5 S MT,Honda
Mumbai,2009,48000,Diesel,Automatic,Second,17.0,1896,5,2.95,Laura 1.9 TDI AT Ambiente,Skoda
Kochi,2012,54308,Petrol,Manual,First,17.1,1591,5,4.28,Verna 1.6 SX VTVT (O),Hyundai
Jaipur,2009,78442,Petrol,Automatic,First,16.8,1497,5,3.57,City 1.5 V AT,Honda
Kolkata,2013,46000,Diesel,Manual,First,21.9,1396,5,3.11,i20 Magna Optional 1.4 CRDi,Hyundai
Coimbatore,2014,45051,Petrol,Automatic,First,15.0,1396,5,5.96,i20 Sportz AT 1.4,Hyundai
Hyderabad,2011,69000,Diesel,Manual,First,20.54,1598,5,4.7,Vento Diesel Highline,Volkswagen
Ahmedabad,2014,49000,Petrol,Manual,First,17.4,1497,5,6.9,City i VTEC VX,Honda
Pune,2018,45000,Diesel,Manual,First,22.95,1248,5,5.25,Zest Quadrajet 1.3 75PS XE,Tata
Pune,2015,64000,Diesel,Automatic,First,18.48,1995,5,28.0,5 Series 2003-2012 520d,BMW
Delhi,2009,60000,Petrol,Manual,First,18.9,1061,5,1.35,Wagon R LXI Minor,Maruti
Delhi,2015,62178,Petrol,Manual,First,18.2,1199,5,4.85,Jazz VX,Honda
Coimbatore,2012,58006,Diesel,Manual,First,15.0,1896,5,6.7,Jetta 2007-2011 2.0 TDI Comfortline,Volkswagen
Hyderabad,2010,74000,Petrol,Manual,First,20.36,1197,5,3.1,i10 Magna 1.2,Hyundai
Kochi,2015,77771,Diesel,Automatic,First,19.27,2143,5,18.64,New C-Class C 220 CDI Avantgarde,Mercedes-Benz
Pune,2012,45275,Petrol,Manual,First,20.36,1197,5,2.8,i10 Magna 1.2 iTech SE,Hyundai
Chennai,2016,48000,Diesel,Manual,First,13.68,2393,7,20.25,Innova Crysta 2.4 ZX MT,Toyota
Kochi,2015,31652,Diesel,Automatic,First,17.68,1968,5,26.78,A6 2011-2015 2.0 TDI Technology,Audi
Hyderabad,2010,109000,Diesel,Manual,Second,12.99,2494,7,8.26,Innova 2.5 VX (Diesel) 7 Seater,Toyota
Mumbai,2015,31978,Petrol,Manual,First,16.47,1198,5,3.89,Polo Petrol Trendline 1.2L,Volkswagen
Hyderabad,2011,70000,Petrol,Manual,First,20.92,998,5,2.1,Alto K10 LXI,Maruti
Mumbai,2017,15000,Petrol,Automatic,First,18.0,1497,5,12.69,City i-VTEC CVT ZX,Honda
Coimbatore,2013,59138,Diesel,Manual,First,17.0,1405,5,2.58,Indigo LX,Tata
Kochi,2014,61726,Diesel,Automatic,First,17.68,1968,5,20.77,A6 2011-2015 2.0 TDI Premium Plus,Audi
Delhi,2015,48000,Diesel,Automatic,First,17.9,2143,5,20.26,GLA Class 200 CDI SPORT,Mercedes-Benz
Kolkata,2011,60020,Diesel,Manual,First,17.8,1248,5,2.5,Swift VDI BSIV,Maruti
Hyderabad,2014,77815,Petrol,Automatic,First,23.1,998,5,4.25,Celerio VXI AT,Maruti
Delhi,2017,44000,Diesel,Automatic,First,12.7,2179,5,44.0,Rover Range Rover HSE Dynamic,Land
Hyderabad,2011,108626,Diesel,Manual,First,20.54,1598,5,3.65,Vento Diesel Trendline,Volkswagen
Hyderabad,2012,71791,Petrol,Manual,First,14.0,796,5,2.05,Omni 8 Seater BSIV,Maruti
Kochi,2012,91931,Petrol,Manual,First,18.5,1198,5,3.13,Brio 1.2 VX MT,Honda
Hyderabad,2000,158000,Diesel,Manual,Second,14.07,2956,7,1.5,Sumo Delux,Tata
Pune,2012,91183,Diesel,Manual,First,18.0,1248,5,2.85,Indica Vista Aura 1.3 Quadrajet,Tata
Delhi,2012,65000,Petrol,Manual,First,18.9,998,5,2.65,Wagon R LXI BS IV,Maruti
Hyderabad,2015,88428,Diesel,Manual,First,16.0,2179,7,10.6,XUV500 W8 4WD,Mahindra
Pune,2008,138000,Diesel,Manual,Second,17.1,1396,5,1.25,Indigo LS Dicor,Tata
Mumbai,2018,18000,Petrol,Manual,First,16.02,1373,7,8.25,Ertiga Paseo VXI,Maruti
Mumbai,2011,60000,Petrol,Automatic,First,11.7,2354,5,4.45,Accord 2.4 A/T,Honda
Kolkata,2012,48000,Diesel,Manual,First,19.3,1248,5,3.7,Swift Dzire VDi,Maruti
Hyderabad,2009,160000,Diesel,Manual,First,17.8,1399,5,2.8,Fiesta EXi 1.4 TDCi Ltd,Ford
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,5,1.8,City ZX GXi,Honda
Kochi,2014,51495,Diesel,Automatic,First,17.68,1968,5,21.95,A6 2011-2015 2.0 TDI Premium Plus,Audi
Mumbai,2011,30000,Diesel,Automatic,First,9.52,2993,4,49.0,6 Series 640d Gran Coupe,BMW
Pune,2012,83000,Diesel,Manual,First,23.0,1396,5,5.5,i20 1.4 CRDi Asta,Hyundai
Bangalore,2009,37000,Petrol,Automatic,Third,16.95,1197,5,2.95,i10 Sportz AT,Hyundai
Kochi,2016,28503,Petrol,Automatic,First,19.0,1199,5,6.86,Jazz 1.2 V CVT i VTEC,Honda
Hyderabad,2015,76496,Diesel,Manual,First,25.2,1248,5,6.15,Swift VDI BSIV,Maruti
Pune,2011,79152,Petrol,Manual,Second,18.5,1197,5,3.3,i20 Asta 1.2,Hyundai
Kolkata,2011,32000,Petrol,Manual,First,16.47,1198,5,2.55,Polo Petrol Comfortline 1.2L,Volkswagen
Ahmedabad,2009,35000,Petrol,Manual,First,19.7,796,5,1.5,Alto LXi,Maruti
Chennai,2004,105000,Petrol,Automatic,Second,11.3,1794,5,2.5,Corolla H4,Toyota
Chennai,2006,56000,Petrol,Manual,Second,19.7,796,5,1.4,Alto LXi,Maruti
Pune,2012,73000,Diesel,Manual,First,21.12,1248,5,3.4,Manza ELAN Quadrajet BS IV,Tata
Pune,2012,38000,Petrol,Manual,First,19.7,796,5,2.25,Alto LXi,Maruti
Kolkata,2013,775000,Diesel,Automatic,First,19.3,1968,5,7.5,Octavia Ambition Plus 2.0 TDI AT,Skoda
Kolkata,2008,80000,Petrol,Automatic,First,11.3,1794,5,2.8,Corolla H4,Toyota
Coimbatore,2016,24973,Petrol,Manual,First,18.6,1197,5,7.66,i20 Asta Option 1.2,Hyundai
Chennai,2016,45000,Diesel,Manual,First,24.3,1248,5,7.15,Vitara Brezza LDi,Maruti
Delhi,2010,87430,Petrol,Manual,First,17.0,1497,5,3.5,City 1.5 V MT,Honda
Hyderabad,2014,133944,Diesel,Manual,Second,18.0,1248,5,3.5,Indica Vista Aqua 1.3 Quadrajet,Tata
Kolkata,2013,57000,Diesel,Manual,First,25.8,1498,5,3.45,Amaze S i-Dtech,Honda
Coimbatore,2016,27904,Petrol,Manual,First,21.1,814,5,3.55,EON D Lite Plus,Hyundai
Kochi,2015,30717,Diesel,Automatic,Second,21.76,1995,5,25.99,3 Series Luxury Line,BMW
Bangalore,2012,80000,Diesel,Manual,First,22.32,1582,5,5.25,Verna 1.6 SX,Hyundai
Ahmedabad,2013,47304,Diesel,Manual,First,21.02,1248,5,2.9,Manza Club Class Quadrajet90 LS,Tata
Jaipur,2005,100000,Petrol,Automatic,First,14.45,1984,5,2.05,Octavia RS,Skoda
Pune,2017,30000,Petrol,Manual,First,24.07,998,5,3.75,Alto K10 VXI,Maruti
Mumbai,2014,68000,Diesel,Manual,First,22.7,1498,5,6.75,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Kolkata,2011,21000,Petrol,Manual,Second,18.0,995,5,0.95,Spark 1.0 LS,Chevrolet
Jaipur,2007,119000,Petrol,Manual,Third,13.1,1997,5,3.91,CR-V RVi MT,Honda
Kochi,2019,13747,Petrol,Automatic,First,14.67,1798,5,27.3,Superb L&K 1.8 TSI AT,Skoda
Chennai,2009,620000,Petrol,Manual,First,20.36,1197,5,2.7,i10 Magna 1.2,Hyundai
Delhi,2013,70000,Diesel,Manual,First,22.9,1248,5,3.5,Swift LDI,Maruti
Mumbai,2016,18000,Petrol,Automatic,First,18.5,1197,5,6.2,Swift Dzire VXi AT,Maruti
Chennai,2011,83000,Diesel,Manual,First,23.08,1461,5,2.75,Micra Diesel XV,Nissan
Mumbai,2015,130000,Diesel,Manual,First,23.4,1248,5,3.25,Swift Dzire Tour LDI,Maruti
Pune,2012,63400,Diesel,Manual,First,17.8,1399,5,3.25,Fiesta Classic 1.4 Duratorq CLXI,Ford
Kolkata,2003,65000,Petrol,Manual,First,17.3,993,5,0.65,Zen LX,Maruti
Pune,2017,8350,Petrol,Manual,First,13.8,1998,5,35.0,Clubman Cooper S,Mini
Kolkata,2014,45000,Diesel,Manual,First,23.59,1364,5,3.25,Etios GD,Toyota
Kolkata,2018,26200,Petrol,Manual,First,24.7,796,5,2.9,Alto 800 2016-2019 LXI,Maruti
Bangalore,2011,11000,Petrol,Manual,Third,18.9,796,5,2.9,Alto VXi,Maruti
Bangalore,2009,90000,Diesel,Automatic,Second,11.0,2993,5,17.75,X5 3.0d,BMW
Mumbai,2015,74000,Petrol,Automatic,Second,11.07,2496,5,8.25,Teana XV,Nissan
Coimbatore,2015,37081,Petrol,Automatic,First,18.9,1197,5,5.77,Grand i10 AT Asta,Hyundai
Hyderabad,2017,39000,Diesel,Manual,First,24.3,1248,5,9.49,Vitara Brezza ZDi Plus,Maruti
Mumbai,2008,99000,Diesel,Automatic,Third,12.07,2967,7,12.95,Q7 3.0 TDI Quattro Premium Plus,Audi
Chennai,2015,38000,Diesel,Automatic,First,17.9,2143,5,20.0,GLA Class 200 CDI,Mercedes-Benz
Chennai,2007,72000,Petrol,Manual,Third,16.1,796,4,1.0,800 AC,Maruti
Chennai,2015,93000,Diesel,Manual,Second,20.45,1461,5,7.1,Duster 85PS Diesel RxL,Renault
Mumbai,2017,5900,Diesel,Manual,First,21.43,1364,5,16.5,Corolla Altis D-4D GL,Toyota
Chennai,2014,25000,Diesel,Manual,First,15.8,2148,5,26.0,New C-Class 220,Mercedes-Benz
Hyderabad,2010,68000,Diesel,Manual,Second,21.1,1248,5,3.2,Ritz VDi,Maruti
Kochi,2017,35676,Petrol,Automatic,First,16.0,1497,7,9.48,BRV i-VTEC V CVT,Honda
Kochi,2015,74310,Diesel,Manual,First,24.4,1120,5,4.0,Xcent 1.1 CRDi Base,Hyundai
Jaipur,2014,59364,Diesel,Automatic,First,14.21,2143,5,26.5,E-Class 2009-2013 E250 CDI Avantgarde,Mercedes-Benz
Kochi,2014,41380,Petrol,Automatic,Second,14.8,1595,5,11.77,B Class B180,Mercedes-Benz
Bangalore,2017,33900,Diesel,Automatic,First,15.0,2143,5,37.0,E-Class 2015-2017 E250 Edition E,Mercedes-Benz
Mumbai,2016,28000,Petrol,Manual,First,17.8,1497,5,8.75,City i VTEC VX Option,Honda
Hyderabad,2007,50958,Petrol,Manual,First,17.0,1086,5,1.95,Santro Xing XL eRLX Euro III,Hyundai
Chennai,2011,93982,Petrol,Manual,First,17.0,1497,5,3.75,City 1.5 S MT,Honda
Pune,2010,95000,Petrol,Manual,First,16.2,1599,5,2.5,Verna Transform VTVT,Hyundai
Mumbai,2017,9000,Petrol,Automatic,First,13.5,1999,5,34.5,XE Portfolio,Jaguar
Delhi,2015,52516,Petrol,Manual,First,18.0,1198,5,4.65,Amaze S i-Vtech,Honda
Bangalore,2015,20000,Petrol,Automatic,First,18.86,1598,4,32.0,Cooper Convertible 1.6,Mini
Chennai,2014,37000,Petrol,Manual,First,21.1,814,5,3.25,EON Magna Plus,Hyundai
Kolkata,2014,17400,Petrol,Manual,First,20.51,998,5,3.1,Wagon R VXI BS IV,Maruti
Coimbatore,2011,90207,Diesel,Manual,First,21.1,1248,5,3.91,Ritz LDi,Maruti
Chennai,2011,89616,Diesel,Automatic,First,16.07,1995,5,11.0,3 Series 320d Sedan,BMW
Pune,2014,85000,Diesel,Manual,First,13.49,2179,5,3.5,Xenon XT EX 4X2,Tata
Chennai,2014,79271,Diesel,Automatic,First,20.38,1968,5,16.5,A3 35 TDI Attraction,Audi
Hyderabad,2012,56000,Diesel,Automatic,First,12.7,2179,5,30.0,Rover Range Rover 2.2L Dynamic,Land
Pune,2010,85001,Diesel,Automatic,Second,12.0,2987,7,28.0,GL-Class 2007 2012 350 CDI Luxury,Mercedes-Benz
Hyderabad,2018,12000,Diesel,Automatic,First,13.5,2477,7,28.0,Pajero Sport 4X2 AT DualTone BlackTop,Mitsubishi
Jaipur,2010,125000,Petrol,Manual,First,19.7,796,5,0.92,Alto LX,Maruti
Pune,2013,53000,Petrol,Manual,First,14.0,1061,5,2.75,Wagon R LXI BSIII,Maruti
Pune,2011,49768,Petrol,Manual,Second,17.01,1591,5,4.95,Verna 1.6 SX VTVT,Hyundai
Hyderabad,2013,56000,Diesel,Automatic,First,16.73,2993,5,33.5,5 Series 525d Sedan,BMW
Bangalore,2013,75000,Diesel,Automatic,First,14.74,2993,5,27.95,XF Diesel,Jaguar
Hyderabad,2010,57000,Petrol,Automatic,First,13.7,1798,5,7.25,Superb Elegance 1.8 TSI AT,Skoda
Kochi,2017,37542,Diesel,Automatic,First,15.73,1968,5,25.71,Q3 35 TDI Quattro Premium,Audi
Coimbatore,2014,95649,Diesel,Automatic,First,12.7,2179,5,29.67,Rover Range Rover 2.2L Pure,Land
Jaipur,2013,35299,Diesel,Automatic,First,14.84,2143,5,19.0,New C-Class 220 CDI AT,Mercedes-Benz
Kochi,2017,28464,Diesel,Manual,First,15.4,2179,7,13.05,Scorpio S10 4WD,Mahindra
Mumbai,2015,41000,Diesel,Automatic,First,21.76,1995,5,25.5,3 Series Luxury Line,BMW
Pune,2017,9000,Petrol,Manual,First,15.4,1497,7,8.5,BR-V i-VTEC S MT,Honda
Chennai,2010,92098,Diesel,Automatic,Second,16.0,2400,5,7.25,S80 2006-2013 D5,Volvo
Pune,2005,5834,Petrol,Manual,First,13.2,1495,5,0.8,Accent GLE,Hyundai
Jaipur,2017,40250,Petrol,Manual,First,17.19,1197,5,6.9,i20 Active SX Petrol,Hyundai
Kolkata,2015,20800,Petrol,Manual,Second,21.1,814,5,2.25,EON Magna Plus,Hyundai
Kochi,2018,40322,Petrol,Manual,First,18.9,1197,5,5.5,Grand i10 SportZ Edition,Hyundai
Mumbai,2013,52576,Petrol,Manual,First,13.0,1493,5,4.35,City 1.5 EXI S,Honda
Kolkata,2010,55000,Petrol,Manual,First,16.47,1198,5,2.25,Polo Petrol Trendline 1.2L,Volkswagen
Mumbai,2016,47000,Petrol,Automatic,First,15.26,1798,5,24.5,A6 35 TFSI Matrix,Audi
Coimbatore,2017,23163,Petrol,Manual,First,15.29,1591,5,12.03,Creta 1.6 SX Plus Dual Tone Petrol,Hyundai
Mumbai,2011,50000,Petrol,Automatic,Second,11.74,1796,5,8.5,New C-Class C 200 CGI Avantgarde,Mercedes-Benz
Mumbai,2014,11900,Petrol,Automatic,First,16.82,1998,4,28.5,Cooper Convertible S,Mini
Pune,2006,108000,Petrol,Manual,Second,17.0,1086,5,1.2,Santro Xing XO eRLX Euro II,Hyundai
Bangalore,2013,37000,Diesel,Manual,First,23.59,1364,5,5.75,Etios VD,Toyota
Delhi,2014,30000,Petrol,Manual,Second,19.4,1198,5,3.2,Brio S MT,Honda
Coimbatore,2018,12831,Petrol,Automatic,First,21.4,1197,5,9.89,Baleno Alpha Automatic,Maruti
Coimbatore,2012,143017,Diesel,Automatic,First,20.0,1968,5,6.58,Laura Ambiente 2.0 TDI CR AT,Skoda
Kochi,2018,13102,Petrol,Manual,First,21.1,814,5,4.06,EON Era Plus,Hyundai
Coimbatore,2019,24950,Diesel,Manual,First,20.37,1461,5,13.37,Captur 1.5 Diesel RXL,Renault
Coimbatore,2011,57832,Diesel,Automatic,First,16.2,2993,5,25.82,5 Series 2003-2012 GT 530d LE,BMW
Kochi,2016,34267,Petrol,Manual,First,22.74,796,5,3.74,Alto 800 LXI,Maruti
Bangalore,2015,33000,Diesel,Automatic,Second,16.8,1984,5,22.0,V40 D3,Volvo
Ahmedabad,2007,55100,Petrol,Manual,First,18.9,998,5,1.45,Wagon R LXI BSII,Maruti
Kolkata,2008,40000,Petrol,Manual,First,17.7,1497,5,2.0,City ZX GXi,Honda
Kolkata,2014,15000,Petrol,Manual,First,13.7,1399,8,3.75,Enjoy 1.4 LS 8,Chevrolet
Coimbatore,2016,82756,Diesel,Manual,First,15.96,2523,7,7.7,Bolero ZLX,Mahindra
Hyderabad,2014,20600,Petrol,Manual,First,21.1,814,5,2.6,EON D Lite,Hyundai
Coimbatore,2017,29952,Petrol,Automatic,First,13.0,1591,5,13.77,Creta 1.6 SX Plus Petrol Automatic,Hyundai
Mumbai,2017,15000,Petrol,Manual,Second,16.09,1598,5,7.1,Vento 1.6 Comfortline,Volkswagen
Pune,2008,61938,Petrol,Automatic,Second,12.9,1799,5,2.65,Civic 2006-2010 1.8 S AT,Honda
Hyderabad,2014,67000,Diesel,Manual,First,22.3,1248,5,2.5,Indica Vista Quadrajet LS,Tata
Kochi,2013,61672,Diesel,Manual,First,16.0,2179,7,7.53,XUV500 W8 2WD,Mahindra
Coimbatore,2017,26185,Petrol,Manual,First,18.6,1197,5,7.98,i20 1.2 Asta Option,Hyundai
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968,5,39.0,Q5 30 TDI quattro Premium Plus,Audi
Chennai,2011,67000,Petrol,Manual,Second,18.5,1197,5,2.25,Ritz VXi,Maruti
Chennai,2010,66000,Petrol,Manual,Second,13.17,1999,5,3.85,Cedia Sports,Mitsubishi
Hyderabad,2015,80883,Diesel,Manual,First,12.8,2494,7,13.5,Innova 2.5 V Diesel 7-seater,Toyota
Hyderabad,2016,80219,Diesel,Manual,First,27.62,793,5,3.5,Celerio LDi,Maruti
Delhi,2018,12923,Diesel,Manual,First,25.1,1248,5,8.92,S-Cross Delta DDiS 200 SH,Maruti
Coimbatore,2016,86642,Diesel,Automatic,First,15.17,1968,5,20.37,Q3 35 TDI Quattro Premium Plus,Audi
Bangalore,2016,19235,Diesel,Automatic,First,21.76,1995,5,36.5,3 Series Luxury Line,BMW
Coimbatore,2016,51002,Diesel,Automatic,First,11.33,4134,7,48.91,Q7 4.2 TDI Quattro Technology,Audi
Pune,2016,6800,Petrol,Manual,First,18.6,1197,5,7.2,i20 2015-2017 Asta 1.2,Hyundai
Hyderabad,2012,82749,Diesel,Manual,First,19.01,1461,5,5.99,Duster 110PS Diesel RxL,Renault
Pune,2016,51000,Diesel,Manual,First,24.4,1120,5,5.25,Xcent 1.1 CRDi S Celebration Edition,Hyundai
Delhi,2014,31465,Diesel,Manual,First,22.7,1498,5,6.5,Ecosport 1.5 DV5 MT Titanium,Ford
Hyderabad,2013,76476,Petrol,Manual,First,16.47,1198,5,4.4,Polo Petrol Trendline 1.2L,Volkswagen
Kolkata,2017,14000,Diesel,Manual,First,24.0,1120,5,4.6,Grand i10 CRDi Magna,Hyundai
Ahmedabad,2013,47000,Diesel,Manual,First,21.12,1248,5,2.95,Manza Aqua Quadrajet BS IV,Tata
Kolkata,2011,48466,Petrol,Manual,First,17.0,1497,5,3.26,City 1.5 V MT,Honda
Bangalore,2008,46000,Petrol,Manual,Second,17.92,1086,5,2.22,Santro Xing GLS,Hyundai
Hyderabad,2012,162663,Diesel,Manual,First,12.99,2494,7,10.5,Innova 2.5 VX (Diesel) 7 Seater,Toyota
Coimbatore,2017,25142,Diesel,Manual,First,28.09,1248,5,8.26,Ciaz 1.3 S,Maruti
Delhi,2013,69000,Diesel,Manual,First,12.55,2982,7,14.45,Fortuner 4x4 MT TRD Sportivo,Toyota
Chennai,2009,80524,Petrol,Manual,Second,15.3,1596,5,2.5,Fiesta 1.6 SXI ABS Duratec,Ford
Chennai,2014,45000,Diesel,Manual,First,15.8,2148,5,23.0,New C-Class 220 CDI MT,Mercedes-Benz
Kolkata,2012,64284,Diesel,Manual,First,17.72,1968,5,5.5,Yeti Ambition 4X2,Skoda
Delhi,2015,27000,Petrol,Manual,First,18.9,1197,5,4.5,Grand i10 Sportz,Hyundai
Hyderabad,2018,3678,Petrol,Manual,First,18.16,1196,5,6.8,Figo 2015-2019 1.2P Titanium MT,Ford
Mumbai,2013,21000,Petrol,Manual,First,16.8,1395,5,8.75,Octavia Ambition 1.4 TSI MT,Skoda
Mumbai,2015,67000,Diesel,Manual,Second,19.87,1461,5,7.0,Duster 85PS Diesel RxL Option,Renault
Delhi,2015,24000,Diesel,Automatic,Second,15.68,1999,5,33.5,Rover Range Rover Evoque 2.0 TD4 Pure,Land
Chennai,2011,75000,Diesel,Manual,Second,20.0,1399,5,2.25,Figo Diesel EXI,Ford
Hyderabad,2008,179000,Diesel,Automatic,Second,12.8,2953,7,4.24,Endeavour Hurricane Limited Edition,Ford
Coimbatore,2017,47198,Diesel,Manual,First,12.55,2982,7,28.42,Fortuner 4x4 MT,Toyota
Kolkata,2012,52000,Diesel,Manual,First,22.07,1199,5,2.75,Polo Diesel Comfortline 1.2L,Volkswagen
Jaipur,2011,91000,Diesel,Manual,First,23.2,1248,5,3.0,Ritz VDi,Maruti
Pune,2013,60000,Diesel,Manual,First,23.08,1461,5,3.55,Micra Diesel XV Premium,Nissan
Kolkata,2013,37873,Diesel,Manual,First,22.32,1582,5,4.8,Verna 1.6 SX,Hyundai
Kolkata,2011,31000,Petrol,Automatic,First,10.8,2497,5,13.5,5 Series 2003-2012 523i,BMW
Hyderabad,2004,78000,Petrol,Automatic,First,12.0,2354,5,3.99,CR-V 2.4L 4WD AT,Honda
Bangalore,2016,32000,Diesel,Automatic,First,17.01,1582,5,15.5,Creta 1.6 CRDi AT SX Plus,Hyundai
Jaipur,2010,59000,Petrol,Manual,Second,19.81,1086,5,2.32,i10 Era,Hyundai
Kochi,2016,35437,Diesel,Automatic,First,20.0,2143,5,18.58,A Class A200 CDI Sport,Mercedes-Benz
Jaipur,2014,98000,Petrol,Manual,First,16.02,1373,7,5.5,Ertiga VXI,Maruti
Chennai,2006,72000,Diesel,Manual,Second,18.7,1896,5,3.2,Octavia Classic 1.9 TDI MT,Skoda
Pune,2015,79000,Petrol,Manual,First,18.0,1198,5,4.0,Amaze VX i-Vtech,Honda
Chennai,2004,29000,Petrol,Manual,First,17.3,993,5,1.6,Zen LXi BSII,Maruti
Kochi,2013,66012,Petrol,Manual,First,15.5,1586,5,4.15,SX4 ZXI MT BSIV,Maruti
Mumbai,2014,35000,Petrol,Automatic,First,16.5,1198,5,4.25,Brio VX AT,Honda
Ahmedabad,2011,75000,Petrol,Manual,First,18.9,998,5,2.6,Wagon R VXI,Maruti
Mumbai,2008,80000,Petrol,Automatic,Second,12.1,2362,5,3.43,Camry A/T,Toyota
Kochi,2012,32717,Petrol,Manual,First,18.6,1199,5,2.55,Beat LS,Chevrolet
Delhi,2017,25000,Diesel,Automatic,First,12.55,2982,7,32.0,Fortuner 4x4 AT,Toyota
Mumbai,2014,79000,Diesel,Manual,First,22.7,1498,5,6.25,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Hyderabad,2010,86000,Diesel,Manual,Second,17.8,1248,5,3.6,Swift Vdi BSIII,Maruti
Pune,2010,137000,Diesel,Automatic,First,13.5,2987,5,18.5,S Class 2005 2013 S 350 CDI,Mercedes-Benz
Mumbai,2015,25000,Petrol,Manual,Second,17.3,1497,7,4.25,Mobilio S i VTEC,Honda
Mumbai,2017,8500,Petrol,Manual,Second,18.9,1197,5,4.8,Grand i10 Sportz,Hyundai
Bangalore,2015,34000,Diesel,Automatic,First,16.0,2179,7,13.0,XUV500 AT W8 FWD,Mahindra
Pune,2012,41629,Petrol,Manual,Second,14.83,1598,5,2.25,Fabia 1.6 MPI Elegance,Skoda
Hyderabad,2009,80227,Petrol,Manual,First,17.92,1086,5,2.3,Santro Xing GLS,Hyundai
Kochi,2019,8587,Petrol,Manual,First,15.29,1591,5,13.56,Creta 1.6 SX Plus Dual Tone Petrol,Hyundai
Delhi,2017,30000,Diesel,Manual,First,15.4,1997,7,12.25,Scorpio 1.99 S8,Mahindra
Pune,2013,64186,Diesel,Manual,First,20.5,1598,5,3.76,Rapid 1.6 TDI Ambition,Skoda
Coimbatore,2015,76427,Diesel,Manual,First,19.01,1461,5,8.58,Duster 110PS Diesel RxZ,Renault
Hyderabad,2011,75000,Diesel,Automatic,First,11.7,2993,5,27.5,X5 xDrive 30d,BMW
Coimbatore,2013,27075,Petrol,Manual,First,17.6,1496,5,4.95,Etios G,Toyota
Ahmedabad,2012,30000,Petrol,Manual,First,22.5,998,5,3.3,Wagon R LXI,Maruti
Chennai,2016,69434,Petrol,Manual,First,15.8,1591,5,8.0,Creta 1.6 SX,Hyundai
Jaipur,2014,56000,Petrol,Manual,First,23.1,998,5,2.79,Celerio VXI,Maruti
Coimbatore,2017,49275,Diesel,Automatic,First,12.7,2179,5,45.64,Rover Range Rover HSE Dynamic,Land
Pune,2014,8700,Petrol,Manual,First,18.6,1199,5,2.55,Beat LT,Chevrolet
Ahmedabad,2014,18000,Petrol,Manual,Second,25.4,624,4,1.0,Nano Twist XT,Tata
Coimbatore,2017,41041,Diesel,Automatic,First,17.68,1968,5,37.56,A6 2011-2015 35 TDI Technology,Audi
Kochi,2009,80464,Diesel,Automatic,Second,11.0,2987,5,9.29,E-Class 280 CDI,Mercedes-Benz
Kochi,2019,20667,Petrol,Manual,First,22.0,1197,5,6.37,Swift VXI,Maruti
Coimbatore,2013,60283,Petrol,Manual,First,14.6,1368,5,2.98,Linea T Jet,Fiat
Kochi,2017,31696,Petrol,Manual,First,20.4,1197,5,5.75,Swift VXI Optional,Maruti
Hyderabad,2010,100000,Diesel,Manual,First,11.5,2982,7,13.0,Fortuner 3.0 Diesel,Toyota
Mumbai,2014,13361,Petrol,Manual,First,16.02,1373,7,6.8,Ertiga ZXI,Maruti
