Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,power/horse
Coimbatore,Petrol,Manual,First,18.7,5,7.17,Honda,Jazz 1.2 VX i VTEC,9,7.397831526271894
Jaipur,Petrol,Manual,First,19.81,5,1.75,Hyundai,i10 Era,16,6.266114180478821
Kochi,Diesel,Automatic,First,16.38,5,21.99,Hyundai,Tucson 2.0 e-VGT 2WD AT GLS,8,9.172932330827068
Pune,Diesel,Manual,First,13.68,7,18.65,Toyota,Innova Crysta 2.4 ZX MT,9,6.176347680735479
Jaipur,Petrol,Manual,Third,19.7,5,1.85,Maruti,Omni MPI CARGO BSIII W/ IMMOBILISER,15,4.396984924623116
Coimbatore,Petrol,Manual,Second,20.4,5,5.95,Maruti,Swift VXI BSIV,9,6.83375104427736
Mumbai,Petrol,Manual,First,18.9,5,3.75,Hyundai,Grand i10 Magna,12,6.8504594820384295
Pune,Diesel,Manual,First,22.9,5,3.75,Maruti,Swift VDI,14,5.929487179487179
Hyderabad,Diesel,Manual,First,22.0,5,2.6,Hyundai,Verna CRDi 1.6 SX,18,7.977243994943111
Hyderabad,Petrol,Manual,First,0.0,5,1.75,Hyundai,Santro Xing XL,20,10.4306531982477
Mumbai,Petrol,Manual,First,17.0,5,2.8,Hyundai,i20 1.2 Sportz,16,6.683375104427736
Coimbatore,Diesel,Automatic,First,11.57,5,61.29,Mercedes-Benz,GLE 350d,9,8.529963173752929
Bangalore,Diesel,Manual,Second,15.8,5,18.0,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,12,7.9143389199255125
Hyderabad,Diesel,Manual,First,23.2,5,4.35,Maruti,Ritz ZDi,12,5.924679487179487
Bangalore,Diesel,Manual,First,19.67,5,13.75,Hyundai,Creta 1.6 CRDi SX,10,7.977243994943111
Pune,Petrol,Manual,First,19.0,5,2.0,Maruti,A-Star Vxi,16,6.623246492985971
Delhi,Diesel,Manual,First,19.64,5,10.0,Renault,Duster 110PS Diesel RXZ Option,10,7.42299794661191
Delhi,Diesel,Manual,First,17.8,5,1.65,Fiat,Grande Punto 1.3 Emotion Pack (Diesel),16,6.089743589743589
Coimbatore,Diesel,Automatic,First,16.55,5,45.77,BMW,X3 xDrive30d M Sport,9,8.620113598396257
Bangalore,Petrol,Manual,Second,20.36,5,3.25,Hyundai,i10 Sportz,16,6.591478696741855
Pune,Diesel,Manual,First,12.8,7,12.8,Toyota,Innova 2.5 G4 Diesel 7-seater,10,4.0898155573376105
Mumbai,Petrol,Manual,Third,17.3,5,0.55,Maruti,Zen VXI BSII,24,6.042296072507553
Hyderabad,Diesel,Manual,First,28.4,5,7.15,Maruti,Swift VDI,8,5.929487179487179
Pune,Diesel,Manual,Second,12.05,8,7.0,Mahindra,Scorpio VLX 2.2 mHawk Airbag BSIV,13,5.507113354749885
Pune,Diesel,Manual,First,22.95,5,3.75,Tata,Zest Quadrajet 1.3 75PS XE,9,5.929487179487179
Mumbai,Petrol,Manual,First,18.88,5,8.5,Ford,EcoSport 1.0 Ecoboost Titanium Plus,9,12.336336336336336
Jaipur,Diesel,Manual,First,23.4,5,4.35,Maruti,Swift Dzire ZDI,14,5.929487179487179
Kochi,Petrol,Manual,First,22.74,5,3.26,Maruti,Alto 800 LXI,10,5.942211055276381
Jaipur,Petrol,Manual,First,17.0,5,4.21,Honda,City 1.5 S MT,15,7.882431529726119
Kochi,Diesel,Automatic,First,12.07,7,70.36,Audi,Q7 3.0 TDI Quattro Technology,8,8.136164475901584
Mumbai,Diesel,Automatic,Second,17.0,5,2.95,Skoda,Laura 1.9 TDI AT Ambiente,17,5.537974683544303
Kochi,Petrol,Manual,First,17.1,5,4.28,Hyundai,Verna 1.6 SX VTVT (O),14,7.6241357636706475
Jaipur,Petrol,Automatic,First,16.8,5,3.57,Honda,City 1.5 V AT,17,7.882431529726119
Kolkata,Diesel,Manual,First,21.9,5,3.11,Hyundai,i20 Magna Optional 1.4 CRDi,13,6.3610315186246424
Coimbatore,Petrol,Automatic,First,15.0,5,5.96,Hyundai,i20 Sportz AT 1.4,12,7.063037249283667
Hyderabad,Diesel,Manual,First,20.54,5,4.7,Volkswagen,Vento Diesel Highline,15,6.483103879849812
Ahmedabad,Petrol,Manual,First,17.4,5,6.9,Honda,City i VTEC VX,12,7.83567134268537
Pune,Diesel,Manual,First,22.95,5,5.25,Tata,Zest Quadrajet 1.3 75PS XE,8,5.929487179487179
Pune,Diesel,Automatic,First,18.48,5,28.0,BMW,5 Series 2003-2012 520d,11,8.87218045112782
Delhi,Petrol,Manual,First,18.9,5,1.35,Maruti,Wagon R LXI Minor,17,6.314797360980208
Delhi,Petrol,Manual,First,18.2,5,4.85,Honda,Jazz VX,11,7.397831526271894
Coimbatore,Diesel,Manual,First,15.0,5,6.7,Volkswagen,Jetta 2007-2011 2.0 TDI Comfortline,14,5.537974683544303
Hyderabad,Petrol,Manual,First,20.36,5,3.1,Hyundai,i10 Magna 1.2,16,6.591478696741855
Kochi,Diesel,Automatic,First,19.27,5,18.64,Mercedes-Benz,New C-Class C 220 CDI Avantgarde,11,7.932804479701354
Pune,Petrol,Manual,First,20.36,5,2.8,Hyundai,i10 Magna 1.2 iTech SE,14,6.591478696741855
Chennai,Diesel,Manual,First,13.68,7,20.25,Toyota,Innova Crysta 2.4 ZX MT,10,6.176347680735479
Kochi,Diesel,Automatic,First,17.68,5,26.78,Audi,A6 2011-2015 2.0 TDI Technology,11,8.858231707317074
Hyderabad,Diesel,Manual,Second,12.99,7,8.26,Toyota,Innova 2.5 VX (Diesel) 7 Seater,16,4.033680834001604
Mumbai,Petrol,Manual,First,16.47,5,3.89,Volkswagen,Polo Petrol Trendline 1.2L,11,6.168614357262104
Hyderabad,Petrol,Manual,First,20.92,5,2.1,Maruti,Alto K10 LXI,15,6.723446893787574
Mumbai,Petrol,Automatic,First,18.0,5,12.69,Honda,City i-VTEC CVT ZX,9,7.83567134268537
Coimbatore,Diesel,Manual,First,17.0,5,2.58,Tata,Indigo LX,13,4.98220640569395
Kochi,Diesel,Automatic,First,17.68,5,20.77,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,8.858231707317074
Delhi,Diesel,Automatic,First,17.9,5,20.26,Mercedes-Benz,GLA Class 200 CDI SPORT,11,6.346243583761082
Chennai,Petrol,Manual,Second,0.0,5,1.5,Hyundai,Santro Xing XL,20,10.4306531982477
Kolkata,Diesel,Manual,First,17.8,5,2.5,Maruti,Swift VDI BSIV,15,9.076674177321317
Hyderabad,Petrol,Automatic,First,23.1,5,4.25,Maruti,Celerio VXI AT,12,6.717434869739479
Hyderabad,Diesel,Automatic,First,17.9,5,57.0,Mercedes-Benz,GLE 250d,9,9.386374241717219
Delhi,Diesel,Automatic,First,12.7,5,44.0,Land,Rover Range Rover HSE Dynamic,9,8.614043139054612
Hyderabad,Diesel,Manual,First,20.54,5,3.65,Volkswagen,Vento Diesel Trendline,15,6.483103879849812
Hyderabad,Petrol,Manual,First,14.0,5,2.05,Maruti,Omni 8 Seater BSIV,14,4.396984924623116
Kochi,Petrol,Manual,First,18.5,5,3.13,Honda,Brio 1.2 VX MT,14,7.245409015025041
Hyderabad,Diesel,Manual,Second,14.07,7,1.5,Tata,Sumo Delux,26,2.8112313937753717
Pune,Diesel,Manual,First,18.0,5,2.85,Tata,Indica Vista Aura 1.3 Quadrajet,14,6.009615384615385
Delhi,Petrol,Manual,First,18.9,5,2.65,Maruti,Wagon R LXI BS IV,14,6.723446893787574
Hyderabad,Diesel,Manual,First,16.0,7,10.6,Mahindra,XUV500 W8 4WD,11,6.424965580541533
Pune,Diesel,Manual,Second,17.1,5,1.25,Tata,Indigo LS Dicor,18,5.014326647564469
Mumbai,Petrol,Manual,First,16.02,7,8.25,Maruti,Ertiga Paseo VXI,8,6.824471959213402
Mumbai,Petrol,Automatic,First,11.7,5,4.45,Honda,Accord 2.4 A/T,15,7.544604927782498
Kolkata,Diesel,Manual,First,19.3,5,3.7,Maruti,Swift Dzire VDi,14,5.9214743589743595
Hyderabad,Diesel,Manual,First,17.8,5,2.8,Ford,Fiesta EXi 1.4 TDCi Ltd,17,4.8606147248034315
Kolkata,Petrol,Manual,First,17.7,5,1.8,Honda,City ZX GXi,18,5.210420841683367
Kochi,Diesel,Automatic,First,17.68,5,21.95,Audi,A6 2011-2015 2.0 TDI Premium Plus,12,8.858231707317074
Mumbai,Diesel,Automatic,First,9.52,4,49.0,BMW,6 Series 640d Gran Coupe,15,10.457734714333444
Coimbatore,Diesel,Automatic,First,14.75,7,62.67,Audi,Q7 45 TDI Quattro Technology,9,8.257499157398044
Pune,Diesel,Manual,First,23.0,5,5.5,Hyundai,i20 1.4 CRDi Asta,14,6.446991404011461
Bangalore,Petrol,Automatic,Third,16.95,5,2.95,Hyundai,i10 Sportz AT,17,6.591478696741855
Kochi,Petrol,Automatic,First,19.0,5,6.86,Honda,Jazz 1.2 V CVT i VTEC,10,7.397831526271894
Hyderabad,Diesel,Manual,First,25.2,5,6.15,Maruti,Swift VDI BSIV,11,5.929487179487179
Pune,Petrol,Manual,Second,18.5,5,3.3,Hyundai,i20 Asta 1.2,15,6.921470342522975
Kolkata,Petrol,Manual,First,16.47,5,2.55,Volkswagen,Polo Petrol Comfortline 1.2L,15,6.168614357262104
Ahmedabad,Petrol,Manual,First,19.7,5,1.5,Maruti,Alto LXi,17,5.816582914572864
Chennai,Petrol,Automatic,Second,11.3,5,2.5,Toyota,Corolla H4,22,6.967670011148272
Chennai,Petrol,Manual,Second,19.7,5,1.4,Maruti,Alto LXi,20,5.816582914572864
Pune,Diesel,Manual,First,21.12,5,3.4,Tata,Manza ELAN Quadrajet BS IV,14,7.115384615384615
Pune,Petrol,Manual,First,19.7,5,2.25,Maruti,Alto LXi,14,5.816582914572864
Kolkata,Diesel,Automatic,First,19.3,5,7.5,Skoda,Octavia Ambition Plus 2.0 TDI AT,13,7.164634146341463
Kolkata,Petrol,Automatic,First,11.3,5,2.8,Toyota,Corolla H4,18,6.967670011148272
Coimbatore,Petrol,Manual,First,18.6,5,7.66,Hyundai,i20 Asta Option 1.2,10,6.836257309941521
Chennai,Diesel,Manual,First,24.3,5,7.15,Maruti,Vitara Brezza LDi,10,7.091346153846153
Delhi,Petrol,Manual,First,17.0,5,3.5,Honda,City 1.5 V MT,16,7.882431529726119
Hyderabad,Diesel,Manual,Second,18.0,5,3.5,Tata,Indica Vista Aqua 1.3 Quadrajet,12,6.009615384615385
Kolkata,Diesel,Manual,First,25.8,5,3.45,Honda,Amaze S i-Dtech,13,6.582109479305741
Coimbatore,Petrol,Manual,First,21.1,5,3.55,Hyundai,EON D Lite Plus,10,6.781326781326781
Kochi,Diesel,Automatic,Second,21.76,5,25.99,BMW,3 Series Luxury Line,11,9.523809523809524
Bangalore,Diesel,Manual,First,22.32,5,5.25,Hyundai,Verna 1.6 SX,14,7.984829329962073
Ahmedabad,Diesel,Manual,First,21.02,5,2.9,Tata,Manza Club Class Quadrajet90 LS,13,7.115384615384615
Jaipur,Petrol,Automatic,First,14.45,5,2.05,Skoda,Octavia RS,21,11.441532258064516
Pune,Petrol,Manual,First,24.07,5,3.75,Maruti,Alto K10 VXI,9,6.723446893787574
Mumbai,Diesel,Manual,First,22.7,5,6.75,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5.9973297730307085
Kolkata,Petrol,Manual,Second,18.0,5,0.95,Chevrolet,Spark 1.0 LS,15,6.231155778894473
Hyderabad,Diesel,Automatic,First,19.33,5,52.0,Jaguar,XF 2.0 Diesel Portfolio,9,8.854427213606805
Jaipur,Petrol,Manual,Third,13.1,5,3.91,Honda,CR-V RVi MT,19,7.065598397596394
Kochi,Petrol,Automatic,First,14.67,5,27.3,Skoda,Superb L&K 1.8 TSI AT,7,9.869855394883203
Chennai,Petrol,Manual,First,20.36,5,2.7,Hyundai,i10 Magna 1.2,17,6.591478696741855
Delhi,Diesel,Manual,First,22.9,5,3.5,Maruti,Swift LDI,13,5.929487179487179
Mumbai,Petrol,Automatic,First,18.5,5,6.2,Maruti,Swift Dzire VXi AT,10,6.945697577276524
Chennai,Diesel,Manual,First,23.08,5,2.75,Nissan,Micra Diesel XV,15,4.31895961670089
Mumbai,Diesel,Manual,First,23.4,5,3.25,Maruti,Swift Dzire Tour LDI,11,5.929487179487179
Pune,Diesel,Manual,First,17.8,5,3.25,Ford,Fiesta Classic 1.4 Duratorq CLXI,14,4.789135096497498
Kolkata,Petrol,Manual,First,17.3,5,0.65,Maruti,Zen LX,23,6.042296072507553
Pune,Petrol,Manual,First,13.8,5,35.0,Mini,Clubman Cooper S,9,9.60960960960961
Kolkata,Diesel,Manual,First,23.59,5,3.25,Toyota,Etios GD,12,4.915689149560118
Kolkata,Petrol,Manual,First,24.7,5,2.9,Maruti,Alto 800 2016-2019 LXI,8,5.942211055276381
Bangalore,Petrol,Manual,Third,18.9,5,2.9,Maruti,Alto VXi,15,5.9045226130653266
Bangalore,Diesel,Automatic,Second,11.0,5,17.75,BMW,X5 3.0d,17,7.851653859004344
Mumbai,Petrol,Automatic,Second,11.07,5,8.25,Nissan,Teana XV,11,7.19150641025641
Coimbatore,Petrol,Automatic,First,18.9,5,5.77,Hyundai,Grand i10 AT Asta,11,6.8504594820384295
Hyderabad,Diesel,Manual,First,24.3,5,9.49,Maruti,Vitara Brezza ZDi Plus,9,7.091346153846153
Mumbai,Diesel,Automatic,Third,12.07,7,12.95,Audi,Q7 3.0 TDI Quattro Premium Plus,18,8.136164475901584
Chennai,Diesel,Automatic,First,17.9,5,20.0,Mercedes-Benz,GLA Class 200 CDI,11,6.346243583761082
Chennai,Petrol,Manual,Third,16.1,4,1.0,Maruti,800 AC,19,4.648241206030151
Chennai,Diesel,Manual,Second,20.45,5,7.1,Renault,Duster 85PS Diesel RxL,11,5.7357973990417515
Mumbai,Diesel,Manual,First,21.43,5,16.5,Toyota,Corolla Altis D-4D GL,9,6.392961876832845
Chennai,Diesel,Manual,First,15.8,5,26.0,Mercedes-Benz,New C-Class 220,12,7.9143389199255125
Hyderabad,Diesel,Manual,Second,21.1,5,3.2,Maruti,Ritz VDi,16,5.9214743589743595
Kochi,Petrol,Automatic,First,16.0,7,9.48,Honda,BRV i-VTEC V CVT,9,7.83567134268537
Kochi,Diesel,Manual,First,24.4,5,4.0,Hyundai,Xcent 1.1 CRDi Base,11,6.3392857142857135
Jaipur,Diesel,Automatic,First,14.21,5,26.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Avantgarde,12,9.472701819878674
Kochi,Petrol,Automatic,Second,14.8,5,11.77,Mercedes-Benz,B Class B180,12,7.567398119122257
Bangalore,Diesel,Automatic,First,15.0,5,37.0,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,9,9.519365375641623
Mumbai,Petrol,Manual,First,17.8,5,8.75,Honda,City i VTEC VX Option,10,7.83567134268537
Hyderabad,Petrol,Manual,First,17.0,5,1.95,Hyundai,Santro Xing XL eRLX Euro III,19,10.4306531982477
Chennai,Petrol,Manual,First,17.0,5,3.75,Honda,City 1.5 S MT,15,7.882431529726119
Pune,Petrol,Manual,First,16.2,5,2.5,Hyundai,Verna Transform VTVT,16,6.454033771106942
Mumbai,Petrol,Automatic,First,13.5,5,34.5,Jaguar,XE Portfolio,9,12.343171585792897
Delhi,Petrol,Manual,First,18.0,5,4.65,Honda,Amaze S i-Vtech,11,7.237061769616027
Bangalore,Petrol,Automatic,First,18.86,4,32.0,Mini,Cooper Convertible 1.6,11,7.634543178973717
Coimbatore,Diesel,Automatic,First,13.5,5,62.81,Mercedes-Benz,S Class 2005 2013 S 350 CDI,9,9.440910612654838
Chennai,Petrol,Manual,First,21.1,5,3.25,Hyundai,EON Magna Plus,12,6.781326781326781
Kolkata,Petrol,Manual,First,20.51,5,3.1,Maruti,Wagon R VXI BS IV,12,6.717434869739479
Coimbatore,Diesel,Manual,First,21.1,5,3.91,Maruti,Ritz LDi,15,5.9214743589743595
Chennai,Diesel,Automatic,First,16.07,5,11.0,BMW,3 Series 320d Sedan,15,9.072681704260651
Pune,Diesel,Manual,First,13.49,5,3.5,Tata,Xenon XT EX 4X2,12,6.334557136301056
Chennai,Diesel,Automatic,First,20.38,5,16.5,Audi,A3 35 TDI Attraction,12,7.266260162601626
Hyderabad,Diesel,Automatic,First,12.7,5,30.0,Land,Rover Range Rover 2.2L Dynamic,14,8.614043139054612
Pune,Diesel,Automatic,Second,12.0,7,28.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,16,7.499163039839303
Hyderabad,Diesel,Automatic,First,13.5,7,28.0,Mitsubishi,Pajero Sport 4X2 AT DualTone BlackTop,8,7.087605974969721
Jaipur,Petrol,Manual,First,19.7,5,0.92,Maruti,Alto LX,16,5.816582914572864
Pune,Petrol,Manual,First,14.0,5,2.75,Maruti,Wagon R LXI BSIII,13,6.032045240339302
Coimbatore,Diesel,Automatic,First,12.7,5,53.83,Land,Rover Range Rover 2.2L Prestige,9,8.614043139054612
Pune,Petrol,Manual,Second,17.01,5,4.95,Hyundai,Verna 1.6 SX VTVT,15,7.6241357636706475
Hyderabad,Diesel,Automatic,First,16.73,5,33.5,BMW,5 Series 525d Sedan,13,7.2836618777146676
Bangalore,Diesel,Automatic,First,14.74,5,27.95,Jaguar,XF Diesel,13,9.05111927831607
Hyderabad,Petrol,Automatic,First,13.7,5,7.25,Skoda,Superb Elegance 1.8 TSI AT,16,8.773637374860957
Kochi,Diesel,Automatic,First,15.73,5,25.71,Audi,Q3 35 TDI Quattro Premium,9,8.858231707317074
Coimbatore,Diesel,Automatic,First,12.7,5,29.67,Land,Rover Range Rover 2.2L Pure,12,8.614043139054612
Jaipur,Diesel,Automatic,First,14.84,5,19.0,Mercedes-Benz,New C-Class 220 CDI AT,13,7.932804479701354
Kochi,Diesel,Manual,First,15.4,7,13.05,Mahindra,Scorpio S10 4WD,9,5.507113354749885
Mumbai,Diesel,Automatic,First,21.76,5,25.5,BMW,3 Series Luxury Line,11,9.523809523809524
Pune,Petrol,Manual,First,15.4,7,8.5,Honda,BR-V i-VTEC S MT,9,7.83567134268537
Chennai,Diesel,Automatic,Second,16.0,5,7.25,Volvo,S80 2006-2013 D5,16,8.958333333333334
Pune,Petrol,Manual,First,13.2,5,0.8,Hyundai,Accent GLE,21,6.287625418060201
Jaipur,Petrol,Manual,First,17.19,5,6.9,Hyundai,i20 Active SX Petrol,9,6.838763575605681
Coimbatore,Petrol,Automatic,First,11.5,5,70.99,Mercedes-Benz,GLC 43 AMG Coupe,8,12.249666221628837
Kolkata,Petrol,Manual,Second,21.1,5,2.25,Hyundai,EON Magna Plus,11,6.781326781326781
Kochi,Petrol,Manual,First,18.9,5,5.5,Hyundai,Grand i10 SportZ Edition,8,6.838763575605681
Mumbai,Petrol,Manual,First,13.0,5,4.35,Honda,City 1.5 EXI S,13,6.697923643670463
Kolkata,Petrol,Manual,First,16.47,5,2.25,Volkswagen,Polo Petrol Trendline 1.2L,16,6.168614357262104
Mumbai,Petrol,Automatic,First,15.26,5,24.5,Audi,A6 35 TFSI Matrix,10,10.441601779755285
Hyderabad,Diesel,Manual,First,0.0,5,5.45,Volkswagen,Jetta 2007-2011 1.9 L TDI,16,5.755939722203762
Coimbatore,Petrol,Manual,First,15.29,5,12.03,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,7.6241357636706475
Mumbai,Petrol,Automatic,Second,11.74,5,8.5,Mercedes-Benz,New C-Class C 200 CGI Avantgarde,15,10.356347438752785
Mumbai,Petrol,Automatic,First,16.82,4,28.5,Mini,Cooper Convertible S,12,9.463463463463464
Pune,Petrol,Manual,Second,17.0,5,1.2,Hyundai,Santro Xing XO eRLX Euro II,20,10.4306531982477
Bangalore,Diesel,Manual,First,23.59,5,5.75,Toyota,Etios VD,13,4.914956011730206
Delhi,Petrol,Manual,Second,19.4,5,3.2,Honda,Brio S MT,12,7.245409015025041
Coimbatore,Petrol,Automatic,First,21.4,5,9.89,Maruti,Baleno Alpha Automatic,8,6.942355889724311
Coimbatore,Diesel,Automatic,First,20.0,5,6.58,Skoda,Laura Ambiente 2.0 TDI CR AT,14,7.017276422764228
Kochi,Petrol,Manual,First,21.1,5,4.06,Hyundai,EON Era Plus,8,6.781326781326781
Coimbatore,Diesel,Manual,First,20.37,5,13.37,Renault,Captur 1.5 Diesel RXL,7,7.42299794661191
Coimbatore,Diesel,Automatic,First,16.2,5,25.82,BMW,5 Series 2003-2012 GT 530d LE,15,8.620113598396257
Kochi,Petrol,Manual,First,22.74,5,3.74,Maruti,Alto 800 LXI,10,5.942211055276381
Bangalore,Diesel,Automatic,Second,16.8,5,22.0,Volvo,V40 D3,11,7.560483870967742
Ahmedabad,Petrol,Manual,First,18.9,5,1.45,Maruti,Wagon R LXI BSII,19,6.723446893787574
Kolkata,Petrol,Manual,First,17.7,5,2.0,Honda,City ZX GXi,18,5.210420841683367
Kolkata,Petrol,Manual,First,13.7,8,3.75,Chevrolet,Enjoy 1.4 LS 8,12,7.061472480343102
Coimbatore,Diesel,Manual,First,15.96,7,7.7,Mahindra,Bolero ZLX,10,2.461355529131986
Coimbatore,Petrol,Manual,First,0.0,5,3.35,Hyundai,Santro GLS I - Euro I,14,10.4306531982477
Hyderabad,Petrol,Manual,First,21.1,5,2.6,Hyundai,EON D Lite,12,6.781326781326781
Coimbatore,Petrol,Automatic,First,13.0,5,13.77,Hyundai,Creta 1.6 SX Plus Petrol Automatic,9,7.6241357636706475
Mumbai,Petrol,Manual,Second,16.09,5,7.1,Volkswagen,Vento 1.6 Comfortline,9,6.476846057571965
Pune,Petrol,Automatic,Second,12.9,5,2.65,Honda,Civic 2006-2010 1.8 S AT,18,7.226236798221233
Hyderabad,Diesel,Manual,First,22.3,5,2.5,Tata,Indica Vista Quadrajet LS,12,5.929487179487179
Kochi,Diesel,Manual,First,16.0,7,7.53,Mahindra,XUV500 W8 2WD,13,6.424965580541533
Coimbatore,Petrol,Manual,First,18.6,5,7.98,Hyundai,i20 1.2 Asta Option,9,6.836257309941521
Bangalore,Diesel,Automatic,Second,14.16,5,39.0,Audi,Q5 30 TDI quattro Premium Plus,12,8.856707317073171
Chennai,Petrol,Manual,Second,18.5,5,2.25,Maruti,Ritz VXi,15,7.167919799498747
Chennai,Petrol,Manual,Second,13.17,5,3.85,Mitsubishi,Cedia Sports,16,5.702851425712856
Hyderabad,Diesel,Manual,First,12.8,7,13.5,Toyota,Innova 2.5 V Diesel 7-seater,11,4.0898155573376105
Hyderabad,Diesel,Manual,First,27.62,5,3.5,Maruti,Celerio LDi,10,5.926860025220681
Delhi,Diesel,Manual,First,25.1,5,8.92,Maruti,S-Cross Delta DDiS 200 SH,8,7.091346153846153
Coimbatore,Diesel,Automatic,First,15.17,5,20.37,Audi,Q3 35 TDI Quattro Premium Plus,10,9.197154471544716
Bangalore,Diesel,Automatic,First,21.76,5,36.5,BMW,3 Series Luxury Line,10,9.523809523809524
Coimbatore,Diesel,Automatic,First,11.33,7,48.91,Audi,Q7 4.2 TDI Quattro Technology,10,8.108369617803579
Pune,Petrol,Manual,First,18.6,5,7.2,Hyundai,i20 2015-2017 Asta 1.2,10,6.836257309941521
Hyderabad,Diesel,Manual,First,19.01,5,5.99,Renault,Duster 110PS Diesel RxL,14,7.42299794661191
Pune,Diesel,Manual,First,24.4,5,5.25,Hyundai,Xcent 1.1 CRDi S Celebration Edition,10,6.3392857142857135
Delhi,Diesel,Manual,First,22.7,5,6.5,Ford,Ecosport 1.5 DV5 MT Titanium,12,5.9973297730307085
Hyderabad,Petrol,Manual,First,16.47,5,4.4,Volkswagen,Polo Petrol Trendline 1.2L,13,6.168614357262104
Kolkata,Diesel,Manual,First,24.0,5,4.6,Hyundai,Grand i10 CRDi Magna,9,6.25
Ahmedabad,Diesel,Manual,First,21.12,5,2.95,Tata,Manza Aqua Quadrajet BS IV,13,7.115384615384615
Kolkata,Petrol,Manual,First,17.0,5,3.26,Honda,City 1.5 V MT,15,7.882431529726119
Bangalore,Petrol,Manual,Second,17.92,5,2.22,Hyundai,Santro Xing GLS,18,5.718232044198896
Hyderabad,Diesel,Manual,First,12.99,7,10.5,Toyota,Innova 2.5 VX (Diesel) 7 Seater,14,4.0096230954290295
Coimbatore,Diesel,Manual,First,28.09,5,8.26,Maruti,Ciaz 1.3 S,9,7.091346153846153
Delhi,Diesel,Manual,First,12.55,7,14.45,Toyota,Fortuner 4x4 MT TRD Sportivo,13,5.667337357478202
Chennai,Petrol,Manual,Second,15.3,5,2.5,Ford,Fiesta 1.6 SXI ABS Duratec,17,7.097549732642233
Kochi,Petrol,Automatic,First,12.6,5,51.43,Mercedes-Benz,E-Class E 220 d,8,9.812307692307693
Chennai,Diesel,Manual,First,15.8,5,23.0,Mercedes-Benz,New C-Class 220 CDI MT,12,7.9143389199255125
Kolkata,Diesel,Manual,First,17.72,5,5.5,Skoda,Yeti Ambition 4X2,14,5.51270325203252
Delhi,Petrol,Manual,First,18.9,5,4.5,Hyundai,Grand i10 Sportz,11,6.8504594820384295
Hyderabad,Petrol,Manual,First,18.16,5,6.8,Ford,Figo 2015-2019 1.2P Titanium MT,8,7.25752508361204
Mumbai,Petrol,Manual,First,16.8,5,8.75,Skoda,Octavia Ambition 1.4 TSI MT,13,9.893906810035844
Mumbai,Diesel,Manual,Second,19.87,5,7.0,Renault,Duster 85PS Diesel RxL Option,11,5.7357973990417515
Delhi,Diesel,Automatic,Second,15.68,5,33.5,Land,Rover Range Rover Evoque 2.0 TD4 Pure,11,8.854427213606805
Chennai,Diesel,Manual,Second,20.0,5,2.25,Ford,Figo Diesel EXI,15,4.8606147248034315
Hyderabad,Diesel,Automatic,Second,12.8,7,4.24,Ford,Endeavour Hurricane Limited Edition,18,5.282763291567897
Coimbatore,Diesel,Manual,First,12.55,7,28.42,Toyota,Fortuner 4x4 MT,9,5.650570087189806
Kolkata,Diesel,Manual,First,22.07,5,2.75,Volkswagen,Polo Diesel Comfortline 1.2L,14,6.163469557964971
Jaipur,Diesel,Manual,First,23.2,5,3.0,Maruti,Ritz VDi,15,5.924679487179487
Pune,Diesel,Manual,First,23.08,5,3.55,Nissan,Micra Diesel XV Premium,13,4.31895961670089
Kolkata,Diesel,Manual,First,22.32,5,4.8,Hyundai,Verna 1.6 SX,13,7.984829329962073
Kolkata,Petrol,Automatic,First,10.8,5,13.5,BMW,5 Series 2003-2012 523i,15,6.0072086503804565
Pune,Diesel,Automatic,First,11.0,7,56.0,Mercedes-Benz,GLS 350d 4MATIC,9,8.637428858386341
Hyderabad,Petrol,Automatic,First,12.0,5,3.99,Honda,CR-V 2.4L 4WD AT,22,7.960917587085811
Bangalore,Diesel,Automatic,First,17.01,5,15.5,Hyundai,Creta 1.6 CRDi AT SX Plus,10,7.977243994943111
Jaipur,Petrol,Manual,Second,19.81,5,2.32,Hyundai,i10 Era,16,6.266114180478821
Kochi,Diesel,Automatic,First,20.0,5,18.58,Mercedes-Benz,A Class A200 CDI Sport,10,6.346243583761082
Jaipur,Petrol,Manual,First,16.02,7,5.5,Maruti,Ertiga VXI,12,6.824471959213402
Chennai,Diesel,Manual,Second,18.7,5,3.2,Skoda,Octavia Classic 1.9 TDI MT,20,3.481012658227848
Pune,Petrol,Manual,First,18.0,5,4.0,Honda,Amaze VX i-Vtech,11,7.237061769616027
Chennai,Petrol,Manual,First,17.3,5,1.6,Maruti,Zen LXi BSII,22,6.042296072507553
Kochi,Petrol,Manual,First,15.5,5,4.15,Maruti,SX4 ZXI MT BSIV,13,6.513240857503153
Mumbai,Petrol,Automatic,First,16.5,5,4.25,Honda,Brio VX AT,12,7.245409015025041
Ahmedabad,Petrol,Manual,First,18.9,5,2.6,Maruti,Wagon R VXI,15,6.723446893787574
